iTOW,TOD,fTOD,Nt,N4,todValid,dateValid,tAcc
94631500,19014,-499664641,666,8,1,1,9
94631600,19014,-399664662,666,8,1,1,9
94631700,19014,-299664681,666,8,1,1,10
94631800,19014,-199664700,666,8,1,1,10
94631900,19014,-99664722,666,8,1,1,9
94632000,19014,335257,666,8,1,1,10
94632100,19014,100335236,666,8,1,1,10
94632200,19014,200335219,666,8,1,1,9
94632300,19014,300335195,666,8,1,1,9
94632400,19014,400335175,666,8,1,1,10
94632500,19015,-499664859,666,8,1,1,10
94632600,19015,-399664866,666,8,1,1,9
94632700,19015,-299664889,666,8,1,1,9
94632800,19015,-199664909,666,8,1,1,10
94632900,19015,-99664928,666,8,1,1,10
94633000,19015,335051,666,8,1,1,10
94633200,19015,200335008,666,8,1,1,10
94633300,19015,300334985,666,8,1,1,10
94633400,19015,400334967,666,8,1,1,10
94633500,19016,-499665058,666,8,1,1,10
94633600,19016,-399665077,666,8,1,1,10
94633700,19016,-299665097,666,8,1,1,10
94633800,19016,-199665117,666,8,1,1,10
94633900,19016,-99665140,666,8,1,1,10
94634000,19016,334840,666,8,1,1,10
94634100,19016,100334820,666,8,1,1,10
94634200,19016,200334800,666,8,1,1,10
94634300,19016,300334778,666,8,1,1,10
94634400,19016,400334757,666,8,1,1,10
94634500,19017,-499665264,666,8,1,1,10
94634600,19017,-399665284,666,8,1,1,10
94634700,19017,-299665304,666,8,1,1,10
94634800,19017,-199665326,666,8,1,1,10
94634900,19017,-99665346,666,8,1,1,10
94635000,19017,334633,666,8,1,1,10
94635100,19017,100334609,666,8,1,1,7
94635200,19017,200334588,666,8,1,1,6
94635300,19017,300334568,666,8,1,1,6
94635400,19017,400334548,666,8,1,1,5
94635500,19018,-499665473,666,8,1,1,5
94635600,19018,-399665493,666,8,1,1,4
94635700,19018,-299665514,666,8,1,1,4
94635800,19018,-199665535,666,8,1,1,4
94635900,19018,-99665557,666,8,1,1,4
94636000,19018,334421,666,8,1,1,10
94636100,19018,100334403,666,8,1,1,10
94636200,19018,200334379,666,8,1,1,10
94636300,19018,300334360,666,8,1,1,10
94636400,19018,400334339,666,8,1,1,10
94636500,19019,-499665684,666,8,1,1,10
94636600,19019,-399665705,666,8,1,1,10
94636700,19019,-299665725,666,8,1,1,10
94636800,19019,-199665746,666,8,1,1,10
94636900,19019,-99665764,666,8,1,1,11
94637000,19019,334214,666,8,1,1,10
94637100,19019,100334194,666,8,1,1,10
94637200,19019,200334172,666,8,1,1,10
94637300,19019,300334150,666,8,1,1,10
94637400,19019,400334129,666,8,1,1,10
94637500,19020,-499665892,666,8,1,1,10
94637600,19020,-399665913,666,8,1,1,10
94637700,19020,-299665935,666,8,1,1,10
94637800,19020,-199665956,666,8,1,1,10
94637900,19020,-99665977,666,8,1,1,10
94638000,19020,334002,666,8,1,1,10
94638100,19020,100333983,666,8,1,1,10
94638200,19020,200333962,666,8,1,1,10
94638300,19020,300333941,666,8,1,1,10
94638400,19020,400333919,666,8,1,1,9
94638500,19021,-499666103,666,8,1,1,9
94638600,19021,-399666124,666,8,1,1,9
94638700,19021,-299666145,666,8,1,1,9
94638800,19021,-199666165,666,8,1,1,9
94638900,19021,-99666186,666,8,1,1,9
94639000,19021,333792,666,8,1,1,9
94639100,19021,100333772,666,8,1,1,9
94639200,19021,200333750,666,8,1,1,10
94639300,19021,300333729,666,8,1,1,10
94639400,19021,400333710,666,8,1,1,10
94639500,19022,-499666313,666,8,1,1,10
94639600,19022,-399666332,666,8,1,1,10
94639700,19022,-299666354,666,8,1,1,10
94639800,19022,-199666375,666,8,1,1,10
94639900,19022,-99666396,666,8,1,1,10
94640000,19022,333583,666,8,1,1,10
94640100,19022,100333562,666,8,1,1,10
94640200,19022,200333542,666,8,1,1,10
94640300,19022,300333522,666,8,1,1,10
94640400,19022,400333502,666,8,1,1,10
94640500,19023,-499666520,666,8,1,1,10
94640600,19023,-399666542,666,8,1,1,9
94640700,19023,-299666563,666,8,1,1,9
94640800,19023,-199666584,666,8,1,1,9
94640900,19023,-99666605,666,8,1,1,9
94641000,19023,333373,666,8,1,1,9
94641100,19023,100333353,666,8,1,1,10
94641200,19023,200333332,666,8,1,1,10
94641300,19023,300333311,666,8,1,1,10
94641400,19023,400333291,666,8,1,1,10
94641500,19024,-499666730,666,8,1,1,10
94641600,19024,-399666754,666,8,1,1,10
94641700,19024,-299666772,666,8,1,1,10
94641800,19024,-199666791,666,8,1,1,10
94641900,19024,-99666812,666,8,1,1,10
94642000,19024,333169,666,8,1,1,10
94642100,19024,100333148,666,8,1,1,10
94642200,19024,200333129,666,8,1,1,10
94642300,19024,300333107,666,8,1,1,10
94642400,19024,400333086,666,8,1,1,10
94642500,19025,-499666935,666,8,1,1,10
94642600,19025,-399666956,666,8,1,1,10
94642700,19025,-299666977,666,8,1,1,10
94642800,19025,-199667000,666,8,1,1,10
94642900,19025,-99667021,666,8,1,1,10
94643000,19025,332957,666,8,1,1,10
94643100,19025,100332937,666,8,1,1,10
94643200,19025,200332916,666,8,1,1,10
94643300,19025,300332895,666,8,1,1,10
94643400,19025,400332874,666,8,1,1,10
94643500,19026,-499667148,666,8,1,1,10
94643600,19026,-399667170,666,8,1,1,10
94643700,19026,-299667190,666,8,1,1,10
94643800,19026,-199667211,666,8,1,1,10
94643900,19026,-99667232,666,8,1,1,10
94644000,19026,332747,666,8,1,1,10
94644100,19026,100332726,666,8,1,1,10
94644200,19026,200332705,666,8,1,1,10
94644300,19026,300332684,666,8,1,1,10
94644400,19026,400332663,666,8,1,1,10
94644500,19027,-499667358,666,8,1,1,10
94644600,19027,-399667379,666,8,1,1,10
94644700,19027,-299667400,666,8,1,1,10
94644800,19027,-199667421,666,8,1,1,10
94644900,19027,-99667442,666,8,1,1,10
94645000,19027,332537,666,8,1,1,10
94645100,19027,100332517,666,8,1,1,10
94645200,19027,200332494,666,8,1,1,10
94645300,19027,300332473,666,8,1,1,10
94645400,19027,400332454,666,8,1,1,10
94645500,19028,-499667569,666,8,1,1,10
94645600,19028,-399667590,666,8,1,1,10
94645700,19028,-299667611,666,8,1,1,10
94645800,19028,-199667632,666,8,1,1,10
94645900,19028,-99667653,666,8,1,1,10
94646000,19028,332326,666,8,1,1,10
94646100,19028,100332305,666,8,1,1,10
94646200,19028,200332284,666,8,1,1,9
94646300,19028,300332263,666,8,1,1,9
94646400,19028,400332242,666,8,1,1,9
94646500,19029,-499667779,666,8,1,1,10
94646600,19029,-399667799,666,8,1,1,10
94646700,19029,-299667821,666,8,1,1,10
94646800,19029,-199667841,666,8,1,1,10
94646900,19029,-99667862,666,8,1,1,10
94647000,19029,332116,666,8,1,1,10
94647100,19029,100332095,666,8,1,1,10
94647200,19029,200332074,666,8,1,1,10
94647300,19029,300332053,666,8,1,1,10
94647400,19029,400332032,666,8,1,1,10
94647500,19030,-499667989,666,8,1,1,10
94647600,19030,-399668010,666,8,1,1,10
94647700,19030,-299668030,666,8,1,1,10
94647800,19030,-199668052,666,8,1,1,10
94647900,19030,-99668072,666,8,1,1,10
94648000,19030,331907,666,8,1,1,10
94648100,19030,100331886,666,8,1,1,10
94648200,19030,200331864,666,8,1,1,10
94648300,19030,300331843,666,8,1,1,10
94648400,19030,400331822,666,8,1,1,10
94648500,19031,-499668198,666,8,1,1,10
94648600,19031,-399668219,666,8,1,1,10
94648700,19031,-299668240,666,8,1,1,10
94648800,19031,-199668261,666,8,1,1,10
94648900,19031,-99668282,666,8,1,1,10
94649000,19031,331697,666,8,1,1,10
94649100,19031,100331676,666,8,1,1,10
94649200,19031,200331655,666,8,1,1,10
94649300,19031,300331634,666,8,1,1,10
94649400,19031,400331613,666,8,1,1,10
94649500,19032,-499668408,666,8,1,1,10
94649600,19032,-399668429,666,8,1,1,10
94649700,19032,-299668450,666,8,1,1,10
94649800,19032,-199668471,666,8,1,1,10
94649900,19032,-99668493,666,8,1,1,10
94650000,19032,331486,666,8,1,1,10
94650100,19032,100331465,666,8,1,1,10
94650200,19032,200331444,666,8,1,1,10
94650300,19032,300331422,666,8,1,1,10
94650400,19032,400331401,666,8,1,1,10
94650500,19033,-499668619,666,8,1,1,10
94650600,19033,-399668640,666,8,1,1,10
94650700,19033,-299668660,666,8,1,1,10
94650800,19033,-199668681,666,8,1,1,10
94650900,19033,-99668702,666,8,1,1,10
94651000,19033,331275,666,8,1,1,10
94651100,19033,100331257,666,8,1,1,10
94651200,19033,200331233,666,8,1,1,10
94651300,19033,300331214,666,8,1,1,10
94651400,19033,400331193,666,8,1,1,10
94651500,19034,-499668828,666,8,1,1,10
94651600,19034,-399668848,666,8,1,1,10
94651700,19034,-299668867,666,8,1,1,10
94651800,19034,-199668887,666,8,1,1,10
94651900,19034,-99668908,666,8,1,1,10
94652000,19034,331068,666,8,1,1,10
94652200,19034,200331027,666,8,1,1,10
94652300,19034,300331004,666,8,1,1,10
94652400,19034,400330985,666,8,1,1,10
94652500,19035,-499669035,666,8,1,1,10
94652600,19035,-399669057,666,8,1,1,10
94652700,19035,-299669082,666,8,1,1,10
94652800,19035,-199669104,666,8,1,1,10
94652900,19035,-99669126,666,8,1,1,10
94653000,19035,330853,666,8,1,1,10
94653100,19035,100330836,666,8,1,1,10
94653200,19035,200330810,666,8,1,1,10
94653300,19035,300330789,666,8,1,1,10
94653400,19035,400330769,666,8,1,1,10
94653500,19036,-499669248,666,8,1,1,10
94653600,19036,-399669269,666,8,1,1,10
94653700,19036,-299669290,666,8,1,1,10
94653800,19036,-199669315,666,8,1,1,10
94653900,19036,-99669334,666,8,1,1,10
94654000,19036,330645,666,8,1,1,10
94654100,19036,100330626,666,8,1,1,10
94654200,19036,200330603,666,8,1,1,10
94654300,19036,300330581,666,8,1,1,10
94654400,19036,400330561,666,8,1,1,9
94654500,19037,-499669457,666,8,1,1,9
94654600,19037,-399669477,666,8,1,1,9
94654700,19037,-299669502,666,8,1,1,9
94654800,19037,-199669523,666,8,1,1,9
94654900,19037,-99669540,666,8,1,1,9
94655000,19037,330439,666,8,1,1,9
94655200,19037,200330395,666,8,1,1,9
94655300,19037,300330378,666,8,1,1,9
94655400,19037,400330354,666,8,1,1,9
94655500,19038,-499669672,666,8,1,1,9
94655600,19038,-399669696,666,8,1,1,9
94655700,19038,-299669715,666,8,1,1,9
94655800,19038,-199669740,666,8,1,1,9
94655900,19038,-99669757,666,8,1,1,9
94656000,19038,330221,666,8,1,1,9
94656200,19038,200330180,666,8,1,1,9
94656300,19038,300330159,666,8,1,1,9
94656400,19038,400330136,666,8,1,1,9
94656500,19039,-499669884,666,8,1,1,9
94656600,19039,-399669905,666,8,1,1,9
94656700,19039,-299669928,666,8,1,1,9
94656800,19039,-199669949,666,8,1,1,9
94656900,19039,-99669970,666,8,1,1,9
94657000,19039,330007,666,8,1,1,9
94657100,19039,100329986,666,8,1,1,9
94657200,19039,200329968,666,8,1,1,9
94657300,19039,300329945,666,8,1,1,9
94657400,19039,400329923,666,8,1,1,9
94657500,19040,-499670098,666,8,1,1,9
94657600,19040,-399670120,666,8,1,1,6
94657700,19040,-299670141,666,8,1,1,5
94657800,19040,-199670162,666,8,1,1,5
94657900,19040,-99670183,666,8,1,1,4
94658000,19040,329796,666,8,1,1,4
94658100,19040,100329778,666,8,1,1,9
94658200,19040,200329756,666,8,1,1,8
94658300,19040,300329735,666,8,1,1,9
94658400,19040,400329714,666,8,1,1,8
94658500,19041,-499670308,666,8,1,1,9
94658600,19041,-399670328,666,8,1,1,9
94658700,19041,-299670348,666,8,1,1,9
94658800,19041,-199670369,666,8,1,1,9
94658900,19041,-99670389,666,8,1,1,9
94659000,19041,329589,666,8,1,1,9
94659100,19041,100329569,666,8,1,1,9
94659200,19041,200329545,666,8,1,1,9
94659300,19041,300329523,666,8,1,1,9
94659400,19041,400329504,666,8,1,1,9
94659500,19042,-499670518,666,8,1,1,9
94659600,19042,-399670538,666,8,1,1,9
94659700,19042,-299670558,666,8,1,1,9
94659800,19042,-199670583,666,8,1,1,9
94659900,19042,-99670605,666,8,1,1,9
94660000,19042,329375,666,8,1,1,9
94660100,19042,100329356,666,8,1,1,9
94660200,19042,200329337,666,8,1,1,9
94660300,19042,300329316,666,8,1,1,9
94660400,19042,400329294,666,8,1,1,8
94660500,19043,-499670726,666,8,1,1,8
94660600,19043,-399670747,666,8,1,1,9
94660700,19043,-299670772,666,8,1,1,9
94660800,19043,-199670793,666,8,1,1,9
94660900,19043,-99670813,666,8,1,1,9
94661000,19043,329169,666,8,1,1,9
94661100,19043,100329147,666,8,1,1,9
94661200,19043,200329125,666,8,1,1,9
94661300,19043,300329104,666,8,1,1,9
94661400,19043,400329084,666,8,1,1,9
94661500,19044,-499670939,666,8,1,1,9
94661600,19044,-399670957,666,8,1,1,9
94661700,19044,-299670979,666,8,1,1,9
94661800,19044,-199671001,666,8,1,1,9
94661900,19044,-99671022,666,8,1,1,9
94662000,19044,328956,666,8,1,1,9
94662100,19044,100328936,666,8,1,1,9
94662200,19044,200328910,666,8,1,1,9
94662300,19044,300328888,666,8,1,1,7
94662400,19044,400328868,666,8,1,1,5
94662500,19045,-499671154,666,8,1,1,5
94662600,19045,-399671175,666,8,1,1,4
94662700,19045,-299671196,666,8,1,1,4
94662800,19045,-199671217,666,8,1,1,4
94662900,19045,-99671238,666,8,1,1,8
94663000,19045,328740,666,8,1,1,8
94663100,19045,100328719,666,8,1,1,8
94663200,19045,200328698,666,8,1,1,8
94663300,19045,300328679,666,8,1,1,8
94663400,19045,400328658,666,8,1,1,8
94663500,19046,-499671363,666,8,1,1,8
94663600,19046,-399671384,666,8,1,1,9
94663700,19046,-299671404,666,8,1,1,8
94663800,19046,-199671424,666,8,1,1,8
94663900,19046,-99671448,666,8,1,1,6
94664000,19046,328533,666,8,1,1,8
94664100,19046,100328510,666,8,1,1,8
94664200,19046,200328489,666,8,1,1,8
94664300,19046,300328464,666,8,1,1,8
94664400,19046,400328446,666,8,1,1,8
94664500,19047,-499671575,666,8,1,1,8
94664600,19047,-399671594,666,8,1,1,8
94664700,19047,-299671617,666,8,1,1,8
94664800,19047,-199671637,666,8,1,1,8
94664900,19047,-99671657,666,8,1,1,6
94665000,19047,328323,666,8,1,1,8
94665100,19047,100328301,666,8,1,1,8
94665200,19047,200328280,666,8,1,1,8
94665300,19047,300328256,666,8,1,1,8
94665400,19047,400328235,666,8,1,1,8
94665500,19048,-499671786,666,8,1,1,8
94665600,19048,-399671809,666,8,1,1,8
94665700,19048,-299671830,666,8,1,1,6
94665800,19048,-199671851,666,8,1,1,8
94665900,19048,-99671872,666,8,1,1,8
94666000,19048,328103,666,8,1,1,8
94666100,19048,100328082,666,8,1,1,8
94666200,19048,200328062,666,8,1,1,6
94666300,19048,300328041,666,8,1,1,8
94666400,19048,400328019,666,8,1,1,7
94666500,19049,-499672002,666,8,1,1,7
94666600,19049,-399672025,666,8,1,1,8
94666700,19049,-299672045,666,8,1,1,6
94666800,19049,-199672067,666,8,1,1,8
94666900,19049,-99672088,666,8,1,1,8
94667000,19049,327891,666,8,1,1,7
94667100,19049,100327869,666,8,1,1,8
94667200,19049,200327849,666,8,1,1,6
94667300,19049,300327828,666,8,1,1,5
94667400,19049,400327807,666,8,1,1,4
94667500,19050,-499672214,666,8,1,1,4
94667600,19050,-399672235,666,8,1,1,4
94667700,19050,-299672256,666,8,1,1,4
94667800,19050,-199672277,666,8,1,1,3
94667900,19050,-99672299,666,8,1,1,3
94668000,19050,327680,666,8,1,1,3
94668100,19050,100327658,666,8,1,1,3
94668200,19050,200327637,666,8,1,1,3
94668300,19050,300327616,666,8,1,1,3
94668400,19050,400327594,666,8,1,1,3
94668500,19051,-499672427,666,8,1,1,3
94668600,19051,-399672449,666,8,1,1,3
94668700,19051,-299672470,666,8,1,1,3
94668800,19051,-199672491,666,8,1,1,3
94668900,19051,-99672512,666,8,1,1,3
94669000,19051,327467,666,8,1,1,3
94669100,19051,100327445,666,8,1,1,3
94669200,19051,200327424,666,8,1,1,3
94669300,19051,300327403,666,8,1,1,3
94669400,19051,400327382,666,8,1,1,3
94669500,19052,-499672639,666,8,1,1,3
94669600,19052,-399672661,666,8,1,1,3
94669700,19052,-299672682,666,8,1,1,3
94669800,19052,-199672703,666,8,1,1,3
94669900,19052,-99672724,666,8,1,1,3
94670000,19052,327254,666,8,1,1,3
94670100,19052,100327233,666,8,1,1,3
94670200,19052,200327212,666,8,1,1,3
94670300,19052,300327191,666,8,1,1,3
94670400,19052,400327169,666,8,1,1,3
94670500,19053,-499672852,666,8,1,1,3
94670600,19053,-399672873,666,8,1,1,3
94670700,19053,-299672894,666,8,1,1,3
94670800,19053,-199672915,666,8,1,1,3
94670900,19053,-99672936,666,8,1,1,3
94671000,19053,327042,666,8,1,1,3
94671100,19053,100327021,666,8,1,1,3
94671200,19053,200327000,666,8,1,1,3
94671300,19053,300326979,666,8,1,1,2
94671400,19053,400326958,666,8,1,1,2
94671500,19054,-499673063,666,8,1,1,2
94671600,19054,-399673084,666,8,1,1,2
94671700,19054,-299673105,666,8,1,1,2
94671800,19054,-199673126,666,8,1,1,2
94671900,19054,-99673147,666,8,1,1,2
94672000,19054,326832,666,8,1,1,2
94672100,19054,100326811,666,8,1,1,2
94672200,19054,200326790,666,8,1,1,2
94672300,19054,300326769,666,8,1,1,3
94672400,19054,400326747,666,8,1,1,3
94672500,19055,-499673274,666,8,1,1,3
94672600,19055,-399673295,666,8,1,1,3
94672700,19055,-299673316,666,8,1,1,3
94672800,19055,-199673338,666,8,1,1,3
94672900,19055,-99673359,666,8,1,1,3
94673000,19055,326620,666,8,1,1,2
94673100,19055,100326599,666,8,1,1,2
94673200,19055,200326578,666,8,1,1,2
94673300,19055,300326557,666,8,1,1,2
94673400,19055,400326535,666,8,1,1,2
94673500,19056,-499673486,666,8,1,1,2
94673600,19056,-399673507,666,8,1,1,2
94673700,19056,-299673528,666,8,1,1,2
94673800,19056,-199673549,666,8,1,1,2
94673900,19056,-99673570,666,8,1,1,2
94674000,19056,326408,666,8,1,1,2
94674100,19056,100326387,666,8,1,1,2
94674200,19056,200326366,666,8,1,1,2
94674300,19056,300326345,666,8,1,1,2
94674400,19056,400326324,666,8,1,1,2
94674500,19057,-499673698,666,8,1,1,3
94674600,19057,-399673719,666,8,1,1,3
94674700,19057,-299673740,666,8,1,1,3
94674800,19057,-199673761,666,8,1,1,3
94674900,19057,-99673783,666,8,1,1,3
94675100,19057,100326175,666,8,1,1,3
94675200,19057,200326154,666,8,1,1,3
94675300,19057,300326133,666,8,1,1,3
94675400,19057,400326111,666,8,1,1,3
94675500,19058,-499673910,666,8,1,1,3
94675900,19058,-99673994,666,8,1,1,2
94676200,19058,200325942,666,8,1,1,2
94676300,19058,300325921,666,8,1,1,2
94676400,19058,400325900,666,8,1,1,2
94676500,19059,-499674121,666,8,1,1,2
94676600,19059,-399674143,666,8,1,1,2
94676700,19059,-299674164,666,8,1,1,2
94676800,19059,-199674185,666,8,1,1,2
94676900,19059,-99674206,666,8,1,1,2
94677000,19059,325773,666,8,1,1,2
94677200,19059,200325731,666,8,1,1,2
94677300,19059,300325710,666,8,1,1,2
94677400,19059,400325689,666,8,1,1,2
94677500,19060,-499674332,666,8,1,1,2
94677600,19060,-399674353,666,8,1,1,2
94677700,19060,-299674374,666,8,1,1,2
94677800,19060,-199674395,666,8,1,1,2
94677900,19060,-99674417,666,8,1,1,2
94678000,19060,325562,666,8,1,1,2
94678100,19060,100325541,666,8,1,1,2
94678200,19060,200325520,666,8,1,1,2
94678300,19060,300325499,666,8,1,1,2
94678400,19060,400325478,666,8,1,1,2
94678500,19061,-499674543,666,8,1,1,2
94678600,19061,-399674565,666,8,1,1,2
94678800,19061,-199674607,666,8,1,1,2
94678900,19061,-99674628,666,8,1,1,2
94679000,19061,325351,666,8,1,1,2
94679100,19061,100325330,666,8,1,1,2
94679200,19061,200325309,666,8,1,1,2
94679400,19061,400325266,666,8,1,1,2
94679500,19062,-499674755,666,8,1,1,2
94679600,19062,-399674776,666,8,1,1,2
94679700,19062,-299674797,666,8,1,1,2
94679900,19062,-99674840,666,8,1,1,2
94680000,19062,325139,666,8,1,1,2
94680100,19062,100325118,666,8,1,1,2
94680200,19062,200325097,666,8,1,1,2
94680300,19062,300325075,666,8,1,1,2
94680400,19062,400325054,666,8,1,1,2
94680500,19063,-499674967,666,8,1,1,2
94680600,19063,-399674988,666,8,1,1,2
94680700,19063,-299675010,666,8,1,1,2
94680900,19063,-99675052,666,8,1,1,2
94681000,19063,324927,666,8,1,1,2
94681100,19063,100324906,666,8,1,1,2
94681200,19063,200324885,666,8,1,1,2
94681300,19063,300324863,666,8,1,1,2
94681400,19063,400324842,666,8,1,1,2
94681500,19064,-499675179,666,8,1,1,2
94681600,19064,-399675200,666,8,1,1,2
94681700,19064,-299675221,666,8,1,1,2
94681800,19064,-199675242,666,8,1,1,2
94681900,19064,-99675264,666,8,1,1,2
94682000,19064,324715,666,8,1,1,2
94682100,19064,100324694,666,8,1,1,2
94682200,19064,200324673,666,8,1,1,2
94682300,19064,300324651,666,8,1,1,2
94682400,19064,400324630,666,8,1,1,2
94682500,19065,-499675391,666,8,1,1,2
94682600,19065,-399675412,666,8,1,1,2
94682800,19065,-199675454,666,8,1,1,2
94682900,19065,-99675476,666,8,1,1,2
94683000,19065,324502,666,8,1,1,2
94683100,19065,100324481,666,8,1,1,2
94683200,19065,200324460,666,8,1,1,2
94683300,19065,300324439,666,8,1,1,2
94683400,19065,400324418,666,8,1,1,2
94683500,19066,-499675603,666,8,1,1,2
94683600,19066,-399675625,666,8,1,1,2
94683700,19066,-299675646,666,8,1,1,2
94683800,19066,-199675667,666,8,1,1,2
94683900,19066,-99675689,666,8,1,1,2
94684000,19066,324290,666,8,1,1,2
94684100,19066,100324269,666,8,1,1,2
94684200,19066,200324248,666,8,1,1,2
94684300,19066,300324227,666,8,1,1,2
94684400,19066,400324205,666,8,1,1,2
94684500,19067,-499675816,666,8,1,1,2
94684600,19067,-399675837,666,8,1,1,2
94684800,19067,-199675880,666,8,1,1,2
94684900,19067,-99675901,666,8,1,1,2
94685000,19067,324077,666,8,1,1,2
94685100,19067,100324056,666,8,1,1,2
94685200,19067,200324034,666,8,1,1,2
94685300,19067,300324014,666,8,1,1,2
94685400,19067,400323993,666,8,1,1,2
94685500,19068,-499676029,666,8,1,1,2
94685600,19068,-399676050,666,8,1,1,2
94685800,19068,-199676092,666,8,1,1,2
94685900,19068,-99676114,666,8,1,1,2
94686000,19068,323865,666,8,1,1,2
94686100,19068,100323843,666,8,1,1,2
94686200,19068,200323822,666,8,1,1,2
94686300,19068,300323801,666,8,1,1,2
94686400,19068,400323780,666,8,1,1,2
94686500,19069,-499676241,666,8,1,1,2
94686600,19069,-399676262,666,8,1,1,2
94686700,19069,-299676283,666,8,1,1,2
94686800,19069,-199676304,666,8,1,1,2
94686900,19069,-99676325,666,8,1,1,2
94687000,19069,323654,666,8,1,1,2
94687100,19069,100323632,666,8,1,1,2
94687200,19069,200323611,666,8,1,1,2
94687400,19069,400323569,666,8,1,1,2
94687500,19070,-499676452,666,8,1,1,2
94687600,19070,-399676473,666,8,1,1,2
94687700,19070,-299676494,666,8,1,1,2
94687900,19070,-99676536,666,8,1,1,2
94688000,19070,323443,666,8,1,1,2
94688100,19070,100323421,666,8,1,1,2
94688200,19070,200323400,666,8,1,1,2
94688300,19070,300323379,666,8,1,1,2
94688500,19071,-499676663,666,8,1,1,2
94688600,19071,-399676684,666,8,1,1,2
94688700,19071,-299676705,666,8,1,1,2
94688800,19071,-199676727,666,8,1,1,2
94688900,19071,-99676748,666,8,1,1,2
94689000,19071,323231,666,8,1,1,2
94689100,19071,100323210,666,8,1,1,2
94689200,19071,200323189,666,8,1,1,2
94689300,19071,300323167,666,8,1,1,2
94689400,19071,400323146,666,8,1,1,2
94689500,19072,-499676875,666,8,1,1,2
94689600,19072,-399676897,666,8,1,1,2
94689700,19072,-299676918,666,8,1,1,2
94689900,19072,-99676962,666,8,1,1,2
94690000,19072,323017,666,8,1,1,2
94690100,19072,100322996,666,8,1,1,2
94690200,19072,200322975,666,8,1,1,2
94690300,19072,300322954,666,8,1,1,2
94690400,19072,400322933,666,8,1,1,2
94690500,19073,-499677089,666,8,1,1,2
94690600,19073,-399677110,666,8,1,1,2
94690700,19073,-299677131,666,8,1,1,2
94690800,19073,-199677152,666,8,1,1,2
94690900,19073,-99677173,666,8,1,1,2
94691000,19073,322806,666,8,1,1,2
94691100,19073,100322785,666,8,1,1,2
94691200,19073,200322764,666,8,1,1,2
94691300,19073,300322742,666,8,1,1,2
94691500,19074,-499677300,666,8,1,1,2
94691600,19074,-399677321,666,8,1,1,2
94691700,19074,-299677342,666,8,1,1,2
94691800,19074,-199677363,666,8,1,1,2
94691900,19074,-99677384,666,8,1,1,2
94692000,19074,322595,666,8,1,1,2
94692100,19074,100322574,666,8,1,1,2
94692200,19074,200322553,666,8,1,1,2
94692300,19074,300322532,666,8,1,1,2
94692500,19075,-499677510,666,8,1,1,2
94692600,19075,-399677532,666,8,1,1,2
94692700,19075,-299677554,666,8,1,1,2
94692800,19075,-199677575,666,8,1,1,2
94692900,19075,-99677595,666,8,1,1,2
94693000,19075,322384,666,8,1,1,2
94693100,19075,100322362,666,8,1,1,2
94693200,19075,200322341,666,8,1,1,2
94693300,19075,300322320,666,8,1,1,2
94693400,19075,400322299,666,8,1,1,2
94693600,19076,-399677743,666,8,1,1,2
94693700,19076,-299677764,666,8,1,1,2
94693800,19076,-199677786,666,8,1,1,2
94693900,19076,-99677807,666,8,1,1,2
94694000,19076,322172,666,8,1,1,2
94694100,19076,100322151,666,8,1,1,2
94694200,19076,200322130,666,8,1,1,2
94694300,19076,300322109,666,8,1,1,2
94694400,19076,400322088,666,8,1,1,2
94694600,19077,-399677954,666,8,1,1,2
94694700,19077,-299677976,666,8,1,1,2
94694800,19077,-199677997,666,8,1,1,2
94694900,19077,-99678018,666,8,1,1,2
94695000,19077,321961,666,8,1,1,2
94695100,19077,100321940,666,8,1,1,2
94695200,19077,200321919,666,8,1,1,2
94695300,19077,300321898,666,8,1,1,2
94695400,19077,400321877,666,8,1,1,2
94695500,19078,-499678144,666,8,1,1,2
94695600,19078,-399678166,666,8,1,1,2
94695700,19078,-299678187,666,8,1,1,2
94695800,19078,-199678208,666,8,1,1,2
94695900,19078,-99678229,666,8,1,1,2
94696000,19078,321751,666,8,1,1,2
94696100,19078,100321730,666,8,1,1,2
94696200,19078,200321709,666,8,1,1,2
94696300,19078,300321688,666,8,1,1,2
94696400,19078,400321667,666,8,1,1,2
94696500,19079,-499678354,666,8,1,1,2
94696600,19079,-399678375,666,8,1,1,2
94696700,19079,-299678396,666,8,1,1,2
94696800,19079,-199678417,666,8,1,1,2
94696900,19079,-99678439,666,8,1,1,2
94697000,19079,321540,666,8,1,1,2
94697200,19079,200321498,666,8,1,1,2
94697300,19079,300321478,666,8,1,1,2
94697400,19079,400321457,666,8,1,1,2
94697500,19080,-499678565,666,8,1,1,2
94697600,19080,-399678586,666,8,1,1,2
94697700,19080,-299678606,666,8,1,1,2
94697800,19080,-199678627,666,8,1,1,2
94697900,19080,-99678648,666,8,1,1,2
94698000,19080,321330,666,8,1,1,2
94698100,19080,100321309,666,8,1,1,2
94698300,19080,300321267,666,8,1,1,2
94698400,19080,400321247,666,8,1,1,2
94698500,19081,-499678774,666,8,1,1,2
94698600,19081,-399678795,666,8,1,1,2
94698800,19081,-199678837,666,8,1,1,2
94698900,19081,-99678858,666,8,1,1,2
94699000,19081,321121,666,8,1,1,2
94699100,19081,100321101,666,8,1,1,2
94699300,19081,300321059,666,8,1,1,2
94699400,19081,400321038,666,8,1,1,2
94699500,19082,-499678983,666,8,1,1,2
94699600,19082,-399679003,666,8,1,1,2
