iTOW,lon,lat,height,hMSL,hAcc,vAcc
94540300,114.1801728,22.3056416,16797,18410,1609,1137
94540400,114.1801728,22.3056416,16797,18410,1609,1137
94540500,114.1801728,22.3056416,16797,18410,1609,1137
94540600,114.1801728,22.3056416,16797,18410,1609,1137
94540700,114.1801728,22.3056416,16797,18410,1609,1137
94540800,114.1801728,22.3056416,16797,18410,1609,1137
94540900,114.1801728,22.3056416,16797,18410,1609,1137
94541000,114.1801728,22.3056416,16797,18410,1609,1137
94541100,114.1801728,22.3056416,16797,18410,1609,1137
94541200,114.1801728,22.3056416,16797,18410,1609,1137
94541300,114.1801728,22.3056416,16797,18410,1609,1137
94541400,114.1801728,22.3056416,16797,18410,1609,1137
94541600,114.1801728,22.3056416,16797,18410,1609,1137
94541700,114.1801728,22.3056416,16797,18410,1609,1137
94541800,114.1801728,22.3056416,16797,18410,1609,1137
94541900,114.1801728,22.3056416,16797,18410,1609,1137
94542000,114.1801728,22.3056416,16797,18410,1609,1137
94542100,114.1801728,22.3056416,16797,18410,1609,1137
94542200,114.1801728,22.3056416,16797,18410,1609,1137
94542300,114.1801728,22.3056416,16797,18410,1609,1137
94542400,114.1801728,22.3056416,16797,18410,1609,1137
94542500,114.1801728,22.3056416,16797,18410,1609,1137
94542600,114.1801728,22.3056416,16797,18410,1609,1137
94542700,114.1801728,22.3056416,16797,18410,1609,1137
94542800,114.1801728,22.3056416,16797,18410,1609,1137
94542900,114.1801728,22.3056416,16797,18410,1609,1137
94543000,114.1801728,22.3056416,16797,18410,1609,1137
94543200,114.1801728,22.3056416,16797,18410,1609,1137
94543300,114.1801728,22.3056416,16797,18410,1609,1137
94543400,114.1801728,22.3056416,16797,18410,1609,1137
94543500,114.1801728,22.3056416,16797,18410,1609,1137
94543600,114.1801728,22.3056416,16797,18410,1609,1137
94543700,114.1801728,22.3056416,16797,18410,1609,1137
94543800,114.1801728,22.3056416,16797,18410,1609,1137
94543900,114.1801728,22.3056416,16797,18410,1609,1137
94544000,114.1801728,22.3056416,16797,18410,1609,1137
94544200,114.1801728,22.3056416,16797,18410,1609,1137
94544300,114.1801728,22.3056416,16797,18410,1609,1137
94544400,114.1801728,22.3056416,16797,18410,1609,1137
94544500,114.1801728,22.3056416,16797,18410,1609,1137
94544600,114.1801728,22.3056416,16797,18410,1609,1137
94544700,114.1801728,22.3056416,16797,18410,1609,1137
94544800,114.1801728,22.3056416,16797,18410,1609,1137
94544900,114.1801728,22.3056416,16797,18410,1609,1137
94545000,114.1801728,22.3056416,16797,18410,1609,1137
94545100,114.1801728,22.3056416,16797,18410,1609,1137
94545200,114.1801728,22.3056416,16797,18410,1609,1137
94545400,114.1801728,22.3056416,16797,18410,1609,1137
94545500,114.1801728,22.3056416,16797,18410,1609,1137
94545600,114.1801728,22.3056416,16797,18410,1609,1137
94545700,114.1801728,22.3056416,16797,18410,1609,1137
94545800,114.1801728,22.3056416,16797,18410,1609,1137
94545900,114.1801728,22.3056416,16797,18410,1609,1137
94546000,114.1801728,22.3056416,16797,18410,1609,1137
94546200,114.1801728,22.3056416,16797,18410,1609,1137
94546300,114.1801728,22.3056416,16797,18410,1609,1137
94546400,114.1801728,22.3056416,16797,18410,1609,1137
94546500,114.1801728,22.3056416,16797,18410,1609,1137
94546600,114.1801728,22.3056416,16797,18410,1609,1137
94546700,114.1801728,22.3056416,16797,18410,1609,1137
94546800,114.1801728,22.3056416,16797,18410,1609,1137
94546900,114.1801728,22.3056416,16797,18410,1609,1137
94547000,114.1801728,22.3056416,16797,18410,1609,1137
94547200,114.1801728,22.3056416,16797,18410,1609,1137
94547300,114.1801728,22.3056416,16797,18410,1609,1137
94547400,114.1801728,22.3056416,16797,18410,1609,1137
94547500,114.1801728,22.3056416,16797,18410,1609,1137
94547600,114.1801728,22.3056416,16797,18410,1609,1137
94547700,114.1801728,22.3056416,16797,18410,1609,1137
94547800,114.1801728,22.3056416,16797,18410,1609,1137
94547900,114.1801728,22.3056416,16797,18410,1609,1137
94548000,114.1801728,22.3056416,16797,18410,1609,1137
94548200,114.1801728,22.3056416,16797,18410,1609,1137
94548300,114.1801728,22.3056416,16797,18410,1609,1137
94548400,114.1801728,22.3056416,16797,18410,1609,1137
94548500,114.1801728,22.3056416,16797,18410,1609,1137
94548600,114.1801728,22.3056416,16797,18410,1609,1137
94548700,114.1801728,22.3056416,16797,18410,1609,1137
94548800,114.1801728,22.3056416,16797,18410,1609,1137
94548900,114.1801728,22.3056416,16797,18410,1609,1137
94549000,114.1801728,22.3056416,16797,18410,1609,1137
94549200,114.1801728,22.3056416,16797,18410,1609,1137
94549300,114.1801728,22.3056416,16797,18410,1609,1137
94549400,114.1801728,22.3056416,16797,18410,1609,1137
94549500,114.1801728,22.3056416,16797,18410,1609,1137
94549600,114.1801728,22.3056416,16797,18410,1609,1137
94549700,114.1801728,22.3056416,16797,18410,1609,1137
94549800,114.1801728,22.3056416,16797,18410,1609,1137
94549900,114.1801728,22.3056416,16797,18410,1609,1137
94550000,114.1801728,22.3056416,16797,18410,1609,1137
94550200,114.1801728,22.3056416,16797,18410,1609,1137
94550300,114.1801728,22.3056416,16797,18410,1609,1137
94550400,114.1801728,22.3056416,16797,18410,1609,1137
94550500,114.1801728,22.3056416,16797,18410,1609,1137
94550600,114.1801728,22.3056416,16797,18410,1609,1137
94550700,114.1801728,22.3056416,16797,18410,1609,1137
94550800,114.1801728,22.3056416,16797,18410,1609,1137
94550900,114.1801728,22.3056416,16797,18410,1609,1137
94551000,114.1801728,22.3056416,16797,18410,1609,1137
94551100,114.1801728,22.3056416,16797,18410,1609,1137
94551200,114.1801728,22.3056416,16797,18410,1609,1137
94551300,114.1801728,22.3056416,16797,18410,1609,1137
94551400,114.1801728,22.3056416,16797,18410,1609,1137
94551500,114.1801728,22.3056416,16797,18410,1609,1137
94551600,114.1801728,22.3056416,16797,18410,1609,1137
94551700,114.1801728,22.3056416,16797,18410,1609,1137
94551800,114.1801728,22.3056416,16797,18410,1609,1137
94551900,114.1801728,22.3056416,16797,18410,1609,1137
94552000,114.1801728,22.3056416,16797,18410,1609,1137
94552200,114.1801728,22.3056416,16797,18410,1609,1137
94552300,114.1801728,22.3056416,16797,18410,1609,1137
94552400,114.1801728,22.3056416,16797,18410,1609,1137
94552500,114.1801728,22.3056416,16797,18410,1609,1137
94552600,114.1801728,22.3056416,16797,18410,1609,1137
94552700,114.1801728,22.3056416,16797,18410,1609,1137
94552800,114.1801728,22.3056416,16797,18410,1609,1137
94552900,114.1801728,22.3056416,16797,18410,1609,1137
94553000,114.1801728,22.3056416,16797,18410,1609,1137
94553100,114.1801728,22.3056416,16797,18410,1609,1137
94553200,114.1801728,22.3056416,16797,18410,1609,1137
94553300,114.1801728,22.3056416,16797,18410,1609,1137
94553400,114.1801728,22.3056416,16797,18410,1609,1137
94553500,114.1801728,22.3056416,16797,18410,1609,1137
94553600,114.1801728,22.3056416,16797,18410,1609,1137
94553700,114.1801728,22.3056416,16797,18410,1609,1137
94553800,114.1801728,22.3056416,16797,18410,1609,1137
94553900,114.1801728,22.3056416,16797,18410,1609,1137
94554000,114.1801728,22.3056416,16797,18410,1609,1137
94554200,114.1801728,22.3056416,16797,18410,1609,1137
94554300,114.1801728,22.3056416,16797,18410,1609,1137
94554400,114.1801728,22.3056416,16797,18410,1609,1137
94554500,114.1801728,22.3056416,16797,18410,1609,1137
94554600,114.1801728,22.3056416,16797,18410,1609,1137
94554700,114.1801728,22.3056416,16797,18410,1609,1137
94554800,114.1801728,22.3056416,16797,18410,1609,1137
94554900,114.1801728,22.3056416,16797,18410,1609,1137
94555000,114.1801728,22.3056416,16797,18410,1609,1137
94555100,114.1801728,22.3056416,16797,18410,1609,1137
94555200,114.1801728,22.3056416,16797,18410,1609,1137
94555300,114.1801728,22.3056416,16797,18410,1609,1137
94555400,114.1801728,22.3056416,16797,18410,1609,1137
94555500,114.1801728,22.3056416,16797,18410,1609,1137
94555600,114.1801728,22.3056416,16797,18410,1609,1137
94555700,114.1801728,22.3056416,16797,18410,1609,1137
94555800,114.1801728,22.3056416,16797,18410,1609,1137
94555900,114.1801728,22.3056416,16797,18410,1609,1137
94556000,114.1801728,22.3056416,16797,18410,1609,1137
94556200,114.1801728,22.3056416,16797,18410,1609,1137
94556300,114.1801728,22.3056416,16797,18410,1609,1137
94556400,114.1801728,22.3056416,16797,18410,1609,1137
94556500,114.1801728,22.3056416,16797,18410,1609,1137
94556600,114.1801728,22.3056416,16797,18410,1609,1137
94556700,114.1801728,22.3056416,16797,18410,1609,1137
94556800,114.1801728,22.3056416,16797,18410,1609,1137
94556900,114.1801728,22.3056416,16797,18410,1609,1137
94557000,114.1801728,22.3056416,16797,18410,1609,1137
94557200,114.1801728,22.3056416,16797,18410,1609,1137
94557300,114.1801728,22.3056416,16797,18410,1609,1137
94557400,114.1801728,22.3056416,16797,18410,1609,1137
94557500,114.1801728,22.3056416,16797,18410,1609,1137
94557600,114.1801728,22.3056416,16797,18410,1609,1137
94557700,114.1801728,22.3056416,16797,18410,1609,1137
94557800,114.1801728,22.3056416,16797,18410,1609,1137
94557900,114.1801728,22.3056416,16797,18410,1609,1137
94558000,114.1801728,22.3056416,16797,18410,1609,1137
94558100,114.1801728,22.3056416,16797,18410,1609,1137
94558200,114.1801728,22.3056416,16797,18410,1609,1137
94558300,114.1801728,22.3056416,16797,18410,1609,1137
94558400,114.1801728,22.3056416,16797,18410,1609,1137
94558500,114.1801728,22.3056416,16797,18410,1609,1137
94558600,114.1801728,22.3056416,16797,18410,1609,1137
94558700,114.1801728,22.3056416,16797,18410,1609,1137
94558800,114.1801728,22.3056416,16797,18410,1609,1137
94558900,114.1801728,22.3056416,16797,18410,1609,1137
94559000,114.1801728,22.3056416,16797,18410,1609,1137
94559100,114.1801728,22.3056416,16797,18410,1609,1137
94559200,114.1801728,22.3056416,16797,18410,1609,1137
94559300,114.1801728,22.3056416,16797,18410,1609,1137
94559400,114.1801728,22.3056416,16797,18410,1609,1137
94559500,114.1801728,22.3056416,16797,18410,1609,1137
94559600,114.1801728,22.3056416,16797,18410,1609,1137
94559700,114.1801728,22.3056416,16797,18410,1609,1137
94559800,114.1801728,22.3056416,16797,18410,1609,1137
94559900,114.1801728,22.3056416,16797,18410,1609,1137
94560000,114.1801728,22.3056416,16797,18410,1609,1137
94560200,114.1801728,22.3056416,16797,18410,1609,1137
94560300,114.1801728,22.3056416,16797,18410,1609,1137
94560400,114.1801728,22.3056416,16797,18410,1609,1137
94560500,114.1801728,22.3056416,16797,18410,1609,1137
94560600,114.1801728,22.3056416,16797,18410,1609,1137
94560700,114.1801728,22.3056416,16797,18410,1609,1137
94560800,114.1801728,22.3056416,16797,18410,1609,1137
94560900,114.1801728,22.3056416,16797,18410,1609,1137
94561000,114.1801728,22.3056416,16797,18410,1609,1137
94561100,114.1801728,22.3056416,16797,18410,1609,1137
94561200,114.1801728,22.3056416,16797,18410,1609,1137
94561300,114.1801728,22.3056416,16797,18410,1609,1137
94561400,114.1801728,22.3056416,16797,18410,1609,1137
94561500,114.1801728,22.3056416,16797,18410,1609,1137
94561600,114.1801728,22.3056416,16797,18410,1609,1137
94561700,114.1801728,22.3056416,16797,18410,1609,1137
94561800,114.1801728,22.3056416,16797,18410,1609,1137
94561900,114.1801728,22.3056416,16797,18410,1609,1137
94562000,114.1801728,22.3056416,16797,18410,1609,1137
94562100,114.1801728,22.3056416,16797,18410,1609,1137
94562200,114.1801728,22.3056416,16797,18410,1609,1137
94562300,114.1801728,22.3056416,16797,18410,1609,1137
94562400,114.1801728,22.3056416,16797,18410,1609,1137
94562500,114.1801728,22.3056416,16797,18410,1609,1137
94562600,114.1801728,22.3056416,16797,18410,1609,1137
94562700,114.1801728,22.3056416,16797,18410,1609,1137
94562800,114.1801728,22.3056416,16797,18410,1609,1137
94562900,114.1801728,22.3056416,16797,18410,1609,1137
94563000,114.1801728,22.3056416,16797,18410,1609,1137
94563100,114.1801728,22.3056416,16797,18410,1609,1137
94563200,114.1801728,22.3056416,16797,18410,1609,1137
94563300,114.1801728,22.3056416,16797,18410,1609,1137
94563400,114.1801728,22.3056416,16797,18410,1609,1137
94563500,114.1801728,22.3056416,16797,18410,1609,1137
94563600,114.1801728,22.3056416,16797,18410,1609,1137
94563700,114.1801728,22.3056416,16797,18410,1609,1137
94563800,114.1801728,22.3056416,16797,18410,1609,1137
94563900,114.1801728,22.3056416,16797,18410,1609,1137
94564000,114.1801728,22.3056416,16797,18410,1609,1137
94564100,114.1801728,22.3056416,16797,18410,1609,1137
94564200,114.1801728,22.3056416,16797,18410,1609,1137
94564300,114.1801728,22.3056416,16797,18410,1609,1137
94564400,114.1801728,22.3056416,16797,18410,1609,1137
94564500,114.1801728,22.3056416,16797,18410,1609,1137
94564600,114.1801728,22.3056416,16797,18410,1609,1137
94564700,114.1801728,22.3056416,16797,18410,1609,1137
94564800,114.1801728,22.3056416,16797,18410,1609,1137
94564900,114.1801728,22.3056416,16797,18410,1609,1137
94565000,114.1801728,22.3056416,16797,18410,1609,1137
94565100,114.1801728,22.3056416,16797,18410,1609,1137
94565200,114.1801728,22.3056416,16797,18410,1609,1137
94565300,114.1801728,22.3056416,16797,18410,1609,1137
94565400,114.1801728,22.3056416,16797,18410,1609,1137
94565500,114.1801728,22.3056416,16797,18410,1609,1137
94565600,114.1801728,22.3056416,16797,18410,1609,1137
94565700,114.1801728,22.3056416,16797,18410,1609,1137
94565800,114.1801728,22.3056416,16797,18410,1609,1137
94565900,114.1801728,22.3056416,16797,18410,1609,1137
94566000,114.1801728,22.3056416,16797,18410,1609,1137
94566100,114.1801728,22.3056416,16797,18410,1609,1137
94566200,114.1801728,22.3056416,16797,18410,1609,1137
94566300,114.1801728,22.3056416,16797,18410,1609,1137
94566400,114.1801728,22.3056416,16797,18410,1609,1137
94566500,114.1801728,22.3056416,16797,18410,1609,1137
94566600,114.1801728,22.3056416,16797,18410,1609,1137
94566700,114.1801728,22.3056416,16797,18410,1609,1137
94566800,114.1801728,22.3056416,16797,18410,1609,1137
94566900,114.1801728,22.3056416,16797,18410,1609,1137
94567000,114.1801728,22.3056416,16797,18410,1609,1137
94567100,114.1801728,22.3056416,16797,18410,1609,1137
94567200,114.1801728,22.3056416,16797,18410,1609,1137
94567300,114.1801728,22.3056416,16797,18410,1609,1137
94567400,114.1801728,22.3056416,16797,18410,1609,1137
94567500,114.1801728,22.3056416,16797,18410,1609,1137
94567600,114.1801728,22.3056416,16797,18410,1609,1137
94567700,114.1801728,22.3056416,16797,18410,1609,1137
94567800,114.1801728,22.3056416,16797,18410,1609,1137
94567900,114.1801728,22.3056416,16797,18410,1609,1137
94568000,114.1801728,22.3056416,16797,18410,1609,1137
94568100,114.1801728,22.3056416,16797,18410,1609,1137
94568200,114.1801728,22.3056416,16797,18410,1609,1137
94568300,114.1801728,22.3056416,16797,18410,1609,1137
94568400,114.1801728,22.3056416,16797,18410,1609,1137
94568500,114.1801728,22.3056416,16797,18410,1609,1137
94568600,114.1801728,22.3056416,16797,18410,1609,1137
94568700,114.1801728,22.3056416,16797,18410,1609,1137
94568800,114.1801728,22.3056416,16797,18410,1609,1137
94568900,114.1801728,22.3056416,16797,18410,1609,1137
94569000,114.1801728,22.3056416,16797,18410,1609,1137
94569100,114.1801728,22.3056416,16797,18410,1609,1137
94569200,114.1801728,22.3056416,16797,18410,1609,1137
94569300,114.1801728,22.3056416,16797,18410,1609,1137
94569400,114.1801728,22.3056416,16797,18410,1609,1137
94569500,114.1801728,22.3056416,16797,18410,1609,1137
94569600,114.1801728,22.3056416,16797,18410,1609,1137
94569700,114.1801728,22.3056416,16797,18410,1609,1137
94569800,114.1801728,22.3056416,16797,18410,1609,1137
94569900,114.1801728,22.3056416,16797,18410,1609,1137
94570000,114.1801728,22.3056416,16797,18410,1609,1137
94570100,114.1801728,22.3056416,16797,18410,1609,1137
94570200,114.1801728,22.3056416,16797,18410,1609,1137
94570300,114.1801728,22.3056416,16797,18410,1609,1137
94570400,114.1801728,22.3056416,16797,18410,1609,1137
94570500,114.1801728,22.3056416,16797,18410,1609,1137
94570600,114.1801728,22.3056416,16797,18410,1609,1137
94570700,114.1801728,22.3056416,16797,18410,1609,1137
94570800,114.1801728,22.3056416,16797,18410,1609,1137
94570900,114.1801728,22.3056416,16797,18410,1609,1137
94571000,114.1801728,22.3056416,16797,18410,1609,1137
94571100,114.1801728,22.3056416,16797,18410,1609,1137
94571200,114.1801728,22.3056416,16797,18410,1609,1137
94571300,114.1801728,22.3056416,16797,18410,1609,1137
94571400,114.1801728,22.3056416,16797,18410,1609,1137
94571500,114.1801728,22.3056416,16797,18410,1609,1137
94571600,114.1801728,22.3056416,16797,18410,1609,1137
94571700,114.1801728,22.3056416,16797,18410,1609,1137
94571800,114.1801728,22.3056416,16797,18410,1609,1137
94571900,114.1801728,22.3056416,16797,18410,1609,1137
94572000,114.1801728,22.3056416,16797,18410,1609,1137
94572100,114.1801728,22.3056416,16797,18410,1609,1137
94572200,114.1801728,22.3056416,16797,18410,1609,1137
94572300,114.1801728,22.3056416,16797,18410,1609,1137
94572400,114.1801728,22.3056416,16797,18410,1609,1137
94572500,114.1801728,22.3056416,16797,18410,1609,1137
94572600,114.1801728,22.3056416,16797,18410,1609,1137
94572700,114.1801728,22.3056416,16797,18410,1609,1137
94572800,114.1801728,22.3056416,16797,18410,1609,1137
94572900,114.1801728,22.3056416,16797,18410,1609,1137
94573000,114.1801728,22.3056416,16797,18410,1609,1137
94573100,114.1801728,22.3056416,16797,18410,1609,1137
94573200,114.1801728,22.3056416,16797,18410,1609,1137
94573300,114.1801728,22.3056416,16797,18410,1609,1137
94573400,114.1801728,22.3056416,16797,18410,1609,1137
94573500,114.1801728,22.3056416,16797,18410,1609,1137
94573600,114.1801728,22.3056416,16797,18410,1609,1137
94573700,114.1801728,22.3056416,16797,18410,1609,1137
94573800,114.1801728,22.3056416,16797,18410,1609,1137
94573900,114.1801728,22.3056416,16797,18410,1609,1137
94574000,114.1801728,22.3056416,16797,18410,1609,1137
94574100,114.1801728,22.3056416,16797,18410,1609,1137
94574200,114.1801728,22.3056416,16797,18410,1609,1137
94574300,114.1801728,22.3056416,16797,18410,1609,1137
94574400,114.1801728,22.3056416,16797,18410,1609,1137
94574500,114.1801728,22.3056416,16797,18410,1609,1137
94574600,114.1801728,22.3056416,16797,18410,1609,1137
94574700,114.1801728,22.3056416,16797,18410,1609,1137
94574800,114.1801728,22.3056416,16797,18410,1609,1137
94574900,114.1801728,22.3056416,16797,18410,1609,1137
94575000,114.1801728,22.3056416,16797,18410,1609,1137
94575100,114.1801728,22.3056416,16797,18410,1609,1137
94575200,114.1801728,22.3056416,16797,18410,1609,1137
94575300,114.1801728,22.3056416,16797,18410,1609,1137
94575400,114.1801728,22.3056416,16797,18410,1609,1137
94575500,114.1801728,22.3056416,16797,18410,1609,1137
94575600,114.1801728,22.3056416,16797,18410,1609,1137
94575700,114.1801728,22.3056416,16797,18410,1609,1137
94575800,114.1801728,22.3056416,16797,18410,1609,1137
94575900,114.1801728,22.3056416,16797,18410,1609,1137
94576000,114.1801728,22.3056416,16797,18410,1609,1137
94576100,114.1801728,22.3056416,16797,18410,1609,1137
94576200,114.1801728,22.3056416,16797,18410,1609,1137
94576300,114.1801728,22.3056416,16797,18410,1609,1137
94576400,114.1801728,22.3056416,16797,18410,1609,1137
94576500,114.1801728,22.3056416,16797,18410,1609,1137
94576600,114.1801728,22.3056416,16797,18410,1609,1137
94576700,114.1801728,22.3056416,16797,18410,1609,1137
94576800,114.1801728,22.3056416,16797,18410,1609,1137
94576900,114.1801728,22.3056416,16797,18410,1609,1137
94577000,114.1801728,22.3056416,16797,18410,1609,1137
94577100,114.1801728,22.3056416,16797,18410,1609,1137
94577200,114.1801728,22.3056416,16797,18410,1609,1137
94577300,114.1801728,22.3056416,16797,18410,1609,1137
94577400,114.1801728,22.3056416,16797,18410,1609,1137
94577500,114.1801728,22.3056416,16797,18410,1609,1137
94577600,114.1801728,22.3056416,16797,18410,1609,1137
94577700,114.1801728,22.3056416,16797,18410,1609,1137
94577800,114.1801728,22.3056416,16797,18410,1609,1137
94577900,114.1801728,22.3056416,16797,18410,1609,1137
94578000,114.1801728,22.3056416,16797,18410,1609,1137
94578100,114.1801728,22.3056416,16797,18410,1609,1137
94578200,114.1801728,22.3056416,16797,18410,1609,1137
94578300,114.1801728,22.3056416,16797,18410,1609,1137
94578400,114.1801728,22.3056416,16797,18410,1609,1137
94578500,114.1801728,22.3056416,16797,18410,1609,1137
94578600,114.1801728,22.3056416,16797,18410,1609,1137
94578700,114.1801728,22.3056416,16797,18410,1609,1137
94578800,114.1801728,22.3056416,16797,18410,1609,1137
94578900,114.1801728,22.3056416,16797,18410,1609,1137
94579000,114.1801728,22.3056416,16797,18410,1609,1137
94579100,114.1801728,22.3056416,16797,18410,1609,1137
94579200,114.1801728,22.3056416,16797,18410,1609,1137
94579300,114.1801728,22.3056416,16797,18410,1609,1137
94579400,114.1801728,22.3056416,16797,18410,1609,1137
94579500,114.1801728,22.3056416,16797,18410,1609,1137
94579600,114.1801728,22.3056416,16797,18410,1609,1137
94579700,114.1801728,22.3056416,16797,18410,1609,1137
94579800,114.1801728,22.3056416,16797,18410,1609,1137
94579900,114.1801728,22.3056416,16797,18410,1609,1137
94580000,114.1801728,22.3056416,16797,18410,1609,1137
94580100,114.1801728,22.3056416,16797,18410,1609,1137
94580200,114.1801728,22.3056416,16797,18410,1609,1137
94580300,114.1801728,22.3056416,16797,18410,1609,1137
94580400,114.1801728,22.3056416,16797,18410,1609,1137
94580500,114.1801728,22.3056416,16797,18410,1609,1137
94580600,114.1801728,22.3056416,16797,18410,1609,1137
94580700,114.1801728,22.3056416,16797,18410,1609,1137
94580800,114.1801728,22.3056416,16797,18410,1609,1137
94580900,114.1801728,22.3056416,16797,18410,1609,1137
94581000,114.1801728,22.3056416,16797,18410,1609,1137
94581100,114.1801728,22.3056416,16797,18410,1609,1137
94581200,114.1801728,22.3056416,16797,18410,1609,1137
94581300,114.1801728,22.3056416,16797,18410,1609,1137
94581400,114.1801728,22.3056416,16797,18410,1609,1137
94581500,114.1801728,22.3056416,16797,18410,1609,1137
94581600,114.1801728,22.3056416,16797,18410,1609,1137
94581700,114.1801728,22.3056416,16797,18410,1609,1137
94581800,114.1801728,22.3056416,16797,18410,1609,1137
94581900,114.1801728,22.3056416,16797,18410,1609,1137
94582000,114.1801728,22.3056416,16797,18410,1609,1137
94582100,114.1801728,22.3056416,16797,18410,1609,1137
94582200,114.1801728,22.3056416,16797,18410,1609,1137
94582300,114.1801728,22.3056416,16797,18410,1609,1137
94582400,114.1801728,22.3056416,16797,18410,1609,1137
94582500,114.1801728,22.3056416,16797,18410,1609,1137
94582600,114.1801728,22.3056416,16797,18410,1609,1137
94582700,114.1801728,22.3056416,16797,18410,1609,1137
94582800,114.1801728,22.3056416,16797,18410,1609,1137
94582900,114.1801728,22.3056416,16797,18410,1609,1137
94583000,114.1801728,22.3056416,16797,18410,1609,1137
94583100,114.1801728,22.3056416,16797,18410,1609,1137
94583200,114.1801728,22.3056416,16797,18410,1609,1137
94583300,114.1801728,22.3056416,16797,18410,1609,1137
94583400,114.1801728,22.3056416,16797,18410,1609,1137
94583500,114.1801728,22.3056416,16797,18410,1609,1137
94583600,114.1801728,22.3056416,16797,18410,1609,1137
94583700,114.1801728,22.3056416,16797,18410,1609,1137
94583800,114.1801728,22.3056416,16797,18410,1609,1137
94583900,114.1801728,22.3056416,16797,18410,1609,1137
94584000,114.1801728,22.3056416,16797,18410,1609,1137
94584100,114.1801728,22.3056416,16797,18410,1609,1137
94584200,114.1801728,22.3056416,16797,18410,1609,1137
94584300,114.1801728,22.3056416,16797,18410,1609,1137
94584400,114.1801728,22.3056416,16797,18410,1609,1137
94584500,114.1801728,22.3056416,16797,18410,1609,1137
94584600,114.1801728,22.3056416,16797,18410,1609,1137
94584700,114.1801728,22.3056416,16797,18410,1609,1137
94584800,114.1801728,22.3056416,16797,18410,1609,1137
94584900,114.1801728,22.3056416,16797,18410,1609,1137
94585000,114.1801728,22.3056416,16797,18410,1609,1137
94585100,114.1801728,22.3056416,16797,18410,1609,1137
94585200,114.1801728,22.3056416,16797,18410,1609,1137
94585300,114.1801728,22.3056416,16797,18410,1609,1137
94585400,114.1801728,22.3056416,16797,18410,1609,1137
94585500,114.1801728,22.3056416,16797,18410,1609,1137
94585600,114.1801728,22.3056416,16797,18410,1609,1137
94585700,114.1801728,22.3056416,16797,18410,1609,1137
94585800,114.1801728,22.3056416,16797,18410,1609,1137
94585900,114.1801728,22.3056416,16797,18410,1609,1137
94586000,114.1801728,22.3056416,16797,18410,1609,1137
94586100,114.1801728,22.3056416,16797,18410,1609,1137
94586200,114.1801728,22.3056416,16797,18410,1609,1137
94586300,114.1801728,22.3056416,16797,18410,1609,1137
94586400,114.1801728,22.3056416,16797,18410,1609,1137
94586500,114.1801728,22.3056416,16797,18410,1609,1137
94586600,114.1801728,22.3056416,16797,18410,1609,1137
94586700,114.1801728,22.3056416,16797,18410,1609,1137
94586800,114.1801728,22.3056416,16797,18410,1609,1137
94586900,114.1801728,22.3056416,16797,18410,1609,1137
94587000,114.1801728,22.3056416,16797,18410,1609,1137
94587100,114.1801728,22.3056416,16797,18410,1609,1137
94587200,114.1801728,22.3056416,16797,18410,1609,1137
94587300,114.1801728,22.3056416,16797,18410,1609,1137
94587400,114.1801728,22.3056416,16797,18410,1609,1137
94587500,114.1801728,22.3056416,16797,18410,1609,1137
94587600,114.1801728,22.3056416,16797,18410,1609,1137
94587700,114.1801728,22.3056416,16797,18410,1609,1137
94587800,114.1801728,22.3056416,16797,18410,1609,1137
94587900,114.1801728,22.3056416,16797,18410,1609,1137
94588000,114.1801728,22.3056416,16797,18410,1609,1137
94588200,114.1801728,22.3056416,16797,18410,1609,1137
94588300,114.1801728,22.3056416,16797,18410,1609,1137
94588400,114.1801728,22.3056416,16797,18410,1609,1137
94588500,114.1801728,22.3056416,16797,18410,1609,1137
94588600,114.1801728,22.3056416,16797,18410,1609,1137
94588700,114.1801728,22.3056416,16797,18410,1609,1137
94588800,114.1801728,22.3056416,16797,18410,1609,1137
94588900,114.1801728,22.3056416,16797,18410,1609,1137
94589000,114.1801728,22.3056416,16797,18410,1609,1137
94589100,114.1801728,22.3056416,16797,18410,1609,1137
94589200,114.1801728,22.3056416,16797,18410,1609,1137
94589300,114.1801728,22.3056416,16797,18410,1609,1137
94589400,114.1801728,22.3056416,16797,18410,1609,1137
94589500,114.1801728,22.3056416,16797,18410,1609,1137
94589600,114.1801728,22.3056416,16797,18410,1609,1137
94589700,114.1801728,22.3056416,16797,18410,1609,1137
94589800,114.1801728,22.3056416,16797,18410,1609,1137
94589900,114.1801728,22.3056416,16797,18410,1609,1137
94590000,114.1801728,22.3056416,16797,18410,1609,1137
94590200,114.1801728,22.3056416,16797,18410,1609,1137
94590300,114.1801728,22.3056416,16797,18410,1609,1137
94590400,114.1801728,22.3056416,16797,18410,1609,1137
94590500,114.1801728,22.3056416,16797,18410,1609,1137
94590600,114.1801728,22.3056416,16797,18410,1609,1137
94590700,114.1801728,22.3056416,16797,18410,1609,1137
94590800,114.1801728,22.3056416,16797,18410,1609,1137
94590900,114.1801728,22.3056416,16797,18410,1609,1137
94591000,114.1801728,22.3056416,16797,18410,1609,1137
94591100,114.1801728,22.3056416,16797,18410,1609,1137
94591200,114.1801728,22.3056416,16797,18410,1609,1137
94591300,114.1801728,22.3056416,16797,18410,1609,1137
94591400,114.1801728,22.3056416,16797,18410,1609,1137
94591500,114.1801728,22.3056416,16797,18410,1609,1137
94591600,114.1801728,22.3056416,16797,18410,1609,1137
94591700,114.1801728,22.3056416,16797,18410,1609,1137
