iTOW,qzssTow,fQzssTow,qzssWno,leapS,qzssTowValid,qzssWnoValid,leapSValid,tAcc
94548000,94548,353000,2390,18,1,1,1,2
94548200,94548,200352958,2390,18,1,1,1,2
94548300,94548,300352937,2390,18,1,1,1,2
94548400,94548,400352915,2390,18,1,1,1,2
94548500,94549,-499647106,2390,18,1,1,1,2
94548600,94549,-399647128,2390,18,1,1,1,2
94548700,94549,-299647149,2390,18,1,1,1,2
94548800,94549,-199647171,2390,18,1,1,1,2
94548900,94549,-99647192,2390,18,1,1,1,2
94549000,94549,352786,2390,18,1,1,1,2
94549200,94549,200352743,2390,18,1,1,1,2
94549300,94549,300352722,2390,18,1,1,1,2
94549400,94549,400352701,2390,18,1,1,1,2
94549500,94550,-499647320,2390,18,1,1,1,2
94549600,94550,-399647342,2390,18,1,1,1,2
94549700,94550,-299647363,2390,18,1,1,1,2
94549800,94550,-199647384,2390,18,1,1,1,2
94549900,94550,-99647405,2390,18,1,1,1,2
94550000,94550,352574,2390,18,1,1,1,2
94550200,94550,200352532,2390,18,1,1,1,2
94550300,94550,300352511,2390,18,1,1,1,2
94550400,94550,400352489,2390,18,1,1,1,2
94550500,94551,-499647532,2390,18,1,1,1,2
94550600,94551,-399647553,2390,18,1,1,1,2
94550700,94551,-299647574,2390,18,1,1,1,2
94550800,94551,-199647595,2390,18,1,1,1,2
94550900,94551,-99647616,2390,18,1,1,1,2
94551000,94551,352363,2390,18,1,1,1,2
94551100,94551,100352342,2390,18,1,1,1,2
94551200,94551,200352321,2390,18,1,1,1,2
94551300,94551,300352300,2390,18,1,1,1,2
94551400,94551,400352278,2390,18,1,1,1,2
94551500,94552,-499647743,2390,18,1,1,1,2
94551600,94552,-399647764,2390,18,1,1,1,2
94551700,94552,-299647785,2390,18,1,1,1,2
94551800,94552,-199647806,2390,18,1,1,1,2
94551900,94552,-99647828,2390,18,1,1,1,2
94552000,94552,352151,2390,18,1,1,1,2
94552200,94552,200352109,2390,18,1,1,1,2
94552300,94552,300352088,2390,18,1,1,1,2
94552400,94552,400352066,2390,18,1,1,1,2
94552500,94553,-499647955,2390,18,1,1,1,2
94552600,94553,-399647976,2390,18,1,1,1,2
94552700,94553,-299647997,2390,18,1,1,1,2
94552800,94553,-199648018,2390,18,1,1,1,2
94552900,94553,-99648039,2390,18,1,1,1,2
94553000,94553,351939,2390,18,1,1,1,2
94553100,94553,100351918,2390,18,1,1,1,2
94553200,94553,200351897,2390,18,1,1,1,2
94553300,94553,300351876,2390,18,1,1,1,2
94553400,94553,400351855,2390,18,1,1,1,2
94553500,94554,-499648166,2390,18,1,1,1,2
94553600,94554,-399648187,2390,18,1,1,1,2
94553700,94554,-299648208,2390,18,1,1,1,2
94553800,94554,-199648230,2390,18,1,1,1,2
94553900,94554,-99648251,2390,18,1,1,1,2
94554000,94554,351728,2390,18,1,1,1,2
94554200,94554,200351685,2390,18,1,1,1,2
94554300,94554,300351664,2390,18,1,1,1,2
94554400,94554,400351643,2390,18,1,1,1,2
94554500,94555,-499648378,2390,18,1,1,1,2
94554600,94555,-399648399,2390,18,1,1,1,2
94554700,94555,-299648421,2390,18,1,1,1,2
94554800,94555,-199648442,2390,18,1,1,1,2
94554900,94555,-99648463,2390,18,1,1,1,2
94555000,94555,351516,2390,18,1,1,1,2
94555100,94555,100351495,2390,18,1,1,1,2
94555200,94555,200351473,2390,18,1,1,1,2
94555300,94555,300351452,2390,18,1,1,1,2
94555400,94555,400351431,2390,18,1,1,1,2
94555500,94556,-499648591,2390,18,1,1,1,2
94555600,94556,-399648612,2390,18,1,1,1,2
94555700,94556,-299648633,2390,18,1,1,1,2
94555800,94556,-199648655,2390,18,1,1,1,2
94555900,94556,-99648676,2390,18,1,1,1,2
94556000,94556,351303,2390,18,1,1,1,2
94556200,94556,200351261,2390,18,1,1,1,2
94556300,94556,300351239,2390,18,1,1,1,2
94556400,94556,400351218,2390,18,1,1,1,2
94556500,94557,-499648803,2390,18,1,1,1,2
94556600,94557,-399648825,2390,18,1,1,1,2
94556700,94557,-299648846,2390,18,1,1,1,2
94556800,94557,-199648867,2390,18,1,1,1,2
94556900,94557,-99648888,2390,18,1,1,1,2
94557000,94557,351091,2390,18,1,1,1,2
94557200,94557,200351049,2390,18,1,1,1,2
94557300,94557,300351028,2390,18,1,1,1,2
94557400,94557,400351006,2390,18,1,1,1,2
94557500,94558,-499649015,2390,18,1,1,1,2
94557600,94558,-399649036,2390,18,1,1,1,2
94557700,94558,-299649057,2390,18,1,1,1,2
94557800,94558,-199649079,2390,18,1,1,1,2
94557900,94558,-99649100,2390,18,1,1,1,2
94558000,94558,350879,2390,18,1,1,1,2
94558100,94558,100350858,2390,18,1,1,1,2
94558200,94558,200350837,2390,18,1,1,1,2
94558300,94558,300350816,2390,18,1,1,1,2
94558400,94558,400350794,2390,18,1,1,1,2
94558500,94559,-499649227,2390,18,1,1,1,2
94558600,94559,-399649248,2390,18,1,1,1,2
94558700,94559,-299649269,2390,18,1,1,1,2
94558800,94559,-199649290,2390,18,1,1,1,2
94558900,94559,-99649312,2390,18,1,1,1,2
94559000,94559,350667,2390,18,1,1,1,2
94559100,94559,100350646,2390,18,1,1,1,2
94559200,94559,200350625,2390,18,1,1,1,2
94559300,94559,300350604,2390,18,1,1,1,2
94559400,94559,400350583,2390,18,1,1,1,2
94559500,94560,-499649438,2390,18,1,1,1,2
94559600,94560,-399649460,2390,18,1,1,1,2
94559700,94560,-299649481,2390,18,1,1,1,2
94559800,94560,-199649502,2390,18,1,1,1,2
94559900,94560,-99649523,2390,18,1,1,1,2
94560000,94560,350456,2390,18,1,1,1,2
94560200,94560,200350414,2390,18,1,1,1,2
94560300,94560,300350392,2390,18,1,1,1,2
94560400,94560,400350371,2390,18,1,1,1,2
94560500,94561,-499649650,2390,18,1,1,1,2
94560600,94561,-399649671,2390,18,1,1,1,2
94560700,94561,-299649692,2390,18,1,1,1,2
94560800,94561,-199649713,2390,18,1,1,1,2
94560900,94561,-99649735,2390,18,1,1,1,2
94561000,94561,350244,2390,18,1,1,1,2
94561100,94561,100350223,2390,18,1,1,1,2
94561200,94561,200350202,2390,18,1,1,1,2
94561300,94561,300350180,2390,18,1,1,1,2
94561400,94561,400350159,2390,18,1,1,1,2
94561500,94562,-499649862,2390,18,1,1,1,2
94561600,94562,-399649883,2390,18,1,1,1,2
94561700,94562,-299649904,2390,18,1,1,1,2
94561800,94562,-199649925,2390,18,1,1,1,2
94561900,94562,-99649947,2390,18,1,1,1,2
94562000,94562,350032,2390,18,1,1,1,2
94562100,94562,100350011,2390,18,1,1,1,2
94562200,94562,200349990,2390,18,1,1,1,2
94562300,94562,300349969,2390,18,1,1,1,2
94562400,94562,400349947,2390,18,1,1,1,2
94562500,94563,-499650074,2390,18,1,1,1,2
94562600,94563,-399650095,2390,18,1,1,1,2
94562700,94563,-299650116,2390,18,1,1,1,2
94562800,94563,-199650137,2390,18,1,1,1,2
94562900,94563,-99650159,2390,18,1,1,1,2
94563000,94563,349820,2390,18,1,1,1,2
94563100,94563,100349799,2390,18,1,1,1,2
94563200,94563,200349777,2390,18,1,1,1,2
94563300,94563,300349756,2390,18,1,1,1,2
94563400,94563,400349735,2390,18,1,1,1,2
94563500,94564,-499650286,2390,18,1,1,1,2
94563600,94564,-399650308,2390,18,1,1,1,2
94563700,94564,-299650329,2390,18,1,1,1,2
94563800,94564,-199650350,2390,18,1,1,1,2
94563900,94564,-99650371,2390,18,1,1,1,2
94564000,94564,349608,2390,18,1,1,1,2
94564100,94564,100349586,2390,18,1,1,1,2
94564200,94564,200349565,2390,18,1,1,1,2
94564300,94564,300349544,2390,18,1,1,1,2
94564400,94564,400349523,2390,18,1,1,1,2
94564500,94565,-499650499,2390,18,1,1,1,2
94564600,94565,-399650520,2390,18,1,1,1,2
94564700,94565,-299650541,2390,18,1,1,1,2
94564800,94565,-199650562,2390,18,1,1,1,2
94564900,94565,-99650583,2390,18,1,1,1,2
94565000,94565,349396,2390,18,1,1,1,2
94565100,94565,100349375,2390,18,1,1,1,2
94565200,94565,200349353,2390,18,1,1,1,2
94565300,94565,300349332,2390,18,1,1,1,2
94565400,94565,400349311,2390,18,1,1,1,2
94565500,94566,-499650710,2390,18,1,1,1,2
94565600,94566,-399650731,2390,18,1,1,1,2
94565700,94566,-299650753,2390,18,1,1,1,2
94565800,94566,-199650774,2390,18,1,1,1,2
94565900,94566,-99650795,2390,18,1,1,1,2
94566000,94566,349184,2390,18,1,1,1,2
94566100,94566,100349163,2390,18,1,1,1,2
94566200,94566,200349142,2390,18,1,1,1,2
94566300,94566,300349121,2390,18,1,1,1,2
94566400,94566,400349099,2390,18,1,1,1,2
94566500,94567,-499650922,2390,18,1,1,1,2
94566600,94567,-399650943,2390,18,1,1,1,2
94566700,94567,-299650964,2390,18,1,1,1,2
94566800,94567,-199650985,2390,18,1,1,1,2
94566900,94567,-99651006,2390,18,1,1,1,2
94567000,94567,348972,2390,18,1,1,1,2
94567100,94567,100348951,2390,18,1,1,1,2
94567200,94567,200348930,2390,18,1,1,1,2
94567300,94567,300348909,2390,18,1,1,1,2
94567400,94567,400348888,2390,18,1,1,1,2
94567500,94568,-499651133,2390,18,1,1,1,2
94567600,94568,-399651155,2390,18,1,1,1,2
94567700,94568,-299651176,2390,18,1,1,1,2
94567800,94568,-199651197,2390,18,1,1,1,2
94567900,94568,-99651218,2390,18,1,1,1,2
94568000,94568,348761,2390,18,1,1,1,2
94568100,94568,100348740,2390,18,1,1,1,2
94568200,94568,200348718,2390,18,1,1,1,2
94568300,94568,300348697,2390,18,1,1,1,2
94568400,94568,400348676,2390,18,1,1,1,2
94568500,94569,-499651345,2390,18,1,1,1,2
94568600,94569,-399651367,2390,18,1,1,1,2
94568700,94569,-299651388,2390,18,1,1,1,2
94568800,94569,-199651409,2390,18,1,1,1,2
94568900,94569,-99651430,2390,18,1,1,1,2
94569000,94569,348549,2390,18,1,1,1,2
94569100,94569,100348528,2390,18,1,1,1,2
94569200,94569,200348507,2390,18,1,1,1,2
94569300,94569,300348485,2390,18,1,1,1,2
94569400,94569,400348464,2390,18,1,1,1,2
94569500,94570,-499651557,2390,18,1,1,1,2
94569600,94570,-399651578,2390,18,1,1,1,2
94569700,94570,-299651599,2390,18,1,1,1,2
94569800,94570,-199651620,2390,18,1,1,1,2
94569900,94570,-99651642,2390,18,1,1,1,2
94570000,94570,348337,2390,18,1,1,1,2
94570100,94570,100348316,2390,18,1,1,1,2
94570200,94570,200348295,2390,18,1,1,1,2
94570300,94570,300348273,2390,18,1,1,1,2
94570400,94570,400348252,2390,18,1,1,1,2
94570500,94571,-499651769,2390,18,1,1,1,2
94570600,94571,-399651790,2390,18,1,1,1,2
94570700,94571,-299651811,2390,18,1,1,1,2
94570800,94571,-199651833,2390,18,1,1,1,2
94570900,94571,-99651854,2390,18,1,1,1,2
94571000,94571,348125,2390,18,1,1,1,2
94571100,94571,100348104,2390,18,1,1,1,2
94571200,94571,200348083,2390,18,1,1,1,2
94571300,94571,300348061,2390,18,1,1,1,2
94571400,94571,400348040,2390,18,1,1,1,2
94571500,94572,-499651981,2390,18,1,1,1,2
94571600,94572,-399652002,2390,18,1,1,1,2
94571700,94572,-299652023,2390,18,1,1,1,2
94571800,94572,-199652045,2390,18,1,1,1,2
94571900,94572,-99652066,2390,18,1,1,1,2
94572000,94572,347913,2390,18,1,1,1,2
94572100,94572,100347891,2390,18,1,1,1,2
94572200,94572,200347870,2390,18,1,1,1,2
94572300,94572,300347849,2390,18,1,1,1,2
94572400,94572,400347828,2390,18,1,1,1,2
94572500,94573,-499652194,2390,18,1,1,1,2
94572600,94573,-399652215,2390,18,1,1,1,2
94572700,94573,-299652236,2390,18,1,1,1,2
94572800,94573,-199652257,2390,18,1,1,1,2
94572900,94573,-99652278,2390,18,1,1,1,2
94573000,94573,347701,2390,18,1,1,1,2
94573100,94573,100347679,2390,18,1,1,1,2
94573200,94573,200347658,2390,18,1,1,1,2
94573300,94573,300347637,2390,18,1,1,1,2
94573400,94573,400347616,2390,18,1,1,1,2
94573500,94574,-499652405,2390,18,1,1,1,2
94573600,94574,-399652427,2390,18,1,1,1,2
94573700,94574,-299652448,2390,18,1,1,1,2
94573800,94574,-199652469,2390,18,1,1,1,2
94573900,94574,-99652490,2390,18,1,1,1,2
94574000,94574,347489,2390,18,1,1,1,2
94574100,94574,100347467,2390,18,1,1,1,2
94574200,94574,200347446,2390,18,1,1,1,2
94574300,94574,300347425,2390,18,1,1,1,2
94574400,94574,400347404,2390,18,1,1,1,2
94574500,94575,-499652617,2390,18,1,1,1,2
94574600,94575,-399652639,2390,18,1,1,1,2
94574700,94575,-299652660,2390,18,1,1,1,2
94574800,94575,-199652681,2390,18,1,1,1,2
94574900,94575,-99652702,2390,18,1,1,1,2
94575000,94575,347277,2390,18,1,1,1,2
94575100,94575,100347255,2390,18,1,1,1,2
94575200,94575,200347234,2390,18,1,1,1,2
94575300,94575,300347212,2390,18,1,1,1,2
94575400,94575,400347191,2390,18,1,1,1,2
94575500,94576,-499652830,2390,18,1,1,1,2
94575600,94576,-399652851,2390,18,1,1,1,2
94575700,94576,-299652872,2390,18,1,1,1,2
94575800,94576,-199652893,2390,18,1,1,1,2
94575900,94576,-99652915,2390,18,1,1,1,2
94576000,94576,347064,2390,18,1,1,1,2
94576100,94576,100347043,2390,18,1,1,1,2
94576200,94576,200347022,2390,18,1,1,1,2
94576300,94576,300347001,2390,18,1,1,1,2
94576400,94576,400346980,2390,18,1,1,1,2
94576500,94577,-499653041,2390,18,1,1,1,2
94576600,94577,-399653063,2390,18,1,1,1,2
94576700,94577,-299653084,2390,18,1,1,1,2
94576800,94577,-199653105,2390,18,1,1,1,2
94576900,94577,-99653126,2390,18,1,1,1,2
94577000,94577,346853,2390,18,1,1,1,2
94577100,94577,100346832,2390,18,1,1,1,2
94577200,94577,200346811,2390,18,1,1,1,2
94577300,94577,300346789,2390,18,1,1,1,2
94577400,94577,400346768,2390,18,1,1,1,2
94577500,94578,-499653253,2390,18,1,1,1,2
94577600,94578,-399653274,2390,18,1,1,1,2
94577700,94578,-299653295,2390,18,1,1,1,2
94577800,94578,-199653316,2390,18,1,1,1,2
94577900,94578,-99653337,2390,18,1,1,1,2
94578000,94578,346641,2390,18,1,1,1,2
94578100,94578,100346620,2390,18,1,1,1,2
94578200,94578,200346599,2390,18,1,1,1,2
94578300,94578,300346578,2390,18,1,1,1,6
94578400,94578,400346556,2390,18,1,1,1,4
94578500,94579,-499653465,2390,18,1,1,1,4
94578600,94579,-399653486,2390,18,1,1,1,3
94578700,94579,-299653507,2390,18,1,1,1,3
94578800,94579,-199653529,2390,18,1,1,1,3
94578900,94579,-99653550,2390,18,1,1,1,3
94579000,94579,346429,2390,18,1,1,1,3
94579100,94579,100346408,2390,18,1,1,1,3
94579200,94579,200346387,2390,18,1,1,1,6
94579300,94579,300346366,2390,18,1,1,1,4
94579400,94579,400346345,2390,18,1,1,1,4
94579500,94580,-499653676,2390,18,1,1,1,3
94579600,94580,-399653698,2390,18,1,1,1,3
94579700,94580,-299653719,2390,18,1,1,1,3
94579800,94580,-199653740,2390,18,1,1,1,3
94579900,94580,-99653761,2390,18,1,1,1,3
94580000,94580,346218,2390,18,1,1,1,3
94580100,94580,100346196,2390,18,1,1,1,2
94580200,94580,200346175,2390,18,1,1,1,2
94580300,94580,300346154,2390,18,1,1,1,2
94580400,94580,400346133,2390,18,1,1,1,2
94580500,94581,-499653888,2390,18,1,1,1,2
94580600,94581,-399653909,2390,18,1,1,1,2
94580700,94581,-299653930,2390,18,1,1,1,2
94580800,94581,-199653951,2390,18,1,1,1,2
94580900,94581,-99653973,2390,18,1,1,1,2
94581000,94581,346006,2390,18,1,1,1,2
94581100,94581,100345985,2390,18,1,1,1,2
94581200,94581,200345964,2390,18,1,1,1,2
94581300,94581,300345944,2390,18,1,1,1,2
94581400,94581,400345923,2390,18,1,1,1,2
94581500,94582,-499654099,2390,18,1,1,1,2
94581600,94582,-399654120,2390,18,1,1,1,2
94581700,94582,-299654141,2390,18,1,1,1,2
94581800,94582,-199654163,2390,18,1,1,1,2
94581900,94582,-99654184,2390,18,1,1,1,2
94582000,94582,345795,2390,18,1,1,1,2
94582100,94582,100345775,2390,18,1,1,1,2
94582200,94582,200345754,2390,18,1,1,1,2
94582300,94582,300345733,2390,18,1,1,1,2
94582400,94582,400345712,2390,18,1,1,1,2
94582500,94583,-499654309,2390,18,1,1,1,2
94582600,94583,-399654330,2390,18,1,1,1,2
94582700,94583,-299654351,2390,18,1,1,1,2
94582800,94583,-199654372,2390,18,1,1,1,2
94582900,94583,-99654393,2390,18,1,1,1,2
94583000,94583,345586,2390,18,1,1,1,2
94583100,94583,100345565,2390,18,1,1,1,2
94583200,94583,200345544,2390,18,1,1,1,2
94583300,94583,300345523,2390,18,1,1,1,2
94583400,94583,400345502,2390,18,1,1,1,2
94583500,94584,-499654519,2390,18,1,1,1,2
94583600,94584,-399654540,2390,18,1,1,1,2
94583700,94584,-299654561,2390,18,1,1,1,2
94583800,94584,-199654582,2390,18,1,1,1,2
94583900,94584,-99654603,2390,18,1,1,1,2
94584000,94584,345376,2390,18,1,1,1,2
94584100,94584,100345355,2390,18,1,1,1,2
94584200,94584,200345333,2390,18,1,1,1,2
94584300,94584,300345312,2390,18,1,1,1,2
94584400,94584,400345291,2390,18,1,1,1,2
94584500,94585,-499654730,2390,18,1,1,1,2
94584600,94585,-399654751,2390,18,1,1,1,2
94584700,94585,-299654772,2390,18,1,1,1,2
94584800,94585,-199654793,2390,18,1,1,1,2
94584900,94585,-99654814,2390,18,1,1,1,2
94585000,94585,345165,2390,18,1,1,1,2
94585100,94585,100345144,2390,18,1,1,1,2
94585200,94585,200345123,2390,18,1,1,1,2
94585300,94585,300345101,2390,18,1,1,1,2
94585400,94585,400345080,2390,18,1,1,1,2
94585500,94586,-499654941,2390,18,1,1,1,2
94585600,94586,-399654962,2390,18,1,1,1,2
94585700,94586,-299654983,2390,18,1,1,1,2
94585800,94586,-199655004,2390,18,1,1,1,2
94585900,94586,-99655025,2390,18,1,1,1,2
94586000,94586,344955,2390,18,1,1,1,2
94586100,94586,100344934,2390,18,1,1,1,2
94586200,94586,200344913,2390,18,1,1,1,2
94586300,94586,300344892,2390,18,1,1,1,2
94586400,94586,400344871,2390,18,1,1,1,2
94586500,94587,-499655150,2390,18,1,1,1,2
94586600,94587,-399655171,2390,18,1,1,1,2
94586700,94587,-299655192,2390,18,1,1,1,2
94586800,94587,-199655213,2390,18,1,1,1,2
94586900,94587,-99655234,2390,18,1,1,1,2
94587000,94587,344745,2390,18,1,1,1,2
94587100,94587,100344724,2390,18,1,1,1,2
94587200,94587,200344703,2390,18,1,1,1,2
94587300,94587,300344682,2390,18,1,1,1,2
94587400,94587,400344661,2390,18,1,1,1,2
94587500,94588,-499655360,2390,18,1,1,1,2
94587600,94588,-399655381,2390,18,1,1,1,2
94587700,94588,-299655402,2390,18,1,1,1,2
94587800,94588,-199655424,2390,18,1,1,1,2
94587900,94588,-99655445,2390,18,1,1,1,2
94588000,94588,344534,2390,18,1,1,1,2
94588200,94588,200344492,2390,18,1,1,1,2
94588300,94588,300344471,2390,18,1,1,1,2
94588400,94588,400344450,2390,18,1,1,1,2
94588500,94589,-499655571,2390,18,1,1,1,2
94588600,94589,-399655592,2390,18,1,1,1,2
94588700,94589,-299655613,2390,18,1,1,1,2
94588800,94589,-199655634,2390,18,1,1,1,2
94588900,94589,-99655655,2390,18,1,1,1,2
94589000,94589,344324,2390,18,1,1,1,2
94589100,94589,100344302,2390,18,1,1,1,2
94589200,94589,200344281,2390,18,1,1,1,2
94589300,94589,300344260,2390,18,1,1,1,2
94589400,94589,400344239,2390,18,1,1,1,2
94589500,94590,-499655782,2390,18,1,1,1,2
94589600,94590,-399655803,2390,18,1,1,1,2
94589700,94590,-299655824,2390,18,1,1,1,2
94589800,94590,-199655845,2390,18,1,1,1,2
94589900,94590,-99655866,2390,18,1,1,1,2
94590000,94590,344113,2390,18,1,1,1,2
94590200,94590,200344070,2390,18,1,1,1,2
94590300,94590,300344049,2390,18,1,1,1,2
94590400,94590,400344029,2390,18,1,1,1,2
94590500,94591,-499655992,2390,18,1,1,1,2
94590600,94591,-399656014,2390,18,1,1,1,2
94590700,94591,-299656036,2390,18,1,1,1,2
94590800,94591,-199656057,2390,18,1,1,1,2
94590900,94591,-99656078,2390,18,1,1,1,2
94591000,94591,343902,2390,18,1,1,1,2
94591100,94591,100343881,2390,18,1,1,1,2
94591200,94591,200343860,2390,18,1,1,1,2
94591300,94591,300343838,2390,18,1,1,1,2
94591400,94591,400343818,2390,18,1,1,1,2
94591500,94592,-499656203,2390,18,1,1,1,2
94591600,94592,-399656224,2390,18,1,1,1,2
94591700,94592,-299656246,2390,18,1,1,1,2
94591800,94592,-199656267,2390,18,1,1,1,2
94591900,94592,-99656288,2390,18,1,1,1,2
94592000,94592,343691,2390,18,1,1,1,2
94592100,94592,100343670,2390,18,1,1,1,2
94592200,94592,200343648,2390,18,1,1,1,2
94592300,94592,300343627,2390,18,1,1,1,2
94592400,94592,400343606,2390,18,1,1,1,2
94592500,94593,-499656415,2390,18,1,1,1,2
94592600,94593,-399656436,2390,18,1,1,1,2
94592700,94593,-299656457,2390,18,1,1,1,2
94592800,94593,-199656479,2390,18,1,1,1,2
94592900,94593,-99656500,2390,18,1,1,1,2
94593000,94593,343480,2390,18,1,1,1,2
94593100,94593,100343460,2390,18,1,1,1,2
94593200,94593,200343439,2390,18,1,1,1,2
94593300,94593,300343417,2390,18,1,1,1,2
94593400,94593,400343396,2390,18,1,1,1,2
94593500,94594,-499656625,2390,18,1,1,1,2
94593600,94594,-399656645,2390,18,1,1,1,2
94593700,94594,-299656666,2390,18,1,1,1,2
94593800,94594,-199656687,2390,18,1,1,1,2
94593900,94594,-99656708,2390,18,1,1,1,2
94594000,94594,343271,2390,18,1,1,1,2
94594100,94594,100343250,2390,18,1,1,1,2
94594200,94594,200343230,2390,18,1,1,1,2
94594300,94594,300343209,2390,18,1,1,1,2
94594400,94594,400343188,2390,18,1,1,1,2
94594500,94595,-499656833,2390,18,1,1,1,2
94594600,94595,-399656855,2390,18,1,1,1,2
94594700,94595,-299656875,2390,18,1,1,1,2
94594800,94595,-199656896,2390,18,1,1,1,2
94594900,94595,-99656917,2390,18,1,1,1,2
94595000,94595,343062,2390,18,1,1,1,2
94595100,94595,100343041,2390,18,1,1,1,2
94595200,94595,200343020,2390,18,1,1,1,2
94595300,94595,300342999,2390,18,1,1,1,2
94595400,94595,400342979,2390,18,1,1,1,2
94595500,94596,-499657043,2390,18,1,1,1,2
94595600,94596,-399657064,2390,18,1,1,1,2
94595700,94596,-299657085,2390,18,1,1,1,2
94595800,94596,-199657106,2390,18,1,1,1,2
94595900,94596,-99657126,2390,18,1,1,1,2
94596000,94596,342853,2390,18,1,1,1,2
94596100,94596,100342832,2390,18,1,1,1,2
94596200,94596,200342811,2390,18,1,1,1,2
94596300,94596,300342790,2390,18,1,1,1,2
94596400,94596,400342770,2390,18,1,1,1,2
94596500,94597,-499657251,2390,18,1,1,1,2
94596600,94597,-399657272,2390,18,1,1,1,2
94596700,94597,-299657293,2390,18,1,1,1,2
94596800,94597,-199657315,2390,18,1,1,1,2
94596900,94597,-99657336,2390,18,1,1,1,2
94597000,94597,342644,2390,18,1,1,1,2
94597100,94597,100342623,2390,18,1,1,1,2
94597200,94597,200342602,2390,18,1,1,1,2
94597300,94597,300342581,2390,18,1,1,1,2
94597400,94597,400342560,2390,18,1,1,1,2
94597500,94598,-499657461,2390,18,1,1,1,2
94597600,94598,-399657482,2390,18,1,1,1,2
94597700,94598,-299657503,2390,18,1,1,1,2
94597800,94598,-199657524,2390,18,1,1,1,2
94597900,94598,-99657545,2390,18,1,1,1,2
94598000,94598,342434,2390,18,1,1,1,2
94598100,94598,100342413,2390,18,1,1,1,2
94598200,94598,200342393,2390,18,1,1,1,2
94598300,94598,300342372,2390,18,1,1,1,2
94598400,94598,400342351,2390,18,1,1,1,2
94598500,94599,-499657670,2390,18,1,1,1,2
94598600,94599,-399657691,2390,18,1,1,1,2
94598700,94599,-299657712,2390,18,1,1,1,2
94598800,94599,-199657733,2390,18,1,1,1,2
94598900,94599,-99657753,2390,18,1,1,1,2
94599000,94599,342226,2390,18,1,1,1,2
94599100,94599,100342204,2390,18,1,1,1,2
94599200,94599,200342183,2390,18,1,1,1,2
94599300,94599,300342163,2390,18,1,1,1,2
94599400,94599,400342142,2390,18,1,1,1,2
94599500,94600,-499657879,2390,18,1,1,1,2
94599600,94600,-399657900,2390,18,1,1,1,2
94599700,94600,-299657921,2390,18,1,1,1,2
94599800,94600,-199657942,2390,18,1,1,1,2
94599900,94600,-99657963,2390,18,1,1,1,2
94600000,94600,342017,2390,18,1,1,1,2
94600100,94600,100341996,2390,18,1,1,1,2
94600200,94600,200341975,2390,18,1,1,1,2
94600300,94600,300341954,2390,18,1,1,1,2
94600400,94600,400341933,2390,18,1,1,1,2
94600500,94601,-499658088,2390,18,1,1,1,2
94600600,94601,-399658109,2390,18,1,1,1,2
94600700,94601,-299658130,2390,18,1,1,1,2
94600800,94601,-199658151,2390,18,1,1,1,2
94600900,94601,-99658172,2390,18,1,1,1,2
94601000,94601,341807,2390,18,1,1,1,2
94601100,94601,100341787,2390,18,1,1,1,2
94601200,94601,200341766,2390,18,1,1,1,2
94601300,94601,300341745,2390,18,1,1,1,2
94601400,94601,400341724,2390,18,1,1,1,2
94601500,94602,-499658297,2390,18,1,1,1,2
94601600,94602,-399658318,2390,18,1,1,1,2
94601700,94602,-299658339,2390,18,1,1,1,2
94601800,94602,-199658360,2390,18,1,1,1,2
94601900,94602,-99658381,2390,18,1,1,1,2
94602000,94602,341598,2390,18,1,1,1,2
94602100,94602,100341577,2390,18,1,1,1,2
94602200,94602,200341556,2390,18,1,1,1,2
94602300,94602,300341535,2390,18,1,1,1,2
94602400,94602,400341514,2390,18,1,1,1,2
94602500,94603,-499658507,2390,18,1,1,1,2
94602600,94603,-399658528,2390,18,1,1,1,2
94602700,94603,-299658549,2390,18,1,1,1,2
94602800,94603,-199658570,2390,18,1,1,1,2
94602900,94603,-99658591,2390,18,1,1,1,2
94603000,94603,341388,2390,18,1,1,1,2
94603100,94603,100341367,2390,18,1,1,1,2
94603200,94603,200341347,2390,18,1,1,1,2
94603300,94603,300341326,2390,18,1,1,1,2
94603400,94603,400341305,2390,18,1,1,1,2
94603500,94604,-499658716,2390,18,1,1,1,2
94603600,94604,-399658738,2390,18,1,1,1,2
94603700,94604,-299658759,2390,18,1,1,1,2
94603800,94604,-199658779,2390,18,1,1,1,2
94603900,94604,-99658800,2390,18,1,1,1,2
94604000,94604,341179,2390,18,1,1,1,2
94604100,94604,100341158,2390,18,1,1,1,2
94604200,94604,200341137,2390,18,1,1,1,2
94604300,94604,300341116,2390,18,1,1,1,2
94604400,94604,400341095,2390,18,1,1,1,2
94604500,94605,-499658926,2390,18,1,1,1,2
94604600,94605,-399658947,2390,18,1,1,1,2
94604700,94605,-299658968,2390,18,1,1,1,2
94604800,94605,-199658990,2390,18,1,1,1,2
94604900,94605,-99659010,2390,18,1,1,1,2
94605000,94605,340969,2390,18,1,1,1,2
94605100,94605,100340948,2390,18,1,1,1,2
94606000,94606,340759,2390,18,1,1,1,2
94606100,94606,100340738,2390,18,1,1,1,2
94606200,94606,200340717,2390,18,1,1,1,2
94606300,94606,300340696,2390,18,1,1,1,2
94606900,94607,-99659429,2390,18,1,1,1,2
94607000,94607,340550,2390,18,1,1,1,2
94607100,94607,100340529,2390,18,1,1,1,2
94607200,94607,200340508,2390,18,1,1,1,2
94607300,94607,300340487,2390,18,1,1,1,2
