iTOW,year,month,day,hour,min,second,validDate,validTime,fullyResolved,validMag,tAcc,nano,fixType,gnssFixOk,diffSoln,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidLlh,lastCorrectionAge,authTime,nmaFixStatus,reserved0,headVeh,magDec,magAcc
94542400,2025,10,27,2,15,24,1,1,1,0,22,400354183,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94542500,2025,10,27,2,15,24,1,1,1,0,22,500354162,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94542600,2025,10,27,2,15,24,1,1,1,0,22,600354141,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94542700,2025,10,27,2,15,24,1,1,1,0,22,700354120,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94542800,2025,10,27,2,15,24,1,1,1,0,22,800354099,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94542900,2025,10,27,2,15,24,1,1,1,0,22,900354078,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543000,2025,10,27,2,15,25,1,1,1,0,22,354057,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543200,2025,10,27,2,15,25,1,1,1,0,22,200354014,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543300,2025,10,27,2,15,25,1,1,1,0,22,300353993,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543400,2025,10,27,2,15,25,1,1,1,0,22,400353972,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543500,2025,10,27,2,15,25,1,1,1,0,22,500353951,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543600,2025,10,27,2,15,25,1,1,1,0,22,600353930,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543700,2025,10,27,2,15,25,1,1,1,0,22,700353908,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543800,2025,10,27,2,15,25,1,1,1,0,22,800353887,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94543900,2025,10,27,2,15,25,1,1,1,0,22,900353866,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544000,2025,10,27,2,15,26,1,1,1,0,22,353844,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544200,2025,10,27,2,15,26,1,1,1,0,22,200353802,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544300,2025,10,27,2,15,26,1,1,1,0,22,300353781,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544400,2025,10,27,2,15,26,1,1,1,0,22,400353760,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544500,2025,10,27,2,15,26,1,1,1,0,22,500353739,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544600,2025,10,27,2,15,26,1,1,1,0,22,600353718,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544700,2025,10,27,2,15,26,1,1,1,0,22,700353697,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544800,2025,10,27,2,15,26,1,1,1,0,22,800353676,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94544900,2025,10,27,2,15,26,1,1,1,0,22,900353655,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545000,2025,10,27,2,15,27,1,1,1,0,22,353633,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545100,2025,10,27,2,15,27,1,1,1,0,22,100353612,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545200,2025,10,27,2,15,27,1,1,1,0,22,200353591,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545400,2025,10,27,2,15,27,1,1,1,0,22,400353549,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545500,2025,10,27,2,15,27,1,1,1,0,22,500353528,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545600,2025,10,27,2,15,27,1,1,1,0,22,600353507,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545700,2025,10,27,2,15,27,1,1,1,0,22,700353485,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545800,2025,10,27,2,15,27,1,1,1,0,22,800353464,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94545900,2025,10,27,2,15,27,1,1,1,0,22,900353443,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546000,2025,10,27,2,15,28,1,1,1,0,22,353422,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546200,2025,10,27,2,15,28,1,1,1,0,22,200353380,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546300,2025,10,27,2,15,28,1,1,1,0,22,300353359,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546400,2025,10,27,2,15,28,1,1,1,0,22,400353337,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546500,2025,10,27,2,15,28,1,1,1,0,22,500353316,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546600,2025,10,27,2,15,28,1,1,1,0,22,600353295,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546700,2025,10,27,2,15,28,1,1,1,0,22,700353274,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546800,2025,10,27,2,15,28,1,1,1,0,22,800353253,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94546900,2025,10,27,2,15,28,1,1,1,0,22,900353232,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547000,2025,10,27,2,15,29,1,1,1,0,22,353210,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547200,2025,10,27,2,15,29,1,1,1,0,22,200353168,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547300,2025,10,27,2,15,29,1,1,1,0,22,300353147,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547400,2025,10,27,2,15,29,1,1,1,0,22,400353126,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547500,2025,10,27,2,15,29,1,1,1,0,22,500353104,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547600,2025,10,27,2,15,29,1,1,1,0,22,600353083,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547700,2025,10,27,2,15,29,1,1,1,0,22,700353062,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547800,2025,10,27,2,15,29,1,1,1,0,22,800353041,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94547900,2025,10,27,2,15,29,1,1,1,0,22,900353020,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548000,2025,10,27,2,15,30,1,1,1,0,22,352998,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548200,2025,10,27,2,15,30,1,1,1,0,22,200352956,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548300,2025,10,27,2,15,30,1,1,1,0,22,300352935,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548400,2025,10,27,2,15,30,1,1,1,0,22,400352913,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548500,2025,10,27,2,15,30,1,1,1,0,22,500352892,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548600,2025,10,27,2,15,30,1,1,1,0,22,600352870,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548700,2025,10,27,2,15,30,1,1,1,0,22,700352849,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548800,2025,10,27,2,15,30,1,1,1,0,22,800352827,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94548900,2025,10,27,2,15,30,1,1,1,0,22,900352806,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549000,2025,10,27,2,15,31,1,1,1,0,22,352784,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549200,2025,10,27,2,15,31,1,1,1,0,22,200352741,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549300,2025,10,27,2,15,31,1,1,1,0,22,300352720,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549400,2025,10,27,2,15,31,1,1,1,0,22,400352699,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549500,2025,10,27,2,15,31,1,1,1,0,22,500352678,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549600,2025,10,27,2,15,31,1,1,1,0,22,600352657,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549700,2025,10,27,2,15,31,1,1,1,0,22,700352635,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549800,2025,10,27,2,15,31,1,1,1,0,22,800352614,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94549900,2025,10,27,2,15,31,1,1,1,0,22,900352593,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550000,2025,10,27,2,15,32,1,1,1,0,22,352572,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550200,2025,10,27,2,15,32,1,1,1,0,22,200352530,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550300,2025,10,27,2,15,32,1,1,1,0,22,300352509,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550400,2025,10,27,2,15,32,1,1,1,0,22,400352488,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550500,2025,10,27,2,15,32,1,1,1,0,22,500352466,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550600,2025,10,27,2,15,32,1,1,1,0,22,600352445,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550700,2025,10,27,2,15,32,1,1,1,0,22,700352424,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550800,2025,10,27,2,15,32,1,1,1,0,22,800352403,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94550900,2025,10,27,2,15,32,1,1,1,0,22,900352382,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551000,2025,10,27,2,15,33,1,1,1,0,22,352361,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551100,2025,10,27,2,15,33,1,1,1,0,22,100352340,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551200,2025,10,27,2,15,33,1,1,1,0,22,200352319,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551300,2025,10,27,2,15,33,1,1,1,0,22,300352298,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551400,2025,10,27,2,15,33,1,1,1,0,22,400352276,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551500,2025,10,27,2,15,33,1,1,1,0,22,500352255,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551600,2025,10,27,2,15,33,1,1,1,0,22,600352234,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551700,2025,10,27,2,15,33,1,1,1,0,22,700352213,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551800,2025,10,27,2,15,33,1,1,1,0,22,800352192,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94551900,2025,10,27,2,15,33,1,1,1,0,22,900352170,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552000,2025,10,27,2,15,34,1,1,1,0,22,352149,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552200,2025,10,27,2,15,34,1,1,1,0,22,200352107,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552300,2025,10,27,2,15,34,1,1,1,0,22,300352086,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552400,2025,10,27,2,15,34,1,1,1,0,22,400352064,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552500,2025,10,27,2,15,34,1,1,1,0,22,500352043,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552600,2025,10,27,2,15,34,1,1,1,0,22,600352022,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552700,2025,10,27,2,15,34,1,1,1,0,22,700352001,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552800,2025,10,27,2,15,34,1,1,1,0,22,800351980,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94552900,2025,10,27,2,15,34,1,1,1,0,22,900351959,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553000,2025,10,27,2,15,35,1,1,1,0,22,351937,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553100,2025,10,27,2,15,35,1,1,1,0,22,100351916,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553200,2025,10,27,2,15,35,1,1,1,0,22,200351895,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553300,2025,10,27,2,15,35,1,1,1,0,22,300351874,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553400,2025,10,27,2,15,35,1,1,1,0,22,400351853,5,1,0,0,0,0,1,1,1,32,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553500,2025,10,27,2,15,35,1,1,1,0,22,500351832,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553600,2025,10,27,2,15,35,1,1,1,0,22,600351811,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553700,2025,10,27,2,15,35,1,1,1,0,22,700351790,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553800,2025,10,27,2,15,35,1,1,1,0,22,800351768,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94553900,2025,10,27,2,15,35,1,1,1,0,22,900351747,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554000,2025,10,27,2,15,36,1,1,1,0,22,351726,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554200,2025,10,27,2,15,36,1,1,1,0,22,200351683,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554300,2025,10,27,2,15,36,1,1,1,0,22,300351662,5,1,0,0,0,0,1,1,1,30,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554400,2025,10,27,2,15,36,1,1,1,0,22,400351641,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554500,2025,10,27,2,15,36,1,1,1,0,22,500351620,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
94554600,2025,10,27,2,15,36,1,1,1,0,22,600351599,5,1,0,0,0,0,1,1,1,31,114.1801728,22.3056416,16797,18410,1609,1137,0,0,0,0,0.0,10,57.29578,99.99,0,0,0,0,558842204,0.0,0.0,0.0
