iTOW,SOW,fSOW,week,leapS,sowValid,weekValid,leapSValid,tAcc
94548300,94534,300352918,1034,4,1,1,1,1
94548400,94534,400352897,1034,4,1,1,1,1
94548500,94535,-499647125,1034,4,1,1,1,1
94548600,94535,-399647146,1034,4,1,1,1,1
94548700,94535,-299647168,1034,4,1,1,1,1
94548800,94535,-199647189,1034,4,1,1,1,1
94548900,94535,-99647211,1034,4,1,1,1,1
94549000,94535,352768,1034,4,1,1,1,1
94549200,94535,200352725,1034,4,1,1,1,1
94549300,94535,300352704,1034,4,1,1,1,1
94549400,94535,400352682,1034,4,1,1,1,1
94549500,94536,-499647339,1034,4,1,1,1,1
94549600,94536,-399647360,1034,4,1,1,1,1
94549700,94536,-299647381,1034,4,1,1,1,1
94549800,94536,-199647402,1034,4,1,1,1,1
94549900,94536,-99647423,1034,4,1,1,1,1
94550000,94536,352555,1034,4,1,1,1,1
94550200,94536,200352513,1034,4,1,1,1,1
94550300,94536,300352492,1034,4,1,1,1,1
94550400,94536,400352471,1034,4,1,1,1,1
94550500,94537,-499647550,1034,4,1,1,1,1
94550600,94537,-399647571,1034,4,1,1,1,1
94550700,94537,-299647592,1034,4,1,1,1,1
94550800,94537,-199647614,1034,4,1,1,1,1
94550900,94537,-99647635,1034,4,1,1,1,1
94551000,94537,352344,1034,4,1,1,1,1
94551100,94537,100352323,1034,4,1,1,1,1
94551200,94537,200352302,1034,4,1,1,1,1
94551300,94537,300352281,1034,4,1,1,1,1
94551400,94537,400352260,1034,4,1,1,1,1
94551500,94538,-499647761,1034,4,1,1,1,1
94551600,94538,-399647782,1034,4,1,1,1,1
94551700,94538,-299647804,1034,4,1,1,1,1
94551800,94538,-199647825,1034,4,1,1,1,1
94551900,94538,-99647847,1034,4,1,1,1,1
94552000,94538,352132,1034,4,1,1,1,1
94552200,94538,200352090,1034,4,1,1,1,1
94552300,94538,300352069,1034,4,1,1,1,1
94552400,94538,400352048,1034,4,1,1,1,1
94552500,94539,-499647973,1034,4,1,1,1,1
94552600,94539,-399647995,1034,4,1,1,1,1
94552700,94539,-299648016,1034,4,1,1,1,1
94552800,94539,-199648037,1034,4,1,1,1,1
94552900,94539,-99648058,1034,4,1,1,1,1
94553000,94539,351921,1034,4,1,1,1,1
94553100,94539,100351900,1034,4,1,1,1,1
94553200,94539,200351879,1034,4,1,1,1,1
94553300,94539,300351858,1034,4,1,1,1,1
94553400,94539,400351836,1034,4,1,1,1,1
94553500,94540,-499648185,1034,4,1,1,1,1
94553600,94540,-399648206,1034,4,1,1,1,1
94553700,94540,-299648227,1034,4,1,1,1,1
94553800,94540,-199648248,1034,4,1,1,1,1
94553900,94540,-99648270,1034,4,1,1,1,1
94554000,94540,351709,1034,4,1,1,1,1
94554200,94540,200351666,1034,4,1,1,1,2
94554300,94540,300351645,1034,4,1,1,1,2
94554400,94540,400351624,1034,4,1,1,1,1
94554500,94541,-499648397,1034,4,1,1,1,1
94554600,94541,-399648418,1034,4,1,1,1,1
94554700,94541,-299648439,1034,4,1,1,1,1
94554800,94541,-199648460,1034,4,1,1,1,1
94554900,94541,-99648482,1034,4,1,1,1,1
94555000,94541,351497,1034,4,1,1,1,1
94555100,94541,100351476,1034,4,1,1,1,2
94555200,94541,200351455,1034,4,1,1,1,1
94555300,94541,300351433,1034,4,1,1,1,1
94555400,94541,400351412,1034,4,1,1,1,1
94555500,94542,-499648609,1034,4,1,1,1,1
94555600,94542,-399648630,1034,4,1,1,1,2
94555700,94542,-299648652,1034,4,1,1,1,1
94555800,94542,-199648673,1034,4,1,1,1,2
94555900,94542,-99648694,1034,4,1,1,1,1
94556000,94542,351284,1034,4,1,1,1,1
94556200,94542,200351242,1034,4,1,1,1,1
94556300,94542,300351221,1034,4,1,1,1,2
94556400,94542,400351200,1034,4,1,1,1,2
94556500,94543,-499648822,1034,4,1,1,1,2
94556600,94543,-399648843,1034,4,1,1,1,2
94556700,94543,-299648864,1034,4,1,1,1,2
94556800,94543,-199648885,1034,4,1,1,1,2
94556900,94543,-99648906,1034,4,1,1,1,2
94557000,94543,351072,1034,4,1,1,1,1
94557200,94543,200351030,1034,4,1,1,1,1
94557300,94543,300351009,1034,4,1,1,1,2
94557400,94543,400350988,1034,4,1,1,1,2
94557500,94544,-499649033,1034,4,1,1,1,2
94557600,94544,-399649055,1034,4,1,1,1,1
94557700,94544,-299649076,1034,4,1,1,1,1
94557800,94544,-199649097,1034,4,1,1,1,1
94557900,94544,-99649118,1034,4,1,1,1,2
94558000,94544,350861,1034,4,1,1,1,2
94558100,94544,100350839,1034,4,1,1,1,2
94558200,94544,200350818,1034,4,1,1,1,2
94558300,94544,300350797,1034,4,1,1,1,1
94558400,94544,400350776,1034,4,1,1,1,2
94558500,94545,-499649245,1034,4,1,1,1,2
94558600,94545,-399649266,1034,4,1,1,1,2
94558700,94545,-299649288,1034,4,1,1,1,2
94558800,94545,-199649309,1034,4,1,1,1,2
94558900,94545,-99649330,1034,4,1,1,1,2
94559000,94545,350649,1034,4,1,1,1,2
94559100,94545,100350628,1034,4,1,1,1,2
94559200,94545,200350606,1034,4,1,1,1,2
94559300,94545,300350585,1034,4,1,1,1,2
94559400,94545,400350564,1034,4,1,1,1,2
94559500,94546,-499649457,1034,4,1,1,1,2
94559600,94546,-399649478,1034,4,1,1,1,2
94559700,94546,-299649499,1034,4,1,1,1,2
94559800,94546,-199649520,1034,4,1,1,1,2
94559900,94546,-99649542,1034,4,1,1,1,2
94560000,94546,350437,1034,4,1,1,1,2
94560200,94546,200350395,1034,4,1,1,1,2
94560300,94546,300350374,1034,4,1,1,1,2
94560400,94546,400350353,1034,4,1,1,1,2
94560500,94547,-499649668,1034,4,1,1,1,2
94560600,94547,-399649690,1034,4,1,1,1,2
94560700,94547,-299649711,1034,4,1,1,1,2
94560800,94547,-199649732,1034,4,1,1,1,2
94560900,94547,-99649753,1034,4,1,1,1,2
94561000,94547,350225,1034,4,1,1,1,2
94561100,94547,100350204,1034,4,1,1,1,2
94561200,94547,200350183,1034,4,1,1,1,2
94561300,94547,300350162,1034,4,1,1,1,2
94561400,94547,400350141,1034,4,1,1,1,2
94561500,94548,-499649881,1034,4,1,1,1,2
94561600,94548,-399649902,1034,4,1,1,1,2
94561700,94548,-299649923,1034,4,1,1,1,2
94561800,94548,-199649944,1034,4,1,1,1,2
94561900,94548,-99649965,1034,4,1,1,1,2
94562000,94548,350013,1034,4,1,1,1,2
94562100,94548,100349992,1034,4,1,1,1,2
94562200,94548,200349971,1034,4,1,1,1,2
94562300,94548,300349950,1034,4,1,1,1,2
94562400,94548,400349929,1034,4,1,1,1,2
94562500,94549,-499650092,1034,4,1,1,1,2
94562600,94549,-399650114,1034,4,1,1,1,2
94562700,94549,-299650135,1034,4,1,1,1,2
94562800,94549,-199650156,1034,4,1,1,1,2
94562900,94549,-99650177,1034,4,1,1,1,2
94563000,94549,349802,1034,4,1,1,1,2
94563100,94549,100349780,1034,4,1,1,1,2
94563200,94549,200349759,1034,4,1,1,1,2
94563300,94549,300349738,1034,4,1,1,1,2
94563400,94549,400349716,1034,4,1,1,1,2
94563500,94550,-499650305,1034,4,1,1,1,2
94563600,94550,-399650326,1034,4,1,1,1,2
94563700,94550,-299650347,1034,4,1,1,1,2
94563800,94550,-199650369,1034,4,1,1,1,2
94563900,94550,-99650390,1034,4,1,1,1,2
94564000,94550,349589,1034,4,1,1,1,2
94564100,94550,100349568,1034,4,1,1,1,2
94564200,94550,200349546,1034,4,1,1,1,2
94564300,94550,300349525,1034,4,1,1,1,2
94564400,94550,400349504,1034,4,1,1,1,2
94564500,94551,-499650517,1034,4,1,1,1,2
94564600,94551,-399650538,1034,4,1,1,1,2
94564700,94551,-299650560,1034,4,1,1,1,2
94564800,94551,-199650581,1034,4,1,1,1,2
94564900,94551,-99650602,1034,4,1,1,1,2
94565000,94551,349377,1034,4,1,1,1,2
94565100,94551,100349356,1034,4,1,1,1,2
94565200,94551,200349335,1034,4,1,1,1,2
94565300,94551,300349314,1034,4,1,1,1,2
94565400,94551,400349292,1034,4,1,1,1,2
94565500,94552,-499650729,1034,4,1,1,1,2
94565600,94552,-399650750,1034,4,1,1,1,2
94565700,94552,-299650771,1034,4,1,1,1,2
94565800,94552,-199650792,1034,4,1,1,1,2
94565900,94552,-99650813,1034,4,1,1,1,2
94566000,94552,349166,1034,4,1,1,1,2
94566100,94552,100349145,1034,4,1,1,1,2
94566200,94552,200349123,1034,4,1,1,1,2
94566300,94552,300349102,1034,4,1,1,1,2
94566400,94552,400349081,1034,4,1,1,1,2
94566500,94553,-499650940,1034,4,1,1,1,2
94566600,94553,-399650961,1034,4,1,1,1,2
94566700,94553,-299650983,1034,4,1,1,1,2
94566800,94553,-199651004,1034,4,1,1,1,2
94566900,94553,-99651025,1034,4,1,1,1,2
94567000,94553,348954,1034,4,1,1,1,2
94567100,94553,100348933,1034,4,1,1,1,2
94567200,94553,200348912,1034,4,1,1,1,2
94567300,94553,300348890,1034,4,1,1,1,2
94567400,94553,400348869,1034,4,1,1,1,2
94567500,94554,-499651152,1034,4,1,1,1,2
94567600,94554,-399651173,1034,4,1,1,1,2
94567700,94554,-299651194,1034,4,1,1,1,2
94567800,94554,-199651215,1034,4,1,1,1,2
94567900,94554,-99651237,1034,4,1,1,1,2
94568000,94554,348742,1034,4,1,1,1,2
94568100,94554,100348721,1034,4,1,1,1,2
94568200,94554,200348700,1034,4,1,1,1,2
94568300,94554,300348679,1034,4,1,1,1,2
94568400,94554,400348658,1034,4,1,1,1,2
94568500,94555,-499651364,1034,4,1,1,1,2
94568600,94555,-399651385,1034,4,1,1,1,2
94568700,94555,-299651406,1034,4,1,1,1,2
94568800,94555,-199651427,1034,4,1,1,1,2
94568900,94555,-99651448,1034,4,1,1,1,2
94569000,94555,348530,1034,4,1,1,1,2
94569100,94555,100348509,1034,4,1,1,1,2
94569200,94555,200348488,1034,4,1,1,1,2
94569300,94555,300348467,1034,4,1,1,1,2
94569400,94555,400348446,1034,4,1,1,1,2
94569500,94556,-499651575,1034,4,1,1,1,2
94569600,94556,-399651596,1034,4,1,1,1,2
94569700,94556,-299651618,1034,4,1,1,1,2
94569800,94556,-199651639,1034,4,1,1,1,2
94569900,94556,-99651660,1034,4,1,1,1,2
94570000,94556,348319,1034,4,1,1,1,2
94570100,94556,100348297,1034,4,1,1,1,2
94570200,94556,200348276,1034,4,1,1,1,2
94570300,94556,300348255,1034,4,1,1,1,2
94570400,94556,400348234,1034,4,1,1,1,2
94570500,94557,-499651787,1034,4,1,1,1,2
94570600,94557,-399651809,1034,4,1,1,1,2
94570700,94557,-299651830,1034,4,1,1,1,2
94570800,94557,-199651851,1034,4,1,1,1,2
94570900,94557,-99651872,1034,4,1,1,1,2
94571000,94557,348106,1034,4,1,1,1,2
94571100,94557,100348085,1034,4,1,1,1,2
94571200,94557,200348064,1034,4,1,1,1,2
94571300,94557,300348043,1034,4,1,1,1,2
94571400,94557,400348022,1034,4,1,1,1,2
94571500,94558,-499652000,1034,4,1,1,1,2
94571600,94558,-399652021,1034,4,1,1,1,2
94571700,94558,-299652042,1034,4,1,1,1,2
94571800,94558,-199652063,1034,4,1,1,1,2
94571900,94558,-99652085,1034,4,1,1,1,2
94572000,94558,347894,1034,4,1,1,1,2
94572100,94558,100347873,1034,4,1,1,1,2
94572200,94558,200347852,1034,4,1,1,1,2
94572300,94558,300347831,1034,4,1,1,1,2
94572400,94558,400347809,1034,4,1,1,1,2
94572500,94559,-499652212,1034,4,1,1,1,2
94572600,94559,-399652233,1034,4,1,1,1,2
94572700,94559,-299652254,1034,4,1,1,1,2
94572800,94559,-199652276,1034,4,1,1,1,2
94572900,94559,-99652297,1034,4,1,1,1,2
94573000,94559,347682,1034,4,1,1,1,2
94573100,94559,100347661,1034,4,1,1,1,2
94573200,94559,200347640,1034,4,1,1,1,2
94573300,94559,300347618,1034,4,1,1,1,2
94573400,94559,400347597,1034,4,1,1,1,2
94573500,94560,-499652424,1034,4,1,1,1,2
94573600,94560,-399652445,1034,4,1,1,1,2
94573700,94560,-299652466,1034,4,1,1,1,2
94573800,94560,-199652487,1034,4,1,1,1,2
94573900,94560,-99652509,1034,4,1,1,1,2
94574000,94560,347470,1034,4,1,1,1,2
94574100,94560,100347449,1034,4,1,1,1,2
94574200,94560,200347428,1034,4,1,1,1,2
94574300,94560,300347406,1034,4,1,1,1,2
94574400,94560,400347385,1034,4,1,1,1,2
94574500,94561,-499652636,1034,4,1,1,1,2
94574600,94561,-399652657,1034,4,1,1,1,2
94574700,94561,-299652678,1034,4,1,1,1,2
94574800,94561,-199652700,1034,4,1,1,1,2
94574900,94561,-99652721,1034,4,1,1,1,2
94575000,94561,347258,1034,4,1,1,1,2
94575100,94561,100347237,1034,4,1,1,1,2
94575200,94561,200347215,1034,4,1,1,1,2
94575300,94561,300347194,1034,4,1,1,1,2
94575400,94561,400347173,1034,4,1,1,1,2
94575500,94562,-499652848,1034,4,1,1,1,2
94575600,94562,-399652870,1034,4,1,1,1,2
94575700,94562,-299652891,1034,4,1,1,1,2
94575800,94562,-199652912,1034,4,1,1,1,2
94575900,94562,-99652933,1034,4,1,1,1,2
94576000,94562,347046,1034,4,1,1,1,2
94576100,94562,100347025,1034,4,1,1,1,2
94576200,94562,200347003,1034,4,1,1,1,2
94576300,94562,300346982,1034,4,1,1,1,2
94576400,94562,400346961,1034,4,1,1,1,2
94576500,94563,-499653060,1034,4,1,1,1,2
94576600,94563,-399653081,1034,4,1,1,1,2
94576700,94563,-299653102,1034,4,1,1,1,2
94576800,94563,-199653123,1034,4,1,1,1,2
94576900,94563,-99653144,1034,4,1,1,1,2
94577000,94563,346834,1034,4,1,1,1,2
94577100,94563,100346813,1034,4,1,1,1,2
94577200,94563,200346792,1034,4,1,1,1,2
94577300,94563,300346771,1034,4,1,1,1,2
94577400,94563,400346750,1034,4,1,1,1,2
94577500,94564,-499653271,1034,4,1,1,1,2
94577600,94564,-399653293,1034,4,1,1,1,2
94577700,94564,-299653314,1034,4,1,1,1,2
94577800,94564,-199653335,1034,4,1,1,1,2
94577900,94564,-99653356,1034,4,1,1,1,2
94578000,94564,346623,1034,4,1,1,1,2
94578100,94564,100346602,1034,4,1,1,1,2
94578200,94564,200346581,1034,4,1,1,1,2
94578300,94564,300346559,1034,4,1,1,1,6
94578400,94564,400346538,1034,4,1,1,1,4
94578500,94565,-499653484,1034,4,1,1,1,3
94578600,94565,-399653505,1034,4,1,1,1,3
94578700,94565,-299653526,1034,4,1,1,1,3
94578800,94565,-199653547,1034,4,1,1,1,3
94578900,94565,-99653568,1034,4,1,1,1,2
94579000,94565,346411,1034,4,1,1,1,2
94579100,94565,100346389,1034,4,1,1,1,2
94579200,94565,200346368,1034,4,1,1,1,6
94579300,94565,300346347,1034,4,1,1,1,4
94579400,94565,400346326,1034,4,1,1,1,3
94579500,94566,-499653695,1034,4,1,1,1,3
94579600,94566,-399653716,1034,4,1,1,1,3
94579700,94566,-299653737,1034,4,1,1,1,3
94579800,94566,-199653759,1034,4,1,1,1,2
94579900,94566,-99653780,1034,4,1,1,1,2
94580000,94566,346199,1034,4,1,1,1,2
94580100,94566,100346178,1034,4,1,1,1,2
94580200,94566,200346157,1034,4,1,1,1,2
94580300,94566,300346136,1034,4,1,1,1,2
94580400,94566,400346114,1034,4,1,1,1,2
94580500,94567,-499653907,1034,4,1,1,1,2
94580600,94567,-399653928,1034,4,1,1,1,2
94580700,94567,-299653949,1034,4,1,1,1,2
94580800,94567,-199653970,1034,4,1,1,1,2
94580900,94567,-99653991,1034,4,1,1,1,2
94581000,94567,345988,1034,4,1,1,1,2
94581100,94567,100345967,1034,4,1,1,1,2
94581200,94567,200345946,1034,4,1,1,1,2
94581300,94567,300345925,1034,4,1,1,1,2
94581400,94567,400345904,1034,4,1,1,1,2
94581500,94568,-499654117,1034,4,1,1,1,2
94581600,94568,-399654138,1034,4,1,1,1,2
94581700,94568,-299654160,1034,4,1,1,1,2
94581800,94568,-199654181,1034,4,1,1,1,2
94581900,94568,-99654202,1034,4,1,1,1,2
94582000,94568,345777,1034,4,1,1,1,2
94582100,94568,100345756,1034,4,1,1,1,2
94582200,94568,200345735,1034,4,1,1,1,2
94582300,94568,300345714,1034,4,1,1,1,2
94582400,94568,400345693,1034,4,1,1,1,2
94582500,94569,-499654328,1034,4,1,1,1,2
94582600,94569,-399654349,1034,4,1,1,1,2
94582700,94569,-299654370,1034,4,1,1,1,2
94582800,94569,-199654390,1034,4,1,1,1,2
94582900,94569,-99654411,1034,4,1,1,1,2
94583000,94569,345568,1034,4,1,1,1,2
94583100,94569,100345546,1034,4,1,1,1,2
94583200,94569,200345525,1034,4,1,1,1,2
94583300,94569,300345504,1034,4,1,1,1,2
94583400,94569,400345483,1034,4,1,1,1,2
94583500,94570,-499654538,1034,4,1,1,1,2
94583600,94570,-399654559,1034,4,1,1,1,2
94583700,94570,-299654580,1034,4,1,1,1,2
94583800,94570,-199654601,1034,4,1,1,1,2
94583900,94570,-99654622,1034,4,1,1,1,2
94584000,94570,345357,1034,4,1,1,1,2
94584100,94570,100345336,1034,4,1,1,1,2
94584200,94570,200345315,1034,4,1,1,1,2
94584300,94570,300345294,1034,4,1,1,1,2
94584400,94570,400345273,1034,4,1,1,1,2
94584500,94571,-499654748,1034,4,1,1,1,2
94584600,94571,-399654769,1034,4,1,1,1,2
94584700,94571,-299654791,1034,4,1,1,1,2
94584800,94571,-199654812,1034,4,1,1,1,2
94584900,94571,-99654833,1034,4,1,1,1,2
94585000,94571,345146,1034,4,1,1,1,2
94585100,94571,100345125,1034,4,1,1,1,2
94585200,94571,200345104,1034,4,1,1,1,2
94585300,94571,300345083,1034,4,1,1,1,2
94585400,94571,400345062,1034,4,1,1,1,2
94585500,94572,-499654959,1034,4,1,1,1,2
94585600,94572,-399654980,1034,4,1,1,1,2
94585700,94572,-299655001,1034,4,1,1,1,2
94585800,94572,-199655022,1034,4,1,1,1,2
94585900,94572,-99655043,1034,4,1,1,1,2
94586000,94572,344936,1034,4,1,1,1,2
94586100,94572,100344915,1034,4,1,1,1,2
94586200,94572,200344894,1034,4,1,1,1,2
94586300,94572,300344873,1034,4,1,1,1,2
94586400,94572,400344852,1034,4,1,1,1,2
94586500,94573,-499655169,1034,4,1,1,1,2
94586600,94573,-399655190,1034,4,1,1,1,2
94586700,94573,-299655211,1034,4,1,1,1,2
94586800,94573,-199655232,1034,4,1,1,1,2
94586900,94573,-99655253,1034,4,1,1,1,2
94587000,94573,344726,1034,4,1,1,1,2
94587100,94573,100344705,1034,4,1,1,1,2
94587200,94573,200344684,1034,4,1,1,1,2
94587300,94573,300344663,1034,4,1,1,1,2
94587400,94573,400344642,1034,4,1,1,1,2
94587500,94574,-499655379,1034,4,1,1,1,2
94587600,94574,-399655400,1034,4,1,1,1,2
94587700,94574,-299655421,1034,4,1,1,1,2
94587800,94574,-199655442,1034,4,1,1,1,2
94587900,94574,-99655464,1034,4,1,1,1,2
94588000,94574,344515,1034,4,1,1,1,2
94588200,94574,200344474,1034,4,1,1,1,2
94588300,94574,300344453,1034,4,1,1,1,2
94588400,94574,400344432,1034,4,1,1,1,2
94588500,94575,-499655589,1034,4,1,1,1,2
94588600,94575,-399655610,1034,4,1,1,1,2
94588700,94575,-299655631,1034,4,1,1,1,2
94588800,94575,-199655652,1034,4,1,1,1,2
94588900,94575,-99655673,1034,4,1,1,1,2
94589000,94575,344305,1034,4,1,1,1,2
94589100,94575,100344284,1034,4,1,1,1,2
94589200,94575,200344262,1034,4,1,1,1,2
94589300,94575,300344241,1034,4,1,1,1,2
94589400,94575,400344220,1034,4,1,1,1,2
94589500,94576,-499655801,1034,4,1,1,1,2
94589600,94576,-399655821,1034,4,1,1,1,2
94589700,94576,-299655842,1034,4,1,1,1,2
94589800,94576,-199655863,1034,4,1,1,1,2
94589900,94576,-99655884,1034,4,1,1,1,2
94590000,94576,344094,1034,4,1,1,1,2
94590200,94576,200344052,1034,4,1,1,1,2
94590300,94576,300344031,1034,4,1,1,1,2
94590400,94576,400344010,1034,4,1,1,1,2
94590500,94577,-499656011,1034,4,1,1,1,2
94590600,94577,-399656032,1034,4,1,1,1,2
94590700,94577,-299656054,1034,4,1,1,1,2
94590800,94577,-199656076,1034,4,1,1,1,2
94590900,94577,-99656096,1034,4,1,1,1,2
94591000,94577,343883,1034,4,1,1,1,2
94591100,94577,100343862,1034,4,1,1,1,2
94591200,94577,200343841,1034,4,1,1,1,2
94591300,94577,300343820,1034,4,1,1,1,2
94591400,94577,400343799,1034,4,1,1,1,2
94591500,94578,-499656222,1034,4,1,1,1,2
94591600,94578,-399656243,1034,4,1,1,1,2
94591700,94578,-299656264,1034,4,1,1,1,2
94591800,94578,-199656286,1034,4,1,1,1,2
94591900,94578,-99656307,1034,4,1,1,1,2
94592000,94578,343672,1034,4,1,1,1,2
94592100,94578,100343651,1034,4,1,1,1,2
94592200,94578,200343630,1034,4,1,1,1,2
94592300,94578,300343608,1034,4,1,1,1,2
94592400,94578,400343587,1034,4,1,1,1,2
94592500,94579,-499656433,1034,4,1,1,1,2
94592600,94579,-399656454,1034,4,1,1,1,2
94592700,94579,-299656476,1034,4,1,1,1,2
94592800,94579,-199656497,1034,4,1,1,1,2
94592900,94579,-99656518,1034,4,1,1,1,2
94593000,94579,343462,1034,4,1,1,1,2
94593100,94579,100343441,1034,4,1,1,1,2
94593200,94579,200343420,1034,4,1,1,1,2
94593300,94579,300343399,1034,4,1,1,1,2
94593400,94579,400343377,1034,4,1,1,1,2
94593500,94580,-499656643,1034,4,1,1,1,2
94593600,94580,-399656664,1034,4,1,1,1,2
94593700,94580,-299656685,1034,4,1,1,1,2
94593800,94580,-199656705,1034,4,1,1,1,2
94593900,94580,-99656726,1034,4,1,1,1,2
94594000,94580,343253,1034,4,1,1,1,2
94594100,94580,100343232,1034,4,1,1,1,2
94594200,94580,200343211,1034,4,1,1,1,2
94594300,94580,300343190,1034,4,1,1,1,2
94594400,94580,400343169,1034,4,1,1,1,2
94594500,94581,-499656852,1034,4,1,1,1,2
94594600,94581,-399656873,1034,4,1,1,1,2
94594700,94581,-299656894,1034,4,1,1,1,2
94594800,94581,-199656914,1034,4,1,1,1,2
94594900,94581,-99656935,1034,4,1,1,1,2
94595000,94581,343044,1034,4,1,1,1,2
94595100,94581,100343023,1034,4,1,1,1,2
94595200,94581,200343002,1034,4,1,1,1,2
94595300,94581,300342981,1034,4,1,1,1,2
94595400,94581,400342960,1034,4,1,1,1,2
94595500,94582,-499657061,1034,4,1,1,1,2
94595600,94582,-399657083,1034,4,1,1,1,2
94595700,94582,-299657103,1034,4,1,1,1,2
94595800,94582,-199657124,1034,4,1,1,1,2
94595900,94582,-99657145,1034,4,1,1,1,2
94596000,94582,342834,1034,4,1,1,1,2
94596100,94582,100342813,1034,4,1,1,1,2
94596200,94582,200342793,1034,4,1,1,1,2
94596300,94582,300342772,1034,4,1,1,1,2
94596400,94582,400342751,1034,4,1,1,1,2
94596500,94583,-499657270,1034,4,1,1,1,2
94596600,94583,-399657291,1034,4,1,1,1,2
94596700,94583,-299657312,1034,4,1,1,1,2
94596800,94583,-199657333,1034,4,1,1,1,2
94596900,94583,-99657354,1034,4,1,1,1,2
94597000,94583,342625,1034,4,1,1,1,2
94597100,94583,100342604,1034,4,1,1,1,2
94597200,94583,200342583,1034,4,1,1,1,2
94597300,94583,300342562,1034,4,1,1,1,2
94597400,94583,400342541,1034,4,1,1,1,2
94597500,94584,-499657480,1034,4,1,1,1,2
94597600,94584,-399657500,1034,4,1,1,1,2
94597700,94584,-299657521,1034,4,1,1,1,2
94597800,94584,-199657542,1034,4,1,1,1,2
94597900,94584,-99657563,1034,4,1,1,1,2
94598000,94584,342416,1034,4,1,1,1,2
94598100,94584,100342395,1034,4,1,1,1,2
94598200,94584,200342374,1034,4,1,1,1,2
94598300,94584,300342353,1034,4,1,1,1,2
94598400,94584,400342332,1034,4,1,1,1,2
94598500,94585,-499657688,1034,4,1,1,1,2
94598600,94585,-399657709,1034,4,1,1,1,2
94598700,94585,-299657730,1034,4,1,1,1,2
94598800,94585,-199657751,1034,4,1,1,1,2
94598900,94585,-99657772,1034,4,1,1,1,2
94599000,94585,342207,1034,4,1,1,1,2
94599100,94585,100342186,1034,4,1,1,1,2
94599200,94585,200342165,1034,4,1,1,1,2
94599300,94585,300342144,1034,4,1,1,1,2
94599400,94585,400342123,1034,4,1,1,1,2
94599500,94586,-499657898,1034,4,1,1,1,2
94599600,94586,-399657919,1034,4,1,1,1,2
94599700,94586,-299657940,1034,4,1,1,1,2
94599800,94586,-199657961,1034,4,1,1,1,2
94599900,94586,-99657981,1034,4,1,1,1,2
94600000,94586,341998,1034,4,1,1,1,2
94600100,94586,100341977,1034,4,1,1,1,2
94600200,94586,200341956,1034,4,1,1,1,2
94600300,94586,300341935,1034,4,1,1,1,2
94600400,94586,400341914,1034,4,1,1,1,2
94600500,94587,-499658107,1034,4,1,1,1,2
94600600,94587,-399658127,1034,4,1,1,1,2
94600700,94587,-299658148,1034,4,1,1,1,2
94600800,94587,-199658169,1034,4,1,1,1,2
94600900,94587,-99658190,1034,4,1,1,1,2
94601000,94587,341789,1034,4,1,1,1,2
94601100,94587,100341768,1034,4,1,1,1,2
94601200,94587,200341747,1034,4,1,1,1,2
94601300,94587,300341726,1034,4,1,1,1,2
94601400,94587,400341705,1034,4,1,1,1,2
94601500,94588,-499658316,1034,4,1,1,1,2
94601600,94588,-399658337,1034,4,1,1,1,2
94601700,94588,-299658358,1034,4,1,1,1,2
94601800,94588,-199658378,1034,4,1,1,1,2
94601900,94588,-99658399,1034,4,1,1,1,2
94602000,94588,341580,1034,4,1,1,1,2
94602100,94588,100341559,1034,4,1,1,1,2
94602200,94588,200341538,1034,4,1,1,1,2
94602300,94588,300341517,1034,4,1,1,1,2
94602400,94588,400341496,1034,4,1,1,1,2
94602500,94589,-499658525,1034,4,1,1,1,2
94602600,94589,-399658546,1034,4,1,1,1,2
94602700,94589,-299658567,1034,4,1,1,1,2
94602800,94589,-199658588,1034,4,1,1,1,2
94602900,94589,-99658609,1034,4,1,1,1,2
94603000,94589,341370,1034,4,1,1,1,2
94603100,94589,100341349,1034,4,1,1,1,2
94603200,94589,200341328,1034,4,1,1,1,2
94603300,94589,300341307,1034,4,1,1,1,2
94603400,94589,400341287,1034,4,1,1,1,2
94603500,94590,-499658735,1034,4,1,1,1,2
94603600,94590,-399658756,1034,4,1,1,1,2
94603700,94590,-299658777,1034,4,1,1,1,2
94603800,94590,-199658798,1034,4,1,1,1,2
94603900,94590,-99658819,1034,4,1,1,1,2
94604000,94590,341160,1034,4,1,1,1,2
94604100,94590,100341139,1034,4,1,1,1,2
94604200,94590,200341118,1034,4,1,1,1,2
94604300,94590,300341098,1034,4,1,1,1,2
94604400,94590,400341077,1034,4,1,1,1,2
94604500,94591,-499658944,1034,4,1,1,1,2
94604600,94591,-399658965,1034,4,1,1,1,2
94604700,94591,-299658987,1034,4,1,1,1,2
94604800,94591,-199659008,1034,4,1,1,1,2
94604900,94591,-99659029,1034,4,1,1,1,2
94605000,94591,340951,1034,4,1,1,1,2
94605100,94591,100340930,1034,4,1,1,1,2
94606000,94592,340741,1034,4,1,1,1,2
94606100,94592,100340720,1034,4,1,1,1,2
94606200,94592,200340699,1034,4,1,1,1,2
94606300,94592,300340678,1034,4,1,1,1,2
94606900,94593,-99659448,1034,4,1,1,1,2
94607000,94593,340531,1034,4,1,1,1,2
94607100,94593,100340510,1034,4,1,1,1,2
94607200,94593,200340490,1034,4,1,1,1,2
94607300,94593,300340469,1034,4,1,1,1,2
94608000,94594,340322,1034,4,1,1,1,2
94608100,94594,100340300,1034,4,1,1,1,2
94608200,94594,200340279,1034,4,1,1,1,2
