iTOW,ecefX,ecefY,ecefZ,pAcc
94565300,-241821497,538575616,240576530,197
94565400,-241821497,538575616,240576530,197
94565500,-241821497,538575616,240576530,197
94565600,-241821497,538575616,240576530,197
94565700,-241821497,538575616,240576530,197
94565800,-241821497,538575616,240576530,197
94565900,-241821497,538575616,240576530,197
94566000,-241821497,538575616,240576530,197
94566100,-241821497,538575616,240576530,197
94566200,-241821497,538575616,240576530,197
94566300,-241821497,538575616,240576530,197
94566400,-241821497,538575616,240576530,197
94566500,-241821497,538575616,240576530,197
94566600,-241821497,538575616,240576530,197
94566700,-241821497,538575616,240576530,197
94566800,-241821497,538575616,240576530,197
94566900,-241821497,538575616,240576530,197
94567000,-241821497,538575616,240576530,197
94567100,-241821497,538575616,240576530,197
94567200,-241821497,538575616,240576530,197
94567300,-241821497,538575616,240576530,197
94567400,-241821497,538575616,240576530,197
94567500,-241821497,538575616,240576530,197
94567600,-241821497,538575616,240576530,197
94567700,-241821497,538575616,240576530,197
94567800,-241821497,538575616,240576530,197
94567900,-241821497,538575616,240576530,197
94568000,-241821497,538575616,240576530,197
94568100,-241821497,538575616,240576530,197
94568200,-241821497,538575616,240576530,197
94568300,-241821497,538575616,240576530,197
94568400,-241821497,538575616,240576530,197
94568500,-241821497,538575616,240576530,197
94568600,-241821497,538575616,240576530,197
94568700,-241821497,538575616,240576530,197
94568800,-241821497,538575616,240576530,197
94568900,-241821497,538575616,240576530,197
94569000,-241821497,538575616,240576530,197
94569100,-241821497,538575616,240576530,197
94569200,-241821497,538575616,240576530,197
94569300,-241821497,538575616,240576530,197
94569400,-241821497,538575616,240576530,197
94569500,-241821497,538575616,240576530,197
94569600,-241821497,538575616,240576530,197
94569700,-241821497,538575616,240576530,197
94569800,-241821497,538575616,240576530,197
94569900,-241821497,538575616,240576530,197
94570000,-241821497,538575616,240576530,197
94570100,-241821497,538575616,240576530,197
94570200,-241821497,538575616,240576530,197
94570300,-241821497,538575616,240576530,197
94570400,-241821497,538575616,240576530,197
94570500,-241821497,538575616,240576530,197
94570600,-241821497,538575616,240576530,197
94570700,-241821497,538575616,240576530,197
94570800,-241821497,538575616,240576530,197
94570900,-241821497,538575616,240576530,197
94571000,-241821497,538575616,240576530,197
94571100,-241821497,538575616,240576530,197
94571200,-241821497,538575616,240576530,197
94571300,-241821497,538575616,240576530,197
94571400,-241821497,538575616,240576530,197
94571500,-241821497,538575616,240576530,197
94571600,-241821497,538575616,240576530,197
94571700,-241821497,538575616,240576530,197
94571800,-241821497,538575616,240576530,197
94571900,-241821497,538575616,240576530,197
94572000,-241821497,538575616,240576530,197
94572100,-241821497,538575616,240576530,197
94572200,-241821497,538575616,240576530,197
94572300,-241821497,538575616,240576530,197
94572400,-241821497,538575616,240576530,197
94572500,-241821497,538575616,240576530,197
94572600,-241821497,538575616,240576530,197
94572700,-241821497,538575616,240576530,197
94572800,-241821497,538575616,240576530,197
94572900,-241821497,538575616,240576530,197
94573000,-241821497,538575616,240576530,197
94573100,-241821497,538575616,240576530,197
94573200,-241821497,538575616,240576530,197
94573300,-241821497,538575616,240576530,197
94573400,-241821497,538575616,240576530,197
94573500,-241821497,538575616,240576530,197
94573600,-241821497,538575616,240576530,197
94573700,-241821497,538575616,240576530,197
94573800,-241821497,538575616,240576530,197
94573900,-241821497,538575616,240576530,197
94574000,-241821497,538575616,240576530,197
94574100,-241821497,538575616,240576530,197
94574200,-241821497,538575616,240576530,197
94574300,-241821497,538575616,240576530,197
94574400,-241821497,538575616,240576530,197
94574500,-241821497,538575616,240576530,197
94574600,-241821497,538575616,240576530,197
94574700,-241821497,538575616,240576530,197
94574800,-241821497,538575616,240576530,197
94574900,-241821497,538575616,240576530,197
94575000,-241821497,538575616,240576530,197
94575100,-241821497,538575616,240576530,197
94575200,-241821497,538575616,240576530,197
94575300,-241821497,538575616,240576530,197
94575400,-241821497,538575616,240576530,197
94575500,-241821497,538575616,240576530,197
94575600,-241821497,538575616,240576530,197
94575700,-241821497,538575616,240576530,197
94575800,-241821497,538575616,240576530,197
94575900,-241821497,538575616,240576530,197
94576000,-241821497,538575616,240576530,197
94576100,-241821497,538575616,240576530,197
94576200,-241821497,538575616,240576530,197
94576300,-241821497,538575616,240576530,197
94576400,-241821497,538575616,240576530,197
94576500,-241821497,538575616,240576530,197
94576600,-241821497,538575616,240576530,197
94576700,-241821497,538575616,240576530,197
94576800,-241821497,538575616,240576530,197
94576900,-241821497,538575616,240576530,197
94577000,-241821497,538575616,240576530,197
94577100,-241821497,538575616,240576530,197
94577200,-241821497,538575616,240576530,197
94577300,-241821497,538575616,240576530,197
94577400,-241821497,538575616,240576530,197
94577500,-241821497,538575616,240576530,197
94577600,-241821497,538575616,240576530,197
94577700,-241821497,538575616,240576530,197
94577800,-241821497,538575616,240576530,197
94577900,-241821497,538575616,240576530,197
94578000,-241821497,538575616,240576530,197
94578100,-241821497,538575616,240576530,197
94578200,-241821497,538575616,240576530,197
94578300,-241821497,538575616,240576530,197
94578400,-241821497,538575616,240576530,197
94578500,-241821497,538575616,240576530,197
94578600,-241821497,538575616,240576530,197
94578700,-241821497,538575616,240576530,197
94578800,-241821497,538575616,240576530,197
94578900,-241821497,538575616,240576530,197
94579000,-241821497,538575616,240576530,197
94579100,-241821497,538575616,240576530,197
94579200,-241821497,538575616,240576530,197
94579300,-241821497,538575616,240576530,197
94579400,-241821497,538575616,240576530,197
94579500,-241821497,538575616,240576530,197
94579600,-241821497,538575616,240576530,197
94579700,-241821497,538575616,240576530,197
94579800,-241821497,538575616,240576530,197
94579900,-241821497,538575616,240576530,197
94580000,-241821497,538575616,240576530,197
94580100,-241821497,538575616,240576530,197
94580200,-241821497,538575616,240576530,197
94580300,-241821497,538575616,240576530,197
94580400,-241821497,538575616,240576530,197
94580500,-241821497,538575616,240576530,197
94580600,-241821497,538575616,240576530,197
94580700,-241821497,538575616,240576530,197
94580800,-241821497,538575616,240576530,197
94580900,-241821497,538575616,240576530,197
94581000,-241821497,538575616,240576530,197
94581100,-241821497,538575616,240576530,197
94581200,-241821497,538575616,240576530,197
94581300,-241821497,538575616,240576530,197
94581400,-241821497,538575616,240576530,197
94581500,-241821497,538575616,240576530,197
94581600,-241821497,538575616,240576530,197
94581700,-241821497,538575616,240576530,197
94581800,-241821497,538575616,240576530,197
94581900,-241821497,538575616,240576530,197
94582000,-241821497,538575616,240576530,197
94582100,-241821497,538575616,240576530,197
94582200,-241821497,538575616,240576530,197
94582300,-241821497,538575616,240576530,197
94582400,-241821497,538575616,240576530,197
94582500,-241821497,538575616,240576530,197
94582600,-241821497,538575616,240576530,197
94582700,-241821497,538575616,240576530,197
94582800,-241821497,538575616,240576530,197
94582900,-241821497,538575616,240576530,197
94583000,-241821497,538575616,240576530,197
94583100,-241821497,538575616,240576530,197
94583200,-241821497,538575616,240576530,197
94583300,-241821497,538575616,240576530,197
94583400,-241821497,538575616,240576530,197
94583500,-241821497,538575616,240576530,197
94583600,-241821497,538575616,240576530,197
94583700,-241821497,538575616,240576530,197
94583800,-241821497,538575616,240576530,197
94583900,-241821497,538575616,240576530,197
94584000,-241821497,538575616,240576530,197
94584100,-241821497,538575616,240576530,197
94584200,-241821497,538575616,240576530,197
94584300,-241821497,538575616,240576530,197
94584400,-241821497,538575616,240576530,197
94584500,-241821497,538575616,240576530,197
94584600,-241821497,538575616,240576530,197
94584700,-241821497,538575616,240576530,197
94584800,-241821497,538575616,240576530,197
94584900,-241821497,538575616,240576530,197
94585000,-241821497,538575616,240576530,197
94585100,-241821497,538575616,240576530,197
94585200,-241821497,538575616,240576530,197
94585300,-241821497,538575616,240576530,197
94585400,-241821497,538575616,240576530,197
94585500,-241821497,538575616,240576530,197
94585600,-241821497,538575616,240576530,197
94585700,-241821497,538575616,240576530,197
94585800,-241821497,538575616,240576530,197
94585900,-241821497,538575616,240576530,197
94586000,-241821497,538575616,240576530,197
94586100,-241821497,538575616,240576530,197
94586200,-241821497,538575616,240576530,197
94586300,-241821497,538575616,240576530,197
94586400,-241821497,538575616,240576530,197
94586500,-241821497,538575616,240576530,197
94586600,-241821497,538575616,240576530,197
94586700,-241821497,538575616,240576530,197
94586800,-241821497,538575616,240576530,197
94586900,-241821497,538575616,240576530,197
94587000,-241821497,538575616,240576530,197
94587100,-241821497,538575616,240576530,197
94587200,-241821497,538575616,240576530,197
94587300,-241821497,538575616,240576530,197
94587400,-241821497,538575616,240576530,197
94587500,-241821497,538575616,240576530,197
94587600,-241821497,538575616,240576530,197
94587700,-241821497,538575616,240576530,197
94587800,-241821497,538575616,240576530,197
94587900,-241821497,538575616,240576530,197
94588000,-241821497,538575616,240576530,197
94588200,-241821497,538575616,240576530,197
94588300,-241821497,538575616,240576530,197
94588400,-241821497,538575616,240576530,197
94588500,-241821497,538575616,240576530,197
94588600,-241821497,538575616,240576530,197
94588700,-241821497,538575616,240576530,197
94588800,-241821497,538575616,240576530,197
94588900,-241821497,538575616,240576530,197
94589000,-241821497,538575616,240576530,197
94589100,-241821497,538575616,240576530,197
94589200,-241821497,538575616,240576530,197
94589300,-241821497,538575616,240576530,197
94589400,-241821497,538575616,240576530,197
94589500,-241821497,538575616,240576530,197
94589600,-241821497,538575616,240576530,197
94589700,-241821497,538575616,240576530,197
94589800,-241821497,538575616,240576530,197
94589900,-241821497,538575616,240576530,197
94590000,-241821497,538575616,240576530,197
94590200,-241821497,538575616,240576530,197
94590300,-241821497,538575616,240576530,197
94590400,-241821497,538575616,240576530,197
94590500,-241821497,538575616,240576530,197
94590600,-241821497,538575616,240576530,197
94590700,-241821497,538575616,240576530,197
94590800,-241821497,538575616,240576530,197
94590900,-241821497,538575616,240576530,197
94591000,-241821497,538575616,240576530,197
94591100,-241821497,538575616,240576530,197
94591200,-241821497,538575616,240576530,197
94591300,-241821497,538575616,240576530,197
94591400,-241821497,538575616,240576530,197
94591500,-241821497,538575616,240576530,197
94591600,-241821497,538575616,240576530,197
94591700,-241821497,538575616,240576530,197
94591800,-241821497,538575616,240576530,197
94591900,-241821497,538575616,240576530,197
94592000,-241821497,538575616,240576530,197
94592100,-241821497,538575616,240576530,197
94592200,-241821497,538575616,240576530,197
94592300,-241821497,538575616,240576530,197
94592400,-241821497,538575616,240576530,197
94592500,-241821497,538575616,240576530,197
94592600,-241821497,538575616,240576530,197
94592700,-241821497,538575616,240576530,197
94592800,-241821497,538575616,240576530,197
94592900,-241821497,538575616,240576530,197
94593000,-241821497,538575616,240576530,197
94593100,-241821497,538575616,240576530,197
94593200,-241821497,538575616,240576530,197
94593300,-241821497,538575616,240576530,197
94593400,-241821497,538575616,240576530,197
94593500,-241821497,538575616,240576530,197
94593600,-241821497,538575616,240576530,197
94593700,-241821497,538575616,240576530,197
94593800,-241821497,538575616,240576530,197
94593900,-241821497,538575616,240576530,197
94594000,-241821497,538575616,240576530,197
94594100,-241821497,538575616,240576530,197
94594200,-241821497,538575616,240576530,197
94594300,-241821497,538575616,240576530,197
94594400,-241821497,538575616,240576530,197
94594500,-241821497,538575616,240576530,197
94594600,-241821497,538575616,240576530,197
94594700,-241821497,538575616,240576530,197
94594800,-241821497,538575616,240576530,197
94594900,-241821497,538575616,240576530,197
94595000,-241821497,538575616,240576530,197
94595100,-241821497,538575616,240576530,197
94595200,-241821497,538575616,240576530,197
94595300,-241821497,538575616,240576530,197
94595400,-241821497,538575616,240576530,197
94595500,-241821497,538575616,240576530,197
94595600,-241821497,538575616,240576530,197
94595700,-241821497,538575616,240576530,197
94595800,-241821497,538575616,240576530,197
94595900,-241821497,538575616,240576530,197
94596000,-241821497,538575616,240576530,197
94596100,-241821497,538575616,240576530,197
94596200,-241821497,538575616,240576530,197
94596300,-241821497,538575616,240576530,197
94596400,-241821497,538575616,240576530,197
94596500,-241821497,538575616,240576530,197
94596600,-241821497,538575616,240576530,197
94596700,-241821497,538575616,240576530,197
94596800,-241821497,538575616,240576530,197
94596900,-241821497,538575616,240576530,197
94597000,-241821497,538575616,240576530,197
94597100,-241821497,538575616,240576530,197
94597200,-241821497,538575616,240576530,197
94597300,-241821497,538575616,240576530,197
94597400,-241821497,538575616,240576530,197
94597500,-241821497,538575616,240576530,197
94597600,-241821497,538575616,240576530,197
94597700,-241821497,538575616,240576530,197
94597800,-241821497,538575616,240576530,197
94597900,-241821497,538575616,240576530,197
94598000,-241821497,538575616,240576530,197
94598100,-241821497,538575616,240576530,197
94598200,-241821497,538575616,240576530,197
94598300,-241821497,538575616,240576530,197
94598400,-241821497,538575616,240576530,197
94598500,-241821497,538575616,240576530,197
94598600,-241821497,538575616,240576530,197
94598700,-241821497,538575616,240576530,197
94598800,-241821497,538575616,240576530,197
94598900,-241821497,538575616,240576530,197
94599000,-241821497,538575616,240576530,197
94599100,-241821497,538575616,240576530,197
94599200,-241821497,538575616,240576530,197
94599300,-241821497,538575616,240576530,197
94599400,-241821497,538575616,240576530,197
94599500,-241821497,538575616,240576530,197
94599600,-241821497,538575616,240576530,197
94599700,-241821497,538575616,240576530,197
94599800,-241821497,538575616,240576530,197
94599900,-241821497,538575616,240576530,197
94600000,-241821497,538575616,240576530,197
94600100,-241821497,538575616,240576530,197
94600200,-241821497,538575616,240576530,197
94600300,-241821497,538575616,240576530,197
94600400,-241821497,538575616,240576530,197
94600500,-241821497,538575616,240576530,197
94600600,-241821497,538575616,240576530,197
94600700,-241821497,538575616,240576530,197
94600800,-241821497,538575616,240576530,197
94600900,-241821497,538575616,240576530,197
94601000,-241821497,538575616,240576530,197
94601100,-241821497,538575616,240576530,197
94601200,-241821497,538575616,240576530,197
94601300,-241821497,538575616,240576530,197
94601400,-241821497,538575616,240576530,197
94601500,-241821497,538575616,240576530,197
94601600,-241821497,538575616,240576530,197
94601700,-241821497,538575616,240576530,197
94601800,-241821497,538575616,240576530,197
94601900,-241821497,538575616,240576530,197
94602000,-241821497,538575616,240576530,197
94602100,-241821497,538575616,240576530,197
94602200,-241821497,538575616,240576530,197
94602300,-241821497,538575616,240576530,197
94602400,-241821497,538575616,240576530,197
94602500,-241821497,538575616,240576530,197
94602600,-241821497,538575616,240576530,197
94602700,-241821497,538575616,240576530,197
94602800,-241821497,538575616,240576530,197
94602900,-241821497,538575616,240576530,197
94603000,-241821497,538575616,240576530,197
94603100,-241821497,538575616,240576530,197
94603200,-241821497,538575616,240576530,197
94603300,-241821497,538575616,240576530,197
94603400,-241821497,538575616,240576530,197
94603500,-241821497,538575616,240576530,197
94603600,-241821497,538575616,240576530,197
94603700,-241821497,538575616,240576530,197
94603800,-241821497,538575616,240576530,197
94603900,-241821497,538575616,240576530,197
94604000,-241821497,538575616,240576530,197
94604100,-241821497,538575616,240576530,197
94604200,-241821497,538575616,240576530,197
94604300,-241821497,538575616,240576530,197
94604400,-241821497,538575616,240576530,197
94604500,-241821497,538575616,240576530,197
94604600,-241821497,538575616,240576530,197
94604800,-241821497,538575616,240576530,197
94604900,-241821497,538575616,240576530,197
94605000,-241821497,538575616,240576530,197
94605100,-241821497,538575616,240576530,197
94606000,-241821497,538575616,240576530,197
94606100,-241821497,538575616,240576530,197
94606200,-241821497,538575616,240576530,197
94606300,-241821497,538575616,240576530,197
94606400,-241821497,538575616,240576530,197
94607000,-241821497,538575616,240576530,197
94607100,-241821497,538575616,240576530,197
94607200,-241821497,538575616,240576530,197
94607300,-241821497,538575616,240576530,197
94608000,-241821497,538575616,240576530,197
94608100,-241821497,538575616,240576530,197
94608200,-241821497,538575616,240576530,197
94608300,-241821497,538575616,240576530,197
94608400,-241821497,538575616,240576530,197
94609100,-241821497,538575616,240576530,197
94609200,-241821497,538575616,240576530,197
94609300,-241821497,538575616,240576530,197
94609400,-241821497,538575616,240576530,197
94609500,-241821497,538575616,240576530,197
94610200,-241821497,538575616,240576530,197
94610300,-241821497,538575616,240576530,197
94610400,-241821497,538575616,240576530,197
94610500,-241821497,538575616,240576530,197
94610600,-241821497,538575616,240576530,197
94611700,-241821497,538575616,240576530,197
94612400,-241821497,538575616,240576530,197
94612500,-241821497,538575616,240576530,197
94612600,-241821497,538575616,240576530,197
94612700,-241821497,538575616,240576530,197
94613500,-241821497,538575616,240576530,197
94613600,-241821497,538575616,240576530,197
94613700,-241821497,538575616,240576530,197
94613800,-241821497,538575616,240576530,197
94614600,-241821497,538575616,240576530,197
94614700,-241821497,538575616,240576530,197
94614800,-241821497,538575616,240576530,197
94614900,-241821497,538575616,240576530,197
94615000,-241821497,538575616,240576530,197
94615800,-241821497,538575616,240576530,197
94615900,-241821497,538575616,240576530,197
94616000,-241821497,538575616,240576530,197
94616100,-241821497,538575616,240576530,197
94617000,-241821497,538575616,240576530,197
94617100,-241821497,538575616,240576530,197
94617200,-241821497,538575616,240576530,197
94617300,-241821497,538575616,240576530,197
94618100,-241821497,538575616,240576530,197
94618200,-241821497,538575616,240576530,197
94618300,-241821497,538575616,240576530,197
94618400,-241821497,538575616,240576530,197
94618500,-241821497,538575616,240576530,197
94619200,-241821497,538575616,240576530,197
94619300,-241821497,538575616,240576530,197
94619400,-241821497,538575616,240576530,197
94619500,-241821497,538575616,240576530,197
94619700,-241821497,538575616,240576530,197
94619800,-241821497,538575616,240576530,197
94619900,-241821497,538575616,240576530,197
94620000,-241821497,538575616,240576530,197
94620200,-241821497,538575616,240576530,197
94620300,-241821497,538575616,240576530,197
94620400,-241821497,538575616,240576530,197
94620500,-241821497,538575616,240576530,197
94620600,-241821497,538575616,240576530,197
94620700,-241821497,538575616,240576530,197
94620800,-241821497,538575616,240576530,197
94620900,-241821497,538575616,240576530,197
94621000,-241821497,538575616,240576530,197
94621100,-241821497,538575616,240576530,197
94621200,-241821497,538575616,240576530,197
94621300,-241821497,538575616,240576530,197
94621400,-241821497,538575616,240576530,197
94621500,-241821497,538575616,240576530,197
94621600,-241821497,538575616,240576530,197
94621700,-241821497,538575616,240576530,197
94621800,-241821497,538575616,240576530,197
94621900,-241821497,538575616,240576530,197
94622000,-241821497,538575616,240576530,197
94622100,-241821497,538575616,240576530,197
94622200,-241821497,538575616,240576530,197
94622300,-241821497,538575616,240576530,197
94622400,-241821497,538575616,240576530,197
94622500,-241821497,538575616,240576530,197
94622600,-241821497,538575616,240576530,197
94622700,-241821497,538575616,240576530,197
94622800,-241821497,538575616,240576530,197
94622900,-241821497,538575616,240576530,197
94623000,-241821497,538575616,240576530,197
94623100,-241821497,538575616,240576530,197
94623200,-241821497,538575616,240576530,197
94623300,-241821497,538575616,240576530,197
94623400,-241821497,538575616,240576530,197
94623500,-241821497,538575616,240576530,197
94623600,-241821497,538575616,240576530,197
94623700,-241821497,538575616,240576530,197
94623800,-241821497,538575616,240576530,197
94623900,-241821497,538575616,240576530,197
94624000,-241821497,538575616,240576530,197
94624100,-241821497,538575616,240576530,197
94624200,-241821497,538575616,240576530,197
94624300,-241821497,538575616,240576530,197
94624400,-241821497,538575616,240576530,197
94624500,-241821497,538575616,240576530,197
94624600,-241821497,538575616,240576530,197
94624700,-241821497,538575616,240576530,197
94624800,-241821497,538575616,240576530,197
94624900,-241821497,538575616,240576530,197
94625000,-241821497,538575616,240576530,197
94625100,-241821497,538575616,240576530,197
94625200,-241821497,538575616,240576530,197
94625300,-241821497,538575616,240576530,197
94625400,-241821497,538575616,240576530,197
94625500,-241821497,538575616,240576530,197
94625600,-241821497,538575616,240576530,197
94625700,-241821497,538575616,240576530,197
94625800,-241821497,538575616,240576530,197
94625900,-241821497,538575616,240576530,197
94626000,-241821497,538575616,240576530,197
94626100,-241821497,538575616,240576530,197
94626200,-241821497,538575616,240576530,197
94626300,-241821497,538575616,240576530,197
94626400,-241821497,538575616,240576530,197
94626500,-241821497,538575616,240576530,197
94626600,-241821497,538575616,240576530,197
94626700,-241821497,538575616,240576530,197
94626800,-241821497,538575616,240576530,197
94626900,-241821497,538575616,240576530,197
94627000,-241821497,538575616,240576530,197
94627100,-241821497,538575616,240576530,197
94627200,-241821497,538575616,240576530,197
94627300,-241821497,538575616,240576530,197
94627400,-241821497,538575616,240576530,197
94627500,-241821497,538575616,240576530,197
94627600,-241821497,538575616,240576530,197
94627700,-241821497,538575616,240576530,197
94627800,-241821497,538575616,240576530,197
94627900,-241821497,538575616,240576530,197
94628000,-241821497,538575616,240576530,197
94628100,-241821497,538575616,240576530,197
94628200,-241821497,538575616,240576530,197
94628400,-241821497,538575616,240576530,197
94628500,-241821497,538575616,240576530,197
94628600,-241821497,538575616,240576530,197
94628700,-241821497,538575616,240576530,197
94628800,-241821497,538575616,240576530,197
94628900,-241821497,538575616,240576530,197
94629000,-241821497,538575616,240576530,197
94629100,-241821497,538575616,240576530,197
94629200,-241821497,538575616,240576530,197
94629300,-241821497,538575616,240576530,197
94629400,-241821497,538575616,240576530,197
94629500,-241821497,538575616,240576530,197
94629600,-241821497,538575616,240576530,197
94629700,-241821497,538575616,240576530,197
94629900,-241821497,538575616,240576530,197
94630000,-241821497,538575616,240576530,197
94630200,-241821497,538575616,240576530,197
94630300,-241821497,538575616,240576530,197
94630400,-241821497,538575616,240576530,197
94630500,-241821497,538575616,240576530,197
94630600,-241821497,538575616,240576530,197
94630700,-241821497,538575616,240576530,197
94630800,-241821497,538575616,240576530,197
94630900,-241821497,538575616,240576530,197
94631000,-241821497,538575616,240576530,197
94631100,-241821497,538575616,240576530,197
94631200,-241821497,538575616,240576530,197
94631300,-241821497,538575616,240576530,197
94631400,-241821497,538575616,240576530,197
94631500,-241821497,538575616,240576530,197
94631600,-241821497,538575616,240576530,197
94631700,-241821497,538575616,240576530,197
94631800,-241821497,538575616,240576530,197
94631900,-241821497,538575616,240576530,197
94632000,-241821497,538575616,240576530,197
94632100,-241821497,538575616,240576530,197
94632200,-241821497,538575616,240576530,197
94632300,-241821497,538575616,240576530,197
94632400,-241821497,538575616,240576530,197
94632500,-241821497,538575616,240576530,197
94632600,-241821497,538575616,240576530,197
94632700,-241821497,538575616,240576530,197
94632800,-241821497,538575616,240576530,197
94632900,-241821497,538575616,240576530,197
94633000,-241821497,538575616,240576530,197
94633200,-241821497,538575616,240576530,197
94633300,-241821497,538575616,240576530,197
94633400,-241821497,538575616,240576530,197
94633500,-241821497,538575616,240576530,197
94633600,-241821497,538575616,240576530,197
94633700,-241821497,538575616,240576530,197
94633800,-241821497,538575616,240576530,197
94633900,-241821497,538575616,240576530,197
94634000,-241821497,538575616,240576530,197
94634100,-241821497,538575616,240576530,197
94634200,-241821497,538575616,240576530,197
94634300,-241821497,538575616,240576530,197
94634400,-241821497,538575616,240576530,197
94634500,-241821497,538575616,240576530,197
94634600,-241821497,538575616,240576530,197
94634700,-241821497,538575616,240576530,197
94634800,-241821497,538575616,240576530,197
94634900,-241821497,538575616,240576530,197
94635000,-241821497,538575616,240576530,197
94635100,-241821497,538575616,240576530,197
94635200,-241821497,538575616,240576530,197
94635300,-241821497,538575616,240576530,197
94635400,-241821497,538575616,240576530,197
94635500,-241821497,538575616,240576530,197
94635600,-241821497,538575616,240576530,197
94635700,-241821497,538575616,240576530,197
94635800,-241821497,538575616,240576530,197
94635900,-241821497,538575616,240576530,197
94636000,-241821497,538575616,240576530,197
94636100,-241821497,538575616,240576530,197
94636200,-241821497,538575616,240576530,197
94636300,-241821497,538575616,240576530,197
94636400,-241821497,538575616,240576530,197
94636500,-241821497,538575616,240576530,197
94636600,-241821497,538575616,240576530,197
94636700,-241821497,538575616,240576530,197
94636800,-241821497,538575616,240576530,197
94636900,-241821497,538575616,240576530,197
94637000,-241821497,538575616,240576530,197
94637100,-241821497,538575616,240576530,197
94637200,-241821497,538575616,240576530,197
94637300,-241821497,538575616,240576530,197
94637400,-241821497,538575616,240576530,197
94637500,-241821497,538575616,240576530,197
94637600,-241821497,538575616,240576530,197
94637700,-241821497,538575616,240576530,197
94637800,-241821497,538575616,240576530,197
94637900,-241821497,538575616,240576530,197
94638000,-241821497,538575616,240576530,197
94638100,-241821497,538575616,240576530,197
94638200,-241821497,538575616,240576530,197
94638300,-241821497,538575616,240576530,197
94638400,-241821497,538575616,240576530,197
94638500,-241821497,538575616,240576530,197
94638600,-241821497,538575616,240576530,197
94638700,-241821497,538575616,240576530,197
94638800,-241821497,538575616,240576530,197
94638900,-241821497,538575616,240576530,197
94639000,-241821497,538575616,240576530,197
94639100,-241821497,538575616,240576530,197
94639200,-241821497,538575616,240576530,197
94639300,-241821497,538575616,240576530,197
94639400,-241821497,538575616,240576530,197
94639500,-241821497,538575616,240576530,197
94639600,-241821497,538575616,240576530,197
94639700,-241821497,538575616,240576530,197
94639800,-241821497,538575616,240576530,197
94639900,-241821497,538575616,240576530,197
94640000,-241821497,538575616,240576530,197
94640100,-241821497,538575616,240576530,197
94640200,-241821497,538575616,240576530,197
94640300,-241821497,538575616,240576530,197
94640400,-241821497,538575616,240576530,197
94640500,-241821497,538575616,240576530,197
94640600,-241821497,538575616,240576530,197
94640700,-241821497,538575616,240576530,197
94640800,-241821497,538575616,240576530,197
94640900,-241821497,538575616,240576530,197
94641000,-241821497,538575616,240576530,197
94641100,-241821497,538575616,240576530,197
94641200,-241821497,538575616,240576530,197
94641300,-241821497,538575616,240576530,197
94641400,-241821497,538575616,240576530,197
94641500,-241821497,538575616,240576530,197
94641600,-241821497,538575616,240576530,197
94641700,-241821497,538575616,240576530,197
94641800,-241821497,538575616,240576530,197
94641900,-241821497,538575616,240576530,197
94642000,-241821497,538575616,240576530,197
94642100,-241821497,538575616,240576530,197
94642200,-241821497,538575616,240576530,197
94642300,-241821497,538575616,240576530,197
94642400,-241821497,538575616,240576530,197
94642500,-241821497,538575616,240576530,197
94642600,-241821497,538575616,240576530,197
94642700,-241821497,538575616,240576530,197
94642800,-241821497,538575616,240576530,197
94642900,-241821497,538575616,240576530,197
94643000,-241821497,538575616,240576530,197
94643100,-241821497,538575616,240576530,197
94643200,-241821497,538575616,240576530,197
94643300,-241821497,538575616,240576530,197
94643400,-241821497,538575616,240576530,197
94643500,-241821497,538575616,240576530,197
94643600,-241821497,538575616,240576530,197
94643700,-241821497,538575616,240576530,197
94643800,-241821497,538575616,240576530,197
94643900,-241821497,538575616,240576530,197
94644000,-241821497,538575616,240576530,197
94644100,-241821497,538575616,240576530,197
94644200,-241821497,538575616,240576530,197
94644300,-241821497,538575616,240576530,197
94644400,-241821497,538575616,240576530,197
94644500,-241821497,538575616,240576530,197
94644600,-241821497,538575616,240576530,197
94644700,-241821497,538575616,240576530,197
94644800,-241821497,538575616,240576530,197
94644900,-241821497,538575616,240576530,197
94645000,-241821497,538575616,240576530,197
94645100,-241821497,538575616,240576530,197
94645200,-241821497,538575616,240576530,197
94645300,-241821497,538575616,240576530,197
94645400,-241821497,538575616,240576530,197
94645500,-241821497,538575616,240576530,197
94645600,-241821497,538575616,240576530,197
94645700,-241821497,538575616,240576530,197
94645800,-241821497,538575616,240576530,197
94645900,-241821497,538575616,240576530,197
94646000,-241821497,538575616,240576530,197
94646100,-241821497,538575616,240576530,197
94646200,-241821497,538575616,240576530,197
94646300,-241821497,538575616,240576530,197
94646400,-241821497,538575616,240576530,197
94646500,-241821497,538575616,240576530,197
94646600,-241821497,538575616,240576530,197
94646700,-241821497,538575616,240576530,197
94646800,-241821497,538575616,240576530,197
94646900,-241821497,538575616,240576530,197
94647000,-241821497,538575616,240576530,197
94647100,-241821497,538575616,240576530,197
94647200,-241821497,538575616,240576530,197
94647300,-241821497,538575616,240576530,197
94647400,-241821497,538575616,240576530,197
94647500,-241821497,538575616,240576530,197
94647600,-241821497,538575616,240576530,197
94647700,-241821497,538575616,240576530,197
94647800,-241821497,538575616,240576530,197
94647900,-241821497,538575616,240576530,197
94648000,-241821497,538575616,240576530,197
94648100,-241821497,538575616,240576530,197
94648200,-241821497,538575616,240576530,197
94648300,-241821497,538575616,240576530,197
94648400,-241821497,538575616,240576530,197
94648500,-241821497,538575616,240576530,197
