iTOW,galTow,fGalTow,galWno,leapS,galTowValid,galWnoValid,leapSValid,tAcc
94548200,94548,200352960,1366,18,1,1,1,2
94548300,94548,300352938,1366,18,1,1,1,2
94548400,94548,400352917,1366,18,1,1,1,2
94548500,94549,-499647105,1366,18,1,1,1,2
94548600,94549,-399647126,1366,18,1,1,1,2
94548700,94549,-299647148,1366,18,1,1,1,2
94548800,94549,-199647169,1366,18,1,1,1,2
94548900,94549,-99647191,1366,18,1,1,1,2
94549000,94549,352788,1366,18,1,1,1,2
94549200,94549,200352745,1366,18,1,1,1,2
94549300,94549,300352724,1366,18,1,1,1,2
94549400,94549,400352703,1366,18,1,1,1,2
94549500,94550,-499647319,1366,18,1,1,1,2
94549600,94550,-399647340,1366,18,1,1,1,2
94549700,94550,-299647361,1366,18,1,1,1,2
94549800,94550,-199647382,1366,18,1,1,1,2
94549900,94550,-99647403,1366,18,1,1,1,2
94550000,94550,352576,1366,18,1,1,1,2
94550200,94550,200352533,1366,18,1,1,1,2
94550300,94550,300352512,1366,18,1,1,1,2
94550400,94550,400352491,1366,18,1,1,1,2
94550500,94551,-499647530,1366,18,1,1,1,2
94550600,94551,-399647551,1366,18,1,1,1,2
94550700,94551,-299647572,1366,18,1,1,1,2
94550800,94551,-199647593,1366,18,1,1,1,2
94550900,94551,-99647615,1366,18,1,1,1,2
94551000,94551,352364,1366,18,1,1,1,2
94551100,94551,100352344,1366,18,1,1,1,2
94551200,94551,200352322,1366,18,1,1,1,2
94551300,94551,300352301,1366,18,1,1,1,2
94551400,94551,400352280,1366,18,1,1,1,2
94551500,94552,-499647741,1366,18,1,1,1,2
94551600,94552,-399647762,1366,18,1,1,1,2
94551700,94552,-299647783,1366,18,1,1,1,2
94551800,94552,-199647805,1366,18,1,1,1,2
94551900,94552,-99647826,1366,18,1,1,1,2
94552000,94552,352152,1366,18,1,1,1,2
94552200,94552,200352110,1366,18,1,1,1,2
94552300,94552,300352089,1366,18,1,1,1,2
94552400,94552,400352068,1366,18,1,1,1,2
94552500,94553,-499647953,1366,18,1,1,1,2
94552600,94553,-399647974,1366,18,1,1,1,2
94552700,94553,-299647995,1366,18,1,1,1,2
94552800,94553,-199648016,1366,18,1,1,1,2
94552900,94553,-99648038,1366,18,1,1,1,2
94553000,94553,351941,1366,18,1,1,1,2
94553100,94553,100351920,1366,18,1,1,1,2
94553200,94553,200351899,1366,18,1,1,1,2
94553300,94553,300351878,1366,18,1,1,1,2
94553400,94553,400351857,1366,18,1,1,1,2
94553500,94554,-499648164,1366,18,1,1,1,2
94553600,94554,-399648186,1366,18,1,1,1,2
94553700,94554,-299648207,1366,18,1,1,1,2
94553800,94554,-199648228,1366,18,1,1,1,2
94553900,94554,-99648249,1366,18,1,1,1,2
94554000,94554,351729,1366,18,1,1,1,2
94554200,94554,200351687,1366,18,1,1,1,2
94554300,94554,300351666,1366,18,1,1,1,2
94554400,94554,400351645,1366,18,1,1,1,2
94554500,94555,-499648376,1366,18,1,1,1,2
94554600,94555,-399648398,1366,18,1,1,1,2
94554700,94555,-299648419,1366,18,1,1,1,2
94554800,94555,-199648440,1366,18,1,1,1,2
94554900,94555,-99648461,1366,18,1,1,1,2
94555000,94555,351518,1366,18,1,1,1,2
94555100,94555,100351496,1366,18,1,1,1,2
94555200,94555,200351475,1366,18,1,1,1,2
94555300,94555,300351453,1366,18,1,1,1,2
94555400,94555,400351432,1366,18,1,1,1,2
94555500,94556,-499648589,1366,18,1,1,1,2
94555600,94556,-399648610,1366,18,1,1,1,2
94555700,94556,-299648631,1366,18,1,1,1,2
94555800,94556,-199648653,1366,18,1,1,1,2
94555900,94556,-99648674,1366,18,1,1,1,2
94556000,94556,351305,1366,18,1,1,1,2
94556200,94556,200351262,1366,18,1,1,1,2
94556300,94556,300351241,1366,18,1,1,1,2
94556400,94556,400351220,1366,18,1,1,1,2
94556500,94557,-499648802,1366,18,1,1,1,2
94556600,94557,-399648823,1366,18,1,1,1,2
94556700,94557,-299648844,1366,18,1,1,1,2
94556800,94557,-199648865,1366,18,1,1,1,2
94556900,94557,-99648886,1366,18,1,1,1,2
94557000,94557,351093,1366,18,1,1,1,2
94557200,94557,200351050,1366,18,1,1,1,2
94557300,94557,300351029,1366,18,1,1,1,2
94557400,94557,400351008,1366,18,1,1,1,2
94557500,94558,-499649013,1366,18,1,1,1,2
94557600,94558,-399649035,1366,18,1,1,1,2
94557700,94558,-299649056,1366,18,1,1,1,2
94557800,94558,-199649077,1366,18,1,1,1,2
94557900,94558,-99649098,1366,18,1,1,1,2
94558000,94558,350881,1366,18,1,1,1,2
94558100,94558,100350860,1366,18,1,1,1,2
94558200,94558,200350838,1366,18,1,1,1,2
94558300,94558,300350817,1366,18,1,1,1,2
94558400,94558,400350796,1366,18,1,1,1,2
94558500,94559,-499649225,1366,18,1,1,1,2
94558600,94559,-399649246,1366,18,1,1,1,2
94558700,94559,-299649267,1366,18,1,1,1,2
94558800,94559,-199649289,1366,18,1,1,1,2
94558900,94559,-99649310,1366,18,1,1,1,2
94559000,94559,350669,1366,18,1,1,1,2
94559100,94559,100350648,1366,18,1,1,1,2
94559200,94559,200350627,1366,18,1,1,1,2
94559300,94559,300350605,1366,18,1,1,1,2
94559400,94559,400350584,1366,18,1,1,1,2
94559500,94560,-499649437,1366,18,1,1,1,2
94559600,94560,-399649458,1366,18,1,1,1,2
94559700,94560,-299649479,1366,18,1,1,1,2
94559800,94560,-199649500,1366,18,1,1,1,2
94559900,94560,-99649521,1366,18,1,1,1,2
94560000,94560,350458,1366,18,1,1,1,2
94560200,94560,200350415,1366,18,1,1,1,2
94560300,94560,300350394,1366,18,1,1,1,2
94560400,94560,400350373,1366,18,1,1,1,2
94560500,94561,-499649648,1366,18,1,1,1,2
94560600,94561,-399649669,1366,18,1,1,1,2
94560700,94561,-299649690,1366,18,1,1,1,2
94560800,94561,-199649712,1366,18,1,1,1,2
94560900,94561,-99649733,1366,18,1,1,1,2
94561000,94561,350246,1366,18,1,1,1,2
94561100,94561,100350224,1366,18,1,1,1,2
94561200,94561,200350203,1366,18,1,1,1,2
94561300,94561,300350182,1366,18,1,1,1,2
94561400,94561,400350161,1366,18,1,1,1,2
94561500,94562,-499649860,1366,18,1,1,1,2
94561600,94562,-399649881,1366,18,1,1,1,2
94561700,94562,-299649903,1366,18,1,1,1,2
94561800,94562,-199649924,1366,18,1,1,1,2
94561900,94562,-99649945,1366,18,1,1,1,2
94562000,94562,350034,1366,18,1,1,1,2
94562100,94562,100350012,1366,18,1,1,1,2
94562200,94562,200349991,1366,18,1,1,1,2
94562300,94562,300349970,1366,18,1,1,1,2
94562400,94562,400349949,1366,18,1,1,1,2
94562500,94563,-499650072,1366,18,1,1,1,2
94562600,94563,-399650093,1366,18,1,1,1,2
94562700,94563,-299650115,1366,18,1,1,1,2
94562800,94563,-199650136,1366,18,1,1,1,2
94562900,94563,-99650157,1366,18,1,1,1,2
94563000,94563,349822,1366,18,1,1,1,2
94563100,94563,100349800,1366,18,1,1,1,2
94563200,94563,200349779,1366,18,1,1,1,2
94563300,94563,300349758,1366,18,1,1,1,2
94563400,94563,400349737,1366,18,1,1,1,2
94563500,94564,-499650285,1366,18,1,1,1,2
94563600,94564,-399650306,1366,18,1,1,1,2
94563700,94564,-299650327,1366,18,1,1,1,2
94563800,94564,-199650348,1366,18,1,1,1,2
94563900,94564,-99650369,1366,18,1,1,1,2
94564000,94564,349609,1366,18,1,1,1,2
94564100,94564,100349588,1366,18,1,1,1,2
94564200,94564,200349567,1366,18,1,1,1,2
94564300,94564,300349545,1366,18,1,1,1,2
94564400,94564,400349524,1366,18,1,1,1,2
94564500,94565,-499650497,1366,18,1,1,1,2
94564600,94565,-399650518,1366,18,1,1,1,2
94564700,94565,-299650539,1366,18,1,1,1,2
94564800,94565,-199650560,1366,18,1,1,1,2
94564900,94565,-99650582,1366,18,1,1,1,2
94565000,94565,349397,1366,18,1,1,1,2
94565100,94565,100349376,1366,18,1,1,1,2
94565200,94565,200349355,1366,18,1,1,1,2
94565300,94565,300349334,1366,18,1,1,1,2
94565400,94565,400349313,1366,18,1,1,1,2
94565500,94566,-499650709,1366,18,1,1,1,2
94565600,94566,-399650730,1366,18,1,1,1,2
94565700,94566,-299650751,1366,18,1,1,1,2
94565800,94566,-199650772,1366,18,1,1,1,2
94565900,94566,-99650793,1366,18,1,1,1,2
94566000,94566,349186,1366,18,1,1,1,2
94566100,94566,100349165,1366,18,1,1,1,2
94566200,94566,200349144,1366,18,1,1,1,2
94566300,94566,300349122,1366,18,1,1,1,2
94566400,94566,400349101,1366,18,1,1,1,2
94566500,94567,-499650920,1366,18,1,1,1,2
94566600,94567,-399650941,1366,18,1,1,1,2
94566700,94567,-299650962,1366,18,1,1,1,2
94566800,94567,-199650984,1366,18,1,1,1,2
94566900,94567,-99651005,1366,18,1,1,1,2
94567000,94567,348974,1366,18,1,1,1,2
94567100,94567,100348953,1366,18,1,1,1,2
94567200,94567,200348932,1366,18,1,1,1,2
94567300,94567,300348911,1366,18,1,1,1,2
94567400,94567,400348890,1366,18,1,1,1,2
94567500,94568,-499651132,1366,18,1,1,1,2
94567600,94568,-399651153,1366,18,1,1,1,2
94567700,94568,-299651174,1366,18,1,1,1,2
94567800,94568,-199651195,1366,18,1,1,1,2
94567900,94568,-99651216,1366,18,1,1,1,2
94568000,94568,348762,1366,18,1,1,1,2
94568100,94568,100348741,1366,18,1,1,1,2
94568200,94568,200348720,1366,18,1,1,1,2
94568300,94568,300348699,1366,18,1,1,1,2
94568400,94568,400348678,1366,18,1,1,1,2
94568500,94569,-499651344,1366,18,1,1,1,2
94568600,94569,-399651365,1366,18,1,1,1,2
94568700,94569,-299651386,1366,18,1,1,1,2
94568800,94569,-199651407,1366,18,1,1,1,2
94568900,94569,-99651428,1366,18,1,1,1,2
94569000,94569,348551,1366,18,1,1,1,2
94569100,94569,100348529,1366,18,1,1,1,2
94569200,94569,200348508,1366,18,1,1,1,2
94569300,94569,300348487,1366,18,1,1,1,2
94569400,94569,400348466,1366,18,1,1,1,2
94569500,94570,-499651555,1366,18,1,1,1,2
94569600,94570,-399651576,1366,18,1,1,1,2
94569700,94570,-299651598,1366,18,1,1,1,2
94569800,94570,-199651619,1366,18,1,1,1,2
94569900,94570,-99651640,1366,18,1,1,1,2
94570000,94570,348339,1366,18,1,1,1,2
94570100,94570,100348318,1366,18,1,1,1,2
94570200,94570,200348296,1366,18,1,1,1,2
94570300,94570,300348275,1366,18,1,1,1,2
94570400,94570,400348254,1366,18,1,1,1,2
94570500,94571,-499651767,1366,18,1,1,1,2
94570600,94571,-399651788,1366,18,1,1,1,2
94570700,94571,-299651810,1366,18,1,1,1,2
94570800,94571,-199651831,1366,18,1,1,1,2
94570900,94571,-99651852,1366,18,1,1,1,2
94571000,94571,348127,1366,18,1,1,1,2
94571100,94571,100348106,1366,18,1,1,1,2
94571200,94571,200348084,1366,18,1,1,1,2
94571300,94571,300348063,1366,18,1,1,1,2
94571400,94571,400348042,1366,18,1,1,1,2
94571500,94572,-499651979,1366,18,1,1,1,2
94571600,94572,-399652000,1366,18,1,1,1,2
94571700,94572,-299652022,1366,18,1,1,1,2
94571800,94572,-199652043,1366,18,1,1,1,2
94571900,94572,-99652064,1366,18,1,1,1,2
94572000,94572,347914,1366,18,1,1,1,2
94572100,94572,100347893,1366,18,1,1,1,2
94572200,94572,200347872,1366,18,1,1,1,2
94572300,94572,300347851,1366,18,1,1,1,2
94572400,94572,400347829,1366,18,1,1,1,2
94572500,94573,-499652192,1366,18,1,1,1,2
94572600,94573,-399652213,1366,18,1,1,1,2
94572700,94573,-299652234,1366,18,1,1,1,2
94572800,94573,-199652255,1366,18,1,1,1,2
94572900,94573,-99652277,1366,18,1,1,1,2
94573000,94573,347702,1366,18,1,1,1,2
94573100,94573,100347681,1366,18,1,1,1,2
94573200,94573,200347660,1366,18,1,1,1,2
94573300,94573,300347639,1366,18,1,1,1,2
94573400,94573,400347618,1366,18,1,1,1,2
94573500,94574,-499652404,1366,18,1,1,1,2
94573600,94574,-399652425,1366,18,1,1,1,2
94573700,94574,-299652446,1366,18,1,1,1,2
94573800,94574,-199652467,1366,18,1,1,1,2
94573900,94574,-99652488,1366,18,1,1,1,2
94574000,94574,347491,1366,18,1,1,1,2
94574100,94574,100347469,1366,18,1,1,1,2
94574200,94574,200347448,1366,18,1,1,1,2
94574300,94574,300347427,1366,18,1,1,1,2
94574400,94574,400347405,1366,18,1,1,1,2
94574500,94575,-499652616,1366,18,1,1,1,2
94574600,94575,-399652637,1366,18,1,1,1,2
94574700,94575,-299652658,1366,18,1,1,1,2
94574800,94575,-199652679,1366,18,1,1,1,2
94574900,94575,-99652700,1366,18,1,1,1,2
94575000,94575,347278,1366,18,1,1,1,2
94575100,94575,100347257,1366,18,1,1,1,2
94575200,94575,200347236,1366,18,1,1,1,2
94575300,94575,300347214,1366,18,1,1,1,2
94575400,94575,400347193,1366,18,1,1,1,2
94575500,94576,-499652828,1366,18,1,1,1,2
94575600,94576,-399652849,1366,18,1,1,1,2
94575700,94576,-299652871,1366,18,1,1,1,2
94575800,94576,-199652892,1366,18,1,1,1,2
94575900,94576,-99652913,1366,18,1,1,1,2
94576000,94576,347066,1366,18,1,1,1,2
94576100,94576,100347045,1366,18,1,1,1,2
94576200,94576,200347024,1366,18,1,1,1,2
94576300,94576,300347003,1366,18,1,1,1,2
94576400,94576,400346981,1366,18,1,1,1,2
94576500,94577,-499653040,1366,18,1,1,1,2
94576600,94577,-399653061,1366,18,1,1,1,2
94576700,94577,-299653082,1366,18,1,1,1,2
94576800,94577,-199653103,1366,18,1,1,1,2
94576900,94577,-99653124,1366,18,1,1,1,2
94577000,94577,346855,1366,18,1,1,1,2
94577100,94577,100346833,1366,18,1,1,1,2
94577200,94577,200346812,1366,18,1,1,1,2
94577300,94577,300346791,1366,18,1,1,1,2
94577400,94577,400346770,1366,18,1,1,1,2
94577500,94578,-499653251,1366,18,1,1,1,2
94577600,94578,-399653272,1366,18,1,1,1,2
94577700,94578,-299653293,1366,18,1,1,1,2
94577800,94578,-199653314,1366,18,1,1,1,2
94577900,94578,-99653336,1366,18,1,1,1,2
94578000,94578,346643,1366,18,1,1,1,2
94578100,94578,100346622,1366,18,1,1,1,2
94578200,94578,200346601,1366,18,1,1,1,2
94578300,94578,300346580,1366,18,1,1,1,6
94578400,94578,400346558,1366,18,1,1,1,4
94578500,94579,-499653463,1366,18,1,1,1,4
94578600,94579,-399653485,1366,18,1,1,1,3
94578700,94579,-299653506,1366,18,1,1,1,3
94578800,94579,-199653527,1366,18,1,1,1,3
94578900,94579,-99653548,1366,18,1,1,1,3
94579000,94579,346431,1366,18,1,1,1,3
94579100,94579,100346409,1366,18,1,1,1,3
94579200,94579,200346388,1366,18,1,1,1,6
94579300,94579,300346367,1366,18,1,1,1,4
94579400,94579,400346346,1366,18,1,1,1,4
94579500,94580,-499653675,1366,18,1,1,1,3
94579600,94580,-399653696,1366,18,1,1,1,3
94579700,94580,-299653717,1366,18,1,1,1,3
94579800,94580,-199653738,1366,18,1,1,1,3
94579900,94580,-99653760,1366,18,1,1,1,3
94580000,94580,346219,1366,18,1,1,1,3
94580100,94580,100346198,1366,18,1,1,1,2
94580200,94580,200346177,1366,18,1,1,1,2
94580300,94580,300346156,1366,18,1,1,1,2
94580400,94580,400346135,1366,18,1,1,1,2
94580500,94581,-499653886,1366,18,1,1,1,2
94580600,94581,-399653907,1366,18,1,1,1,2
94580700,94581,-299653929,1366,18,1,1,1,2
94580800,94581,-199653950,1366,18,1,1,1,2
94580900,94581,-99653971,1366,18,1,1,1,2
94581000,94581,346008,1366,18,1,1,1,2
94581100,94581,100345987,1366,18,1,1,1,2
94581200,94581,200345966,1366,18,1,1,1,2
94581300,94581,300345945,1366,18,1,1,1,2
94581400,94581,400345924,1366,18,1,1,1,2
94581500,94582,-499654097,1366,18,1,1,1,2
94581600,94582,-399654118,1366,18,1,1,1,2
94581700,94582,-299654139,1366,18,1,1,1,2
94581800,94582,-199654161,1366,18,1,1,1,2
94581900,94582,-99654182,1366,18,1,1,1,2
94582000,94582,345797,1366,18,1,1,1,2
94582100,94582,100345776,1366,18,1,1,1,2
94582200,94582,200345755,1366,18,1,1,1,2
94582300,94582,300345735,1366,18,1,1,1,2
94582400,94582,400345714,1366,18,1,1,1,2
94582500,94583,-499654308,1366,18,1,1,1,2
94582600,94583,-399654329,1366,18,1,1,1,2
94582700,94583,-299654349,1366,18,1,1,1,2
94582800,94583,-199654370,1366,18,1,1,1,2
94582900,94583,-99654391,1366,18,1,1,1,2
94583000,94583,345588,1366,18,1,1,1,2
94583100,94583,100345567,1366,18,1,1,1,2
94583200,94583,200345546,1366,18,1,1,1,2
94583300,94583,300345525,1366,18,1,1,1,2
94583400,94583,400345504,1366,18,1,1,1,2
94583500,94584,-499654517,1366,18,1,1,1,2
94583600,94584,-399654538,1366,18,1,1,1,2
94583700,94584,-299654560,1366,18,1,1,1,2
94583800,94584,-199654581,1366,18,1,1,1,2
94583900,94584,-99654602,1366,18,1,1,1,2
94584000,94584,345377,1366,18,1,1,1,2
94584100,94584,100345356,1366,18,1,1,1,2
94584200,94584,200345335,1366,18,1,1,1,2
94584300,94584,300345314,1366,18,1,1,1,2
94584400,94584,400345293,1366,18,1,1,1,2
94584500,94585,-499654728,1366,18,1,1,1,2
94584600,94585,-399654749,1366,18,1,1,1,2
94584700,94585,-299654770,1366,18,1,1,1,2
94584800,94585,-199654792,1366,18,1,1,1,2
94584900,94585,-99654813,1366,18,1,1,1,2
94585000,94585,345166,1366,18,1,1,1,2
94585100,94585,100345145,1366,18,1,1,1,2
94585200,94585,200345124,1366,18,1,1,1,2
94585300,94585,300345103,1366,18,1,1,1,2
94585400,94585,400345082,1366,18,1,1,1,2
94585500,94586,-499654939,1366,18,1,1,1,2
94585600,94586,-399654960,1366,18,1,1,1,2
94585700,94586,-299654981,1366,18,1,1,1,2
94585800,94586,-199655002,1366,18,1,1,1,2
94585900,94586,-99655023,1366,18,1,1,1,2
94586000,94586,344956,1366,18,1,1,1,2
94586100,94586,100344935,1366,18,1,1,1,2
94586200,94586,200344914,1366,18,1,1,1,2
94586300,94586,300344893,1366,18,1,1,1,2
94586400,94586,400344872,1366,18,1,1,1,2
94586500,94587,-499655149,1366,18,1,1,1,2
94586600,94587,-399655169,1366,18,1,1,1,2
94586700,94587,-299655190,1366,18,1,1,1,2
94586800,94587,-199655212,1366,18,1,1,1,2
94586900,94587,-99655233,1366,18,1,1,1,2
94587000,94587,344746,1366,18,1,1,1,2
94587100,94587,100344725,1366,18,1,1,1,2
94587200,94587,200344705,1366,18,1,1,1,2
94587300,94587,300344684,1366,18,1,1,1,2
94587400,94587,400344662,1366,18,1,1,1,2
94587500,94588,-499655359,1366,18,1,1,1,2
94587600,94588,-399655380,1366,18,1,1,1,2
94587700,94588,-299655401,1366,18,1,1,1,2
94587800,94588,-199655422,1366,18,1,1,1,2
94587900,94588,-99655443,1366,18,1,1,1,2
94588000,94588,344536,1366,18,1,1,1,2
94588200,94588,200344494,1366,18,1,1,1,2
94588300,94588,300344473,1366,18,1,1,1,2
94588400,94588,400344452,1366,18,1,1,1,2
94588500,94589,-499655569,1366,18,1,1,1,2
94588600,94589,-399655590,1366,18,1,1,1,2
94588700,94589,-299655611,1366,18,1,1,1,2
94588800,94589,-199655632,1366,18,1,1,1,2
94588900,94589,-99655653,1366,18,1,1,1,2
94589000,94589,344325,1366,18,1,1,1,2
94589100,94589,100344304,1366,18,1,1,1,2
94589200,94589,200344283,1366,18,1,1,1,2
94589300,94589,300344262,1366,18,1,1,1,2
94589400,94589,400344241,1366,18,1,1,1,2
94589500,94590,-499655780,1366,18,1,1,1,2
94589600,94590,-399655801,1366,18,1,1,1,2
94589700,94590,-299655822,1366,18,1,1,1,2
94589800,94590,-199655843,1366,18,1,1,1,2
94589900,94590,-99655864,1366,18,1,1,1,2
94590000,94590,344115,1366,18,1,1,1,2
94590200,94590,200344072,1366,18,1,1,1,2
94590300,94590,300344051,1366,18,1,1,1,2
94590400,94590,400344030,1366,18,1,1,1,2
94590500,94591,-499655990,1366,18,1,1,1,2
94590600,94591,-399656012,1366,18,1,1,1,2
94590700,94591,-299656034,1366,18,1,1,1,2
94590800,94591,-199656055,1366,18,1,1,1,2
94590900,94591,-99656076,1366,18,1,1,1,2
94591000,94591,343904,1366,18,1,1,1,2
94591100,94591,100343883,1366,18,1,1,1,2
94591200,94591,200343861,1366,18,1,1,1,2
94591300,94591,300343840,1366,18,1,1,1,2
94591400,94591,400343819,1366,18,1,1,1,2
94591500,94592,-499656201,1366,18,1,1,1,2
94591600,94592,-399656223,1366,18,1,1,1,2
94591700,94592,-299656244,1366,18,1,1,1,2
94591800,94592,-199656266,1366,18,1,1,1,2
94591900,94592,-99656287,1366,18,1,1,1,2
94592000,94592,343692,1366,18,1,1,1,2
94592100,94592,100343671,1366,18,1,1,1,2
94592200,94592,200343650,1366,18,1,1,1,2
94592300,94592,300343629,1366,18,1,1,1,2
94592400,94592,400343608,1366,18,1,1,1,2
94592500,94593,-499656413,1366,18,1,1,1,2
94592600,94593,-399656434,1366,18,1,1,1,2
94592700,94593,-299656455,1366,18,1,1,1,2
94592800,94593,-199656477,1366,18,1,1,1,2
94592900,94593,-99656498,1366,18,1,1,1,2
94593000,94593,343482,1366,18,1,1,1,2
94593100,94593,100343461,1366,18,1,1,1,2
94593200,94593,200343440,1366,18,1,1,1,2
94593300,94593,300343419,1366,18,1,1,1,2
94593400,94593,400343398,1366,18,1,1,1,2
94593500,94594,-499656623,1366,18,1,1,1,2
94593600,94594,-399656644,1366,18,1,1,1,2
94593700,94594,-299656664,1366,18,1,1,1,2
94593800,94594,-199656685,1366,18,1,1,1,2
94593900,94594,-99656706,1366,18,1,1,1,2
94594000,94594,343273,1366,18,1,1,1,2
94594100,94594,100343252,1366,18,1,1,1,2
94594200,94594,200343231,1366,18,1,1,1,2
94594300,94594,300343211,1366,18,1,1,1,2
94594400,94594,400343190,1366,18,1,1,1,2
94594500,94595,-499656832,1366,18,1,1,1,2
94594600,94595,-399656853,1366,18,1,1,1,2
94594700,94595,-299656874,1366,18,1,1,1,2
94594800,94595,-199656894,1366,18,1,1,1,2
94594900,94595,-99656915,1366,18,1,1,1,2
94595000,94595,343064,1366,18,1,1,1,2
94595100,94595,100343043,1366,18,1,1,1,2
94595200,94595,200343022,1366,18,1,1,1,2
94595300,94595,300343001,1366,18,1,1,1,2
94595400,94595,400342980,1366,18,1,1,1,2
94595500,94596,-499657041,1366,18,1,1,1,2
94595600,94596,-399657062,1366,18,1,1,1,2
94595700,94596,-299657083,1366,18,1,1,1,2
94595800,94596,-199657104,1366,18,1,1,1,2
94595900,94596,-99657125,1366,18,1,1,1,2
94596000,94596,342855,1366,18,1,1,1,2
94596100,94596,100342834,1366,18,1,1,1,2
94596200,94596,200342813,1366,18,1,1,1,2
94596300,94596,300342792,1366,18,1,1,1,2
94596400,94596,400342771,1366,18,1,1,1,2
94596500,94597,-499657249,1366,18,1,1,1,2
94596600,94597,-399657270,1366,18,1,1,1,2
94596700,94597,-299657291,1366,18,1,1,1,2
94596800,94597,-199657313,1366,18,1,1,1,2
94596900,94597,-99657334,1366,18,1,1,1,2
94597000,94597,342645,1366,18,1,1,1,2
94597100,94597,100342625,1366,18,1,1,1,2
94597200,94597,200342604,1366,18,1,1,1,2
94597300,94597,300342582,1366,18,1,1,1,2
94597400,94597,400342561,1366,18,1,1,1,2
94597500,94598,-499657459,1366,18,1,1,1,2
94597600,94598,-399657480,1366,18,1,1,1,2
94597700,94598,-299657501,1366,18,1,1,1,2
94597800,94598,-199657522,1366,18,1,1,1,2
94597900,94598,-99657543,1366,18,1,1,1,2
94598000,94598,342436,1366,18,1,1,1,2
94598100,94598,100342415,1366,18,1,1,1,2
94598200,94598,200342394,1366,18,1,1,1,2
94598300,94598,300342374,1366,18,1,1,1,2
94598400,94598,400342353,1366,18,1,1,1,2
94598500,94599,-499657668,1366,18,1,1,1,2
94598600,94599,-399657689,1366,18,1,1,1,2
94598700,94599,-299657710,1366,18,1,1,1,2
94598800,94599,-199657731,1366,18,1,1,1,2
94598900,94599,-99657752,1366,18,1,1,1,2
94599000,94599,342227,1366,18,1,1,1,2
94599100,94599,100342206,1366,18,1,1,1,2
94599200,94599,200342185,1366,18,1,1,1,2
94599300,94599,300342164,1366,18,1,1,1,2
94599400,94599,400342143,1366,18,1,1,1,2
94599500,94600,-499657877,1366,18,1,1,1,2
94599600,94600,-399657898,1366,18,1,1,1,2
94599700,94600,-299657919,1366,18,1,1,1,2
94599800,94600,-199657940,1366,18,1,1,1,2
94599900,94600,-99657961,1366,18,1,1,1,2
94600000,94600,342018,1366,18,1,1,1,2
94600100,94600,100341997,1366,18,1,1,1,2
94600200,94600,200341976,1366,18,1,1,1,2
94600300,94600,300341955,1366,18,1,1,1,2
94600400,94600,400341935,1366,18,1,1,1,2
94600500,94601,-499658086,1366,18,1,1,1,2
94600600,94601,-399658107,1366,18,1,1,1,2
94600700,94601,-299658128,1366,18,1,1,1,2
94600800,94601,-199658149,1366,18,1,1,1,2
94600900,94601,-99658170,1366,18,1,1,1,2
94601000,94601,341809,1366,18,1,1,1,2
94601100,94601,100341788,1366,18,1,1,1,2
94601200,94601,200341767,1366,18,1,1,1,2
94601300,94601,300341746,1366,18,1,1,1,2
94601400,94601,400341725,1366,18,1,1,1,2
94601500,94602,-499658295,1366,18,1,1,1,2
94601600,94602,-399658316,1366,18,1,1,1,2
94601700,94602,-299658337,1366,18,1,1,1,2
94601800,94602,-199658358,1366,18,1,1,1,2
94601900,94602,-99658379,1366,18,1,1,1,2
94602000,94602,341600,1366,18,1,1,1,2
94602100,94602,100341579,1366,18,1,1,1,2
94602200,94602,200341558,1366,18,1,1,1,2
94602300,94602,300341537,1366,18,1,1,1,2
94602400,94602,400341516,1366,18,1,1,1,2
94602500,94603,-499658505,1366,18,1,1,1,2
94602600,94603,-399658526,1366,18,1,1,1,2
94602700,94603,-299658547,1366,18,1,1,1,2
94602800,94603,-199658568,1366,18,1,1,1,2
94602900,94603,-99658589,1366,18,1,1,1,2
94603000,94603,341390,1366,18,1,1,1,2
94603100,94603,100341369,1366,18,1,1,1,2
94603200,94603,200341348,1366,18,1,1,1,2
94603300,94603,300341328,1366,18,1,1,1,2
94603400,94603,400341307,1366,18,1,1,1,2
94603500,94604,-499658714,1366,18,1,1,1,2
94603600,94604,-399658736,1366,18,1,1,1,2
94603700,94604,-299658757,1366,18,1,1,1,2
94603800,94604,-199658778,1366,18,1,1,1,2
94603900,94604,-99658798,1366,18,1,1,1,2
94604000,94604,341181,1366,18,1,1,1,2
94604100,94604,100341160,1366,18,1,1,1,2
94604200,94604,200341139,1366,18,1,1,1,2
94604300,94604,300341118,1366,18,1,1,1,2
94604400,94604,400341097,1366,18,1,1,1,2
94604500,94605,-499658924,1366,18,1,1,1,2
94604600,94605,-399658945,1366,18,1,1,1,2
94604700,94605,-299658967,1366,18,1,1,1,2
94604800,94605,-199658988,1366,18,1,1,1,2
94604900,94605,-99659009,1366,18,1,1,1,2
94605000,94605,340971,1366,18,1,1,1,2
94605100,94605,100340950,1366,18,1,1,1,2
94606000,94606,340761,1366,18,1,1,1,2
94606100,94606,100340740,1366,18,1,1,1,2
94606200,94606,200340719,1366,18,1,1,1,2
94606300,94606,300340698,1366,18,1,1,1,2
94606900,94607,-99659427,1366,18,1,1,1,2
94607000,94607,340552,1366,18,1,1,1,2
94607100,94607,100340531,1366,18,1,1,1,2
94607200,94607,200340510,1366,18,1,1,1,2
94607300,94607,300340489,1366,18,1,1,1,2
94608000,94608,340342,1366,18,1,1,1,2
